sample  ,gene,logFC,unshrunk.logFC,logCPM,PValue,FDR,tumor,cell_line,E2_status
Adrenal.2,100874243,3.630153492,3.687394335,3.215215357,0.016029532,0.999967231,Adrenal,MCF7,E2
Adrenal.2,8618,3.61467532,3.649259206,3.871108545,0.012626907,0.999967231,Adrenal,MCF7,E2
Adrenal.2,270,3.609164138,3.666332719,3.197404286,0.016646121,0.999967231,Adrenal,MCF7,E2
Adrenal.2,116285,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,400867,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,89766,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,151887,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,131034,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,80258,3.6025032,3.687394335,2.691008855,0.021801145,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5327,3.592716612,3.610088609,4.801598259,0.010234866,0.999967231,Adrenal,MCF7,E2
Adrenal.2,1579,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,7143,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,118856,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,253738,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,220032,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,84623,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,10516,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,102724927,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,400550,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,27091,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,147719,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,165186,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,150356,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,117248,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5948,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,221981,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,25769,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,54413,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,1821,3.583912882,3.74879488,1.910736551,0.037283677,0.999967231,Adrenal,MCF7,E2
Adrenal.2,400891,3.570957848,3.655685475,2.665480617,0.023007399,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3753,3.566646102,3.699885279,2.129582631,0.032385103,0.999967231,Adrenal,MCF7,E2
Adrenal.2,6101,3.554546543,3.666332719,2.319958573,0.028901865,0.999967231,Adrenal,MCF7,E2
Adrenal.2,10100,3.538707291,3.623263997,2.639501734,0.024301586,0.999967231,Adrenal,MCF7,E2
Adrenal.2,30817,3.533321204,3.644959069,2.303577929,0.029917158,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5655,3.530183104,3.536386547,6.199696842,0.009523382,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5284,3.523122546,3.687394335,1.86704911,0.040907432,0.999967231,Adrenal,MCF7,E2
Adrenal.2,138881,3.523122546,3.687394335,1.86704911,0.040907432,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3908,3.522012882,3.578869878,3.123918051,0.019442125,0.999967231,Adrenal,MCF7,E2
Adrenal.2,102723475,3.511778924,3.623263997,2.287013009,0.030979361,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5744,3.501856222,3.665908335,1.851894999,0.042244213,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5923,3.499376872,3.556149802,3.10495739,0.020234329,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5104,3.494489998,3.50778678,5.080150497,0.011590256,0.999967231,Adrenal,MCF7,E2
Adrenal.2,6900,3.471959286,3.556149802,2.586126544,0.027186776,0.999967231,Adrenal,MCF7,E2
Adrenal.2,9734,3.471959286,3.556149802,2.586126544,0.027186776,0.999967231,Adrenal,MCF7,E2
Adrenal.2,137902,3.471959286,3.556149802,2.586126544,0.027186776,0.999967231,Adrenal,MCF7,E2
Adrenal.2,163720,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,58504,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,196883,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,9001,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,23025,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,7850,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,101927932,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,942,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,7200,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,101927808,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,383,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,168090,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,58160,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,92973,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,23157,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,492,3.459657596,3.623263997,1.82202518,0.045007138,0.999967231,Adrenal,MCF7,E2
Adrenal.2,79740,3.443641542,3.459288262,4.800610601,0.013292864,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5799,3.443135291,3.485760474,3.427145717,0.019211502,0.999967231,Adrenal,MCF7,E2
Adrenal.2,4921,3.437390322,3.521384383,2.558695218,0.028796627,0.999967231,Adrenal,MCF7,E2
Adrenal.2,128102,3.429256525,3.485760474,3.046561821,0.022875461,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3778,3.429256525,3.485760474,3.046561821,0.022875461,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5588,3.40197266,3.485760474,2.530743067,0.030532357,0.999967231,Adrenal,MCF7,E2
Adrenal.2,344405,3.40197266,3.485760474,2.530743067,0.030532357,0.999967231,Adrenal,MCF7,E2
Adrenal.2,167838,3.40197266,3.485760474,2.530743067,0.030532357,0.999967231,Adrenal,MCF7,E2
Adrenal.2,10404,3.40197266,3.485760474,2.530743067,0.030532357,0.999967231,Adrenal,MCF7,E2
Adrenal.2,79747,3.380541673,3.436850873,3.006301419,0.024887473,0.999967231,Adrenal,MCF7,E2
Adrenal.2,4166,3.375298682,3.485760474,2.18350862,0.038503596,0.999967231,Adrenal,MCF7,E2
Adrenal.2,1836,3.363037134,3.368403523,6.238295211,0.013019301,0.999967231,Adrenal,MCF7,E2
Adrenal.2,80122,3.331004322,3.373285744,3.332260174,0.023439841,0.999967231,Adrenal,MCF7,E2
Adrenal.2,101929567,3.33012423,3.3862248,2.964907488,0.027134162,0.999967231,Adrenal,MCF7,E2
Adrenal.2,80070,3.32841704,3.411759892,2.473194648,0.034432379,0.999967231,Adrenal,MCF7,E2
Adrenal.2,388406,3.32841704,3.411759892,2.473194648,0.034432379,0.999967231,Adrenal,MCF7,E2
Adrenal.2,221458,3.32841704,3.411759892,2.473194648,0.034432379,0.999967231,Adrenal,MCF7,E2
Adrenal.2,136288,3.32841704,3.411759892,2.473194648,0.034432379,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3293,3.32841704,3.411759892,2.473194648,0.034432379,0.999967231,Adrenal,MCF7,E2
Adrenal.2,79935,3.325611021,3.33375738,5.605157895,0.014709751,0.999967231,Adrenal,MCF7,E2
Adrenal.2,7367,3.299638409,3.352173955,3.020896978,0.027627744,0.999967231,Adrenal,MCF7,E2
Adrenal.2,154664,3.295331167,3.351283433,2.936507082,0.028787692,0.999967231,Adrenal,MCF7,E2
Adrenal.2,79838,3.291603255,3.33375738,3.299217816,0.025112759,0.999967231,Adrenal,MCF7,E2
Adrenal.2,6474,3.290183355,3.373285744,2.443554489,0.036626028,0.999967231,Adrenal,MCF7,E2
Adrenal.2,94120,3.290183355,3.373285744,2.443554489,0.036626028,0.999967231,Adrenal,MCF7,E2
Adrenal.2,8110,3.27788086,3.33375738,2.922314652,0.029650072,0.999967231,Adrenal,MCF7,E2
Adrenal.2,23026,3.251262439,3.258068449,5.786043984,0.016564769,0.999967231,Adrenal,MCF7,E2
Adrenal.2,284434,3.250908769,3.33375738,2.413305522,0.039004723,0.999967231,Adrenal,MCF7,E2
Adrenal.2,491,3.250908769,3.33375738,2.413305522,0.039004723,0.999967231,Adrenal,MCF7,E2
Adrenal.2,54768,3.235694598,3.254497652,4.338510387,0.020654636,0.999967231,Adrenal,MCF7,E2
Adrenal.2,2947,3.204493595,3.2121954,5.562821123,0.01838225,0.999967231,Adrenal,MCF7,E2
Adrenal.2,55130,3.181690471,3.2121954,3.624664176,0.026653431,0.999967231,Adrenal,MCF7,E2
Adrenal.2,2938,3.181639532,3.237081361,2.844674489,0.034827524,0.999967231,Adrenal,MCF7,E2
Adrenal.2,401647,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,55576,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,114795,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3681,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,165829,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,139735,3.168998795,3.25129522,2.350877561,0.04439843,0.999967231,Adrenal,MCF7,E2
Adrenal.2,2813,3.167351294,3.222726068,2.833240907,0.035660124,0.999967231,Adrenal,MCF7,E2
Adrenal.2,83659,3.167351294,3.222726068,2.833240907,0.035660124,0.999967231,Adrenal,MCF7,E2
Adrenal.2,23046,3.166500474,3.208226498,3.195381541,0.031151571,0.999967231,Adrenal,MCF7,E2
Adrenal.2,90288,3.166500474,3.208226498,3.195381541,0.031151571,0.999967231,Adrenal,MCF7,E2
Adrenal.2,200162,3.151850864,3.177638178,3.822805644,0.026488357,0.999967231,Adrenal,MCF7,E2
Adrenal.2,283575,3.126231176,3.208226498,2.31864253,0.04746078,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3756,3.10873976,3.163832379,2.786597136,0.039260087,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5787,3.10873976,3.163832379,2.786597136,0.039260087,0.999967231,Adrenal,MCF7,E2
Adrenal.2,114780,3.10873976,3.163832379,2.786597136,0.039260087,0.999967231,Adrenal,MCF7,E2
Adrenal.2,3568,3.10873976,3.163832379,2.786597136,0.039260087,0.999967231,Adrenal,MCF7,E2
Adrenal.2,10720,3.105657182,3.13345873,3.676364342,0.029507329,0.999967231,Adrenal,MCF7,E2
Adrenal.2,4336,3.047645843,3.102431834,2.738426942,0.043344685,0.999967231,Adrenal,MCF7,E2
Adrenal.2,25890,3.047645843,3.102431834,2.738426942,0.043344685,0.999967231,Adrenal,MCF7,E2
Adrenal.2,53833,3.047645843,3.102431834,2.738426942,0.043344685,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5137,3.047645843,3.102431834,2.738426942,0.043344685,0.999967231,Adrenal,MCF7,E2
Adrenal.2,10317,3.029510503,3.070722974,3.08364667,0.039202465,0.999967231,Adrenal,MCF7,E2
Adrenal.2,219681,3.01832952,3.05135765,3.362672445,0.036570612,0.999967231,Adrenal,MCF7,E2
Adrenal.2,2688,3.016203499,3.038301497,3.900812866,0.032137705,0.999967231,Adrenal,MCF7,E2
Adrenal.2,84125,3.015125434,3.031728843,4.292784842,0.029886377,0.999967231,Adrenal,MCF7,E2
Adrenal.2,374872,2.99705409,3.038137545,3.05748863,0.04135724,0.999967231,Adrenal,MCF7,E2
Adrenal.2,128344,2.983849935,3.038301497,2.688627412,0.047996746,0.999967231,Adrenal,MCF7,E2
Adrenal.2,148281,2.983849935,3.038301497,2.688627412,0.047996746,0.999967231,Adrenal,MCF7,E2
Adrenal.2,53904,2.983849935,3.038301497,2.688627412,0.047996746,0.999967231,Adrenal,MCF7,E2
Adrenal.2,23581,2.983849935,3.038301497,2.688627412,0.047996746,0.999967231,Adrenal,MCF7,E2
Adrenal.2,56203,2.983849935,3.038301497,2.688627412,0.047996746,0.999967231,Adrenal,MCF7,E2
Adrenal.2,12,2.978942395,2.981808417,6.745525409,0.025744704,0.999967231,Adrenal,MCF7,E2
Adrenal.2,93035,2.973510602,2.983260133,4.995636301,0.029105534,0.999967231,Adrenal,MCF7,E2
Adrenal.2,121643,2.930378208,2.971187301,3.004142843,0.046108666,0.999967231,Adrenal,MCF7,E2
Adrenal.2,57731,2.930378208,2.971187301,3.004142843,0.046108666,0.999967231,Adrenal,MCF7,E2
Adrenal.2,375611,2.904492992,2.945192092,2.983576975,0.04807653,0.999967231,Adrenal,MCF7,E2
Adrenal.2,27286,2.866870422,2.874325762,5.266536774,0.033998691,0.999967231,Adrenal,MCF7,E2
Adrenal.2,129881,2.856762727,2.880039413,3.674681844,0.043005528,0.999967231,Adrenal,MCF7,E2
Adrenal.2,65217,2.853825672,2.886298403,3.228817766,0.048021834,0.999967231,Adrenal,MCF7,E2
Adrenal.2,132203,2.825628001,2.841904284,4.13202821,0.041490318,0.999967231,Adrenal,MCF7,E2
Adrenal.2,4135,2.815963168,2.836257721,3.820432274,0.044431074,0.999967231,Adrenal,MCF7,E2
Adrenal.2,5778,2.732011839,2.738741215,5.273639222,0.042569536,0.999967231,Adrenal,MCF7,E2
Adrenal.2,6097,2.730921543,2.74879488,3.909554745,0.049766648,0.999967231,Adrenal,MCF7,E2
Adrenal.2,55711,2.695659591,2.70673082,4.535948875,0.048286616,0.999967231,Adrenal,MCF7,E2
Bone.2_II,167838,6.99093386,7.258847178,4.490921101,4.09E-05,0.182350394,Bone,MCF7,E2
Bone.2_II,10855,6.701857155,6.969340561,4.14812491,8.03656E-05,0.190613569,Bone,MCF7,E2
Bone.2_II,9308,6.647500298,6.914892777,4.084372642,9.12027E-05,0.190613569,Bone,MCF7,E2
Bone.2_II,118430,6.441777538,6.536381153,5.534577247,4.26286E-05,0.182350394,Bone,MCF7,E2
Bone.2_II,100507388,6.406938482,6.673884677,3.806316542,0.000159266,0.242788318,Bone,MCF7,E2
Bone.2_II,128387,6.339962394,6.606770481,3.730335753,0.000185867,0.242788318,Bone,MCF7,E2
Bone.2_II,10595,6.251564057,6.322977515,5.773625267,5.23494E-05,0.182350394,Bone,MCF7,E2
Bone.2_II,339184,6.182595249,6.673884677,2.731125575,0.000663346,0.320372866,Bone,MCF7,E2
Bone.2_II,442524,6.039466263,6.38437806,3.036185826,0.000537835,0.320372866,Bone,MCF7,E2
Bone.2_II,375611,5.98224848,6.121343654,4.35224091,0.000184866,0.242788318,Bone,MCF7,E2
Bone.2_II,81849,5.948594103,6.214453058,3.302614752,0.000454624,0.320372866,Bone,MCF7,E2
Bone.2_II,100616274,5.948594103,6.214453058,3.302614752,0.000454624,0.320372866,Bone,MCF7,E2
Bone.2_II,144203,5.812328161,6.3019159,2.399525061,0.001504459,0.424908152,Bone,MCF7,E2
Bone.2_II,102465534,5.812328161,6.3019159,2.399525061,0.001504459,0.424908152,Bone,MCF7,E2
Bone.2_II,2938,5.776124965,5.914892777,4.114285181,0.000296594,0.320372866,Bone,MCF7,E2
Bone.2_II,102724329,5.756518204,6.02180798,3.104650878,0.000700894,0.320372866,Bone,MCF7,E2
Bone.2_II,728194,5.725332933,6.214453058,2.326837204,0.001817533,0.431642919,Bone,MCF7,E2
Bone.2_II,283514,5.719639631,5.858309248,4.049889818,0.000337388,0.320372866,Bone,MCF7,E2
Bone.2_II,26112,5.719639631,5.858309248,4.049889818,0.000337388,0.320372866,Bone,MCF7,E2
Bone.2_II,100616288,5.535563149,5.673884677,3.843129427,0.000512303,0.320372866,Bone,MCF7,E2
Bone.2_II,1490,5.398349636,5.536381153,3.692621887,0.000697673,0.320372866,Bone,MCF7,E2
Bone.2_II,195814,5.291075323,5.38437806,4.204295324,0.000601938,0.320372866,Bone,MCF7,E2
Bone.2_II,102465526,5.188372821,5.673884677,1.922011144,0.005634285,0.569421609,Bone,MCF7,E2
Bone.2_II,79689,5.144109928,5.214453058,4.504640304,0.000664171,0.320372866,Bone,MCF7,E2
Bone.2_II,100507642,5.130900604,5.813915129,1.608685727,0.009974581,0.611274291,Bone,MCF7,E2
Bone.2_II,5288,5.121445812,5.214453058,4.015343052,0.00087988,0.352798647,Bone,MCF7,E2
Bone.2_II,345275,5.098370601,5.168649369,4.453047226,0.000735785,0.320372866,Bone,MCF7,E2
Bone.2_II,399,5.07721877,5.214453058,3.355144078,0.001423132,0.424906538,Bone,MCF7,E2
Bone.2_II,102466755,5.05202204,5.536381153,1.831000752,0.007424241,0.592239049,Bone,MCF7,E2
Bone.2_II,6563,5.006065803,5.062449965,4.715739047,0.000775243,0.324051719,Bone,MCF7,E2
Bone.2_II,200162,5.002297316,5.072434054,4.345369094,0.000911537,0.352798647,Bone,MCF7,E2
Bone.2_II,2688,4.960468839,5.030540717,4.298815906,0.001000242,0.356832977,Bone,MCF7,E2
Bone.2_II,92949,4.952573651,5.214453058,2.377460399,0.004029812,0.569421609,Bone,MCF7,E2
Bone.2_II,25864,4.929180561,5.02180798,3.806714492,0.001346516,0.413855591,Bone,MCF7,E2
Bone.2_II,3384,4.901426605,5.38437806,1.735861291,0.010005367,0.611274291,Bone,MCF7,E2
Bone.2_II,101927018,4.899366878,4.969340561,4.231211641,0.001145049,0.385992182,Bone,MCF7,E2
Bone.2_II,644068,4.880696171,4.936919083,4.575209631,0.001024401,0.356832977,Bone,MCF7,E2
Bone.2_II,100506930,4.880696171,4.936919083,4.575209631,0.001024401,0.356832977,Bone,MCF7,E2
Bone.2_II,100996643,4.880185519,5.027367506,3.053549413,0.002366942,0.484991025,Bone,MCF7,E2
Bone.2_II,3698,4.78647449,4.799415559,6.870141138,0.000710025,0.320372866,Bone,MCF7,E2
Bone.2_II,345643,4.785110429,4.877418071,3.654988569,0.001845175,0.431642919,Bone,MCF7,E2
Bone.2_II,100500808,4.761063574,5.02180798,2.229531857,0.005993871,0.569421609,Bone,MCF7,E2
Bone.2_II,25833,4.761063574,5.02180798,2.229531857,0.005993871,0.569421609,Bone,MCF7,E2
Bone.2_II,1770,4.761063574,5.02180798,2.229531857,0.005993871,0.569421609,Bone,MCF7,E2
Bone.2_II,654841,4.761063574,5.02180798,2.229531857,0.005993871,0.569421609,Bone,MCF7,E2
Bone.2_II,80736,4.70836548,4.837649778,3.069823385,0.002998457,0.540239314,Bone,MCF7,E2
Bone.2_II,219858,4.668452433,4.738015014,3.980751887,0.001898761,0.431642919,Bone,MCF7,E2
Bone.2_II,89765,4.668452433,4.738015014,3.980751887,0.001898761,0.431642919,Bone,MCF7,E2
Bone.2_II,83853,4.663509007,4.799415559,2.956508648,0.003475735,0.550324672,Bone,MCF7,E2
Bone.2_II,100189177,4.663509007,4.799415559,2.956508648,0.003475735,0.550324672,Bone,MCF7,E2
Bone.2_II,102465753,4.64400245,4.699879886,4.314203156,0.00172286,0.431642919,Bone,MCF7,E2
Bone.2_II,139818,4.625040678,4.716953399,3.491686357,0.0026074,0.504580185,Bone,MCF7,E2
Bone.2_II,101930452,4.542870856,5.02180798,1.531310833,0.019750454,0.715509914,Bone,MCF7,E2
Bone.2_II,83758,4.540183098,4.799415559,2.070940631,0.009361892,0.611274291,Bone,MCF7,E2
Bone.2_II,101928232,4.540183098,4.799415559,2.070940631,0.009361892,0.611274291,Bone,MCF7,E2
Bone.2_II,101927759,4.540183098,4.799415559,2.070940631,0.009361892,0.611274291,Bone,MCF7,E2
Bone.2_II,101928868,4.540183098,4.799415559,2.070940631,0.009361892,0.611274291,Bone,MCF7,E2
Bone.2_II,100616354,4.540183098,4.799415559,2.070940631,0.009361892,0.611274291,Bone,MCF7,E2
Bone.2_II,6447,4.539069642,4.716953399,2.494390572,0.006044079,0.569421609,Bone,MCF7,E2
Bone.2_II,284486,4.53781227,4.629490558,3.405224252,0.003141561,0.547479528,Bone,MCF7,E2
Bone.2_II,100169851,4.496426704,4.536381153,4.706783073,0.001965067,0.431642919,Bone,MCF7,E2
Bone.2_II,222967,4.452074414,4.629490558,2.426059337,0.007218914,0.592008632,Bone,MCF7,E2
Bone.2_II,26085,4.444968511,4.536381153,3.315263038,0.003824247,0.569421609,Bone,MCF7,E2
Bone.2_II,26027,4.401535911,4.536381153,2.727419688,0.006005736,0.569421609,Bone,MCF7,E2
Bone.2_II,256764,4.401535911,4.536381153,2.727419688,0.006005736,0.569421609,Bone,MCF7,E2
Bone.2_II,7462,4.401535911,4.536381153,2.727419688,0.006005736,0.569421609,Bone,MCF7,E2
Bone.2_II,100130880,4.401535911,4.536381153,2.727419688,0.006005736,0.569421609,Bone,MCF7,E2
Bone.2_II,1612,4.401535911,4.536381153,2.727419688,0.006005736,0.569421609,Bone,MCF7,E2
Bone.2_II,79955,4.399639039,4.43684548,4.715738116,0.002342058,0.484991025,Bone,MCF7,E2
Bone.2_II,100189380,4.362517323,5.034245084,1.227326152,0.039650967,0.797026258,Bone,MCF7,E2
Bone.2_II,10371,4.29340898,4.305600946,6.427512176,0.002076261,0.442794392,Bone,MCF7,E2
Bone.2_II,5858,4.250239924,4.38437806,2.603652833,0.008172882,0.603561425,Bone,MCF7,E2
Bone.2_II,641467,4.239171321,4.329930276,3.123803842,0.005873037,0.569421609,Bone,MCF7,E2
Bone.2_II,664618,4.233332234,4.3019159,3.536793506,0.00479564,0.569421609,Bone,MCF7,E2
Bone.2_II,101928042,4.232176385,4.479797625,1.905167402,0.01632891,0.700986467,Bone,MCF7,E2
Bone.2_II,283248,4.227274692,4.273346747,4.16651769,0.00378404,0.569421609,Bone,MCF7,E2
Bone.2_II,8869,4.189178507,4.214453058,5.122853815,0.003143423,0.547479528,Bone,MCF7,E2
Bone.2_II,101927599,4.153258859,4.17968764,5.007729917,0.00344789,0.550324672,Bone,MCF7,E2
Bone.2_II,79842,4.122571671,4.161985639,4.307791557,0.004357279,0.569421609,Bone,MCF7,E2
Bone.2_II,93210,4.112761454,4.140452477,4.884088824,0.003822593,0.569421609,Bone,MCF7,E2
Bone.2_II,100130449,4.107413266,4.124255249,5.700987206,0.0033181,0.550324672,Bone,MCF7,E2
Bone.2_II,387990,4.085654574,4.140452477,3.734017792,0.005641367,0.569421609,Bone,MCF7,E2
Bone.2_II,2867,4.081198318,4.214453058,2.47278546,0.011445312,0.62198408,Bone,MCF7,E2
Bone.2_II,27120,4.081198318,4.214453058,2.47278546,0.011445312,0.62198408,Bone,MCF7,E2
Bone.2_II,100506311,4.081198318,4.214453058,2.47278546,0.011445312,0.62198408,Bone,MCF7,E2
Bone.2_II,401612,4.081198318,4.214453058,2.47278546,0.011445312,0.62198408,Bone,MCF7,E2
Bone.2_II,54414,4.07233734,4.07726868,7.592999859,0.002973704,0.540239314,Bone,MCF7,E2
Bone.2_II,101929959,4.066214039,4.105478332,4.251795177,0.004897408,0.569421609,Bone,MCF7,E2
Bone.2_II,199720,4.053260067,4.121343654,3.366102523,0.006951786,0.592008632,Bone,MCF7,E2
Bone.2_II,164633,4.039683861,4.214453058,2.129720432,0.016268013,0.700986467,Bone,MCF7,E2
Bone.2_II,1384,4.039683861,4.214453058,2.129720432,0.016268013,0.700986467,Bone,MCF7,E2
Bone.2_II,696,3.999054135,4.088922176,2.914854981,0.009560151,0.611274291,Bone,MCF7,E2
Bone.2_II,55520,3.976222122,4.02180798,3.911515575,0.006377303,0.583718729,Bone,MCF7,E2
Bone.2_II,7881,3.961592903,3.979987805,5.392700373,0.004617364,0.569421609,Bone,MCF7,E2
Bone.2_II,100885777,3.960499966,4.214453058,1.713694106,0.0280334,0.756974249,Bone,MCF7,E2
Bone.2_II,10633,3.960499966,4.214453058,1.713694106,0.0280334,0.756974249,Bone,MCF7,E2
Bone.2_II,100189382,3.960499966,4.214453058,1.713694106,0.0280334,0.756974249,Bone,MCF7,E2
Bone.2_II,100130348,3.95547245,4.062449965,2.645096998,0.012063823,0.622797746,Bone,MCF7,E2
Bone.2_II,100129654,3.954027927,4.02180798,3.275660431,0.008500386,0.603561425,Bone,MCF7,E2
Bone.2_II,1896,3.954027927,4.02180798,3.275660431,0.008500386,0.603561425,Bone,MCF7,E2
Bone.2_II,84527,3.95294216,3.992060637,4.134056322,0.006193046,0.577833356,Bone,MCF7,E2
Bone.2_II,2824,3.952494486,3.979987805,4.715737205,0.005340466,0.569421609,Bone,MCF7,E2
Bone.2_II,101060200,3.952250154,3.973444959,5.147913869,0.00490028,0.569421609,Bone,MCF7,E2
Bone.2_II,57102,3.951990438,3.966525545,5.76772538,0.004452145,0.569421609,Bone,MCF7,E2
Bone.2_II,693158,3.935083411,3.969340561,4.332049712,0.006048402,0.569421609,Bone,MCF7,E2
Bone.2_II,693122,3.930232716,4.124954908,1.943289222,0.022435178,0.719335487,Bone,MCF7,E2
Bone.2_II,100288428,3.925584822,3.979987805,3.58006255,0.007825851,0.601951977,Bone,MCF7,E2
Bone.2_II,9834,3.915114302,4.088922176,2.048976687,0.020572408,0.715509914,Bone,MCF7,E2
Bone.2_II,57722,3.889688241,4.02180798,2.333902875,0.016587649,0.700986467,Bone,MCF7,E2
Bone.2_II,100129617,3.880726554,3.914892777,4.276841927,0.006760809,0.592008632,Bone,MCF7,E2
Bone.2_II,219681,3.862129411,3.951418653,2.802842501,0.012531992,0.622797746,Bone,MCF7,E2
Bone.2_II,101929529,3.862129411,3.951418653,2.802842501,0.012531992,0.622797746,Bone,MCF7,E2
Bone.2_II,3400,3.847462876,3.914892777,3.181499641,0.010518302,0.611274291,Bone,MCF7,E2
Bone.2_II,51259,3.841159591,3.858309248,5.373206349,0.00582795,0.569421609,Bone,MCF7,E2
Bone.2_II,132014,3.827652998,3.866529755,4.009413027,0.007993724,0.601951977,Bone,MCF7,E2
Bone.2_II,387911,3.778763522,3.951418653,1.965117771,0.026432047,0.754215163,Bone,MCF7,E2
Bone.2_II,400798,3.776671993,3.799415559,4.834266877,0.007202769,0.592008632,Bone,MCF7,E2
Bone.2_II,126375,3.776671993,3.799415559,4.834266877,0.007202769,0.592008632,Bone,MCF7,E2
Bone.2_II,28983,3.770111574,4.02180798,1.614000591,0.039101984,0.797026258,Bone,MCF7,E2
