sample  ,gene,logFC,unshrunk.logFC,logCPM,PValue,FDR,tumor,cell_line,E2_status
Bone.C,165545,4.307013007,4.556948958,1.934645415,0.013723236,0.999961876,Bone,MCF7,E2
Bone.C,6570,4.307013007,4.556948958,1.934645415,0.013723236,0.999961876,Bone,MCF7,E2
Bone.C,1417,4.301071788,4.431418076,2.68539044,0.007023664,0.999961876,Bone,MCF7,E2
Bone.C,375323,4.301071788,4.431418076,2.68539044,0.007023664,0.999961876,Bone,MCF7,E2
Bone.C,100616354,4.164231068,4.293914552,2.572584893,0.009222534,0.999961876,Bone,MCF7,E2
Bone.C,155382,4.164231068,4.293914552,2.572584893,0.009222534,0.999961876,Bone,MCF7,E2
Bone.C,137902,4.164231068,4.293914552,2.572584893,0.009222534,0.999961876,Bone,MCF7,E2
Bone.C,54457,4.164231068,4.293914552,2.572584893,0.009222534,0.999961876,Bone,MCF7,E2
Bone.C,653641,4.116551012,4.410728217,1.655187404,0.023480963,0.999961876,Bone,MCF7,E2
Bone.C,2212,4.097349359,4.556948958,1.298352799,0.039029694,0.999961876,Bone,MCF7,E2
Bone.C,283150,4.097349359,4.556948958,1.298352799,0.039029694,0.999961876,Bone,MCF7,E2
Bone.C,1113,4.097349359,4.556948958,1.298352799,0.039029694,0.999961876,Bone,MCF7,E2
Bone.C,101929998,4.097349359,4.556948958,1.298352799,0.039029694,0.999961876,Bone,MCF7,E2
Bone.C,100874195,4.090614076,4.219913971,2.513857171,0.010654757,0.999961876,Bone,MCF7,E2
Bone.C,84072,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,79098,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,55432,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,1380,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,144571,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,5744,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,254013,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,101929121,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,163154,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,151306,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,101929591,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,100,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,284837,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,339855,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,7368,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,100507341,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,642924,4.046398137,4.293914552,1.768205112,0.02220201,0.999961876,Bone,MCF7,E2
Bone.C,2152,4.013037655,4.141911459,2.453461283,0.012384032,0.999961876,Bone,MCF7,E2
Bone.C,2153,4.013037655,4.141911459,2.453461283,0.012384032,0.999961876,Bone,MCF7,E2
Bone.C,645191,4.013037655,4.141911459,2.453461283,0.012384032,0.999961876,Bone,MCF7,E2
Bone.C,100500828,4.013037655,4.141911459,2.453461283,0.012384032,0.999961876,Bone,MCF7,E2
Bone.C,751580,4.013037655,4.141911459,2.453461283,0.012384032,0.999961876,Bone,MCF7,E2
Bone.C,440299,3.958841202,4.400829756,1.257001607,0.047150745,0.999961876,Bone,MCF7,E2
Bone.C,353322,3.938722466,4.042375785,2.666856266,0.011878249,0.999961876,Bone,MCF7,E2
Bone.C,57636,3.896005816,4.141911459,1.67952082,0.02898888,0.999961876,Bone,MCF7,E2
Bone.C,909,3.844124115,3.971986457,2.327255358,0.017072709,0.999961876,Bone,MCF7,E2
Bone.C,101927286,3.844124115,3.971986457,2.327255358,0.017072709,0.999961876,Bone,MCF7,E2
Bone.C,23495,3.844124115,3.971986457,2.327255358,0.017072709,0.999961876,Bone,MCF7,E2
Bone.C,116844,3.844124115,3.971986457,2.327255358,0.017072709,0.999961876,Bone,MCF7,E2
Bone.C,100847048,3.844124115,3.971986457,2.327255358,0.017072709,0.999961876,Bone,MCF7,E2
Bone.C,8632,3.823006031,3.884523616,3.285257883,0.010260811,0.999961876,Bone,MCF7,E2
Bone.C,105376526,3.810463078,3.885829813,2.982611939,0.012023662,0.999961876,Bone,MCF7,E2
Bone.C,27296,3.790830097,3.865071253,2.98553209,0.012370386,0.999961876,Bone,MCF7,E2
Bone.C,5358,3.770929787,3.808487725,3.985927108,0.008757102,0.999961876,Bone,MCF7,E2
Bone.C,348174,3.768845161,3.907497731,2.175876208,0.021152393,0.999961876,Bone,MCF7,E2
Bone.C,57010,3.760343263,3.846455575,2.755913213,0.014593816,0.999961876,Bone,MCF7,E2
Bone.C,101927282,3.760343263,3.846455575,2.755913213,0.014593816,0.999961876,Bone,MCF7,E2
Bone.C,54361,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,1579,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,388630,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,100423032,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,5741,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,4322,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,101928290,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,102723641,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,100129503,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,282618,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,728,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,375189,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,101929335,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,103695433,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,90113,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,63973,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,140767,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,101927288,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,221981,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,103021165,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,158314,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,5030,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,29935,3.728091754,3.971986457,1.586697178,0.038649485,0.999961876,Bone,MCF7,E2
Bone.C,101927102,3.714443946,3.779341379,3.104236024,0.013161221,0.999961876,Bone,MCF7,E2
Bone.C,57514,3.685457531,3.737521204,3.397318648,0.012233395,0.999961876,Bone,MCF7,E2
Bone.C,387911,3.67980568,3.846455575,1.915039708,0.029409757,0.999961876,Bone,MCF7,E2
Bone.C,78997,3.665486582,3.708952051,3.649768672,0.011585173,0.999961876,Bone,MCF7,E2
Bone.C,57822,3.652778447,3.779341379,2.193033526,0.024285828,0.999961876,Bone,MCF7,E2
Bone.C,116496,3.652778447,3.779341379,2.193033526,0.024285828,0.999961876,Bone,MCF7,E2
Bone.C,9911,3.652778447,3.779341379,2.193033526,0.024285828,0.999961876,Bone,MCF7,E2
Bone.C,8110,3.623502543,3.708952051,2.648422553,0.018896408,0.999961876,Bone,MCF7,E2
Bone.C,147807,3.623502543,3.708952051,2.648422553,0.018896408,0.999961876,Bone,MCF7,E2
Bone.C,100506286,3.623502543,3.708952051,2.648422553,0.018896408,0.999961876,Bone,MCF7,E2
Bone.C,100873986,3.607929769,3.672426175,3.014327494,0.016139534,0.999961876,Bone,MCF7,E2
Bone.C,146177,3.591678294,3.63495147,3.582102811,0.013374052,0.999961876,Bone,MCF7,E2
Bone.C,100996761,3.551083007,3.641109406,2.521761061,0.022501931,0.999961876,Bone,MCF7,E2
Bone.C,6459,3.531895951,3.596087352,2.951913309,0.018628885,0.999961876,Bone,MCF7,E2
Bone.C,3563,3.505458063,3.556948958,3.239843763,0.017279966,0.999961876,Bone,MCF7,E2
Bone.C,102723320,3.492920276,3.556948958,2.920495466,0.020035712,0.999961876,Bone,MCF7,E2
Bone.C,91179,3.47230913,3.556948958,2.535282026,0.024959351,0.999961876,Bone,MCF7,E2
Bone.C,26468,3.47230913,3.556948958,2.535282026,0.024959351,0.999961876,Bone,MCF7,E2
Bone.C,9362,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,84684,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,326624,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,333,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,6474,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,7036,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,800,3.432116753,3.556948958,2.0496372,0.03588047,0.999961876,Bone,MCF7,E2
Bone.C,105370641,3.406270037,3.457413284,3.156507618,0.020811695,0.999961876,Bone,MCF7,E2
Bone.C,2784,3.401982963,3.441471741,3.531741,0.018520988,0.999961876,Bone,MCF7,E2
Bone.C,100130100,3.397614672,3.477428618,2.54865183,0.027545019,0.999961876,Bone,MCF7,E2
Bone.C,398,3.367941963,3.431418076,2.822407157,0.025217328,0.999961876,Bone,MCF7,E2
Bone.C,246181,3.324696457,3.439253915,2.068179122,0.040605976,0.999961876,Bone,MCF7,E2
Bone.C,101927402,3.307686163,3.431418076,1.974056021,0.0443521,0.999961876,Bone,MCF7,E2
Bone.C,23566,3.30339559,3.387023956,2.415860244,0.033738863,0.999961876,Bone,MCF7,E2
Bone.C,64377,3.30339559,3.387023956,2.415860244,0.033738863,0.999961876,Bone,MCF7,E2
Bone.C,5452,3.30339559,3.387023956,2.415860244,0.033738863,0.999961876,Bone,MCF7,E2
Bone.C,57333,3.30339559,3.387023956,2.415860244,0.033738863,0.999961876,Bone,MCF7,E2
Bone.C,1950,3.30339559,3.387023956,2.415860244,0.033738863,0.999961876,Bone,MCF7,E2
Bone.C,652995,3.29975586,3.35049808,3.069813398,0.025319673,0.999961876,Bone,MCF7,E2
Bone.C,254559,3.296629311,3.319909761,4.240857904,0.018669077,0.999961876,Bone,MCF7,E2
Bone.C,57657,3.279052647,3.313023375,3.637137552,0.021971815,0.999961876,Bone,MCF7,E2
Bone.C,161497,3.2755629,3.344133908,2.642573839,0.031298095,0.999961876,Bone,MCF7,E2
Bone.C,101927233,3.265580618,3.293914552,3.901398882,0.021086414,0.999961876,Bone,MCF7,E2
Bone.C,118430,3.231101243,3.293914552,2.719678489,0.032237682,0.999961876,Bone,MCF7,E2
Bone.C,81848,3.231101243,3.293914552,2.719678489,0.032237682,0.999961876,Bone,MCF7,E2
Bone.C,1636,3.221526406,3.267442341,3.139581716,0.027865186,0.999961876,Bone,MCF7,E2
Bone.C,128102,3.210892723,3.293914552,2.353562047,0.039616534,0.999961876,Bone,MCF7,E2
Bone.C,440730,3.210892723,3.293914552,2.353562047,0.039616534,0.999961876,Bone,MCF7,E2
Bone.C,161142,3.184746366,3.235020863,2.979507419,0.031151874,0.999961876,Bone,MCF7,E2
Bone.C,10071,3.133443955,3.156411028,4.091809848,0.025293184,0.999961876,Bone,MCF7,E2
Bone.C,10873,3.120867955,3.141911459,4.215536469,0.025272451,0.999961876,Bone,MCF7,E2
Bone.C,51083,3.112049922,3.194378879,2.289395919,0.0468624,0.999961876,Bone,MCF7,E2
Bone.C,9056,3.112049922,3.194378879,2.289395919,0.0468624,0.999961876,Bone,MCF7,E2
Bone.C,100505715,3.112049922,3.194378879,2.289395919,0.0468624,0.999961876,Bone,MCF7,E2
Bone.C,399833,3.093894618,3.164631535,2.457848763,0.044105267,0.999961876,Bone,MCF7,E2
Bone.C,10435,3.07990783,3.141911459,2.611861786,0.04195186,0.999961876,Bone,MCF7,E2
Bone.C,23089,3.07990783,3.141911459,2.611861786,0.04195186,0.999961876,Bone,MCF7,E2
Bone.C,10663,3.066524333,3.087463675,4.166728453,0.027908463,0.999961876,Bone,MCF7,E2
Bone.C,400746,3.059768053,3.109489981,2.885301625,0.038811414,0.999961876,Bone,MCF7,E2
Bone.C,54033,3.059768053,3.109489981,2.885301625,0.038811414,0.999961876,Bone,MCF7,E2
Bone.C,11172,3.059768053,3.109489981,2.885301625,0.038811414,0.999961876,Bone,MCF7,E2
Bone.C,3827,3.036411121,3.110277478,2.361367869,0.049993026,0.999961876,Bone,MCF7,E2
Bone.C,346157,3.035912565,3.071522131,3.33237518,0.035040428,0.999961876,Bone,MCF7,E2
Bone.C,4578,2.97881146,2.981188436,7.447042797,0.025382891,0.999961876,Bone,MCF7,E2
Bone.C,257106,2.949418129,2.971986457,3.930590669,0.035239112,0.999961876,Bone,MCF7,E2
Bone.C,101927217,2.936724539,2.971986457,3.254260589,0.041664261,0.999961876,Bone,MCF7,E2
Bone.C,51555,2.93095481,2.971986457,3.03563015,0.044701586,0.999961876,Bone,MCF7,E2
Bone.C,100996624,2.922927333,2.971986457,2.786866157,0.049041256,0.999961876,Bone,MCF7,E2
Bone.C,151827,2.922927333,2.971986457,2.786866157,0.049041256,0.999961876,Bone,MCF7,E2
Bone.C,105377210,2.922927333,2.971986457,2.786866157,0.049041256,0.999961876,Bone,MCF7,E2
Bone.C,100422830,2.84826647,2.878877053,3.37589884,0.046262539,0.999961876,Bone,MCF7,E2
Bone.C,84069,2.839852834,2.872450784,3.277422226,0.047972122,0.999961876,Bone,MCF7,E2
Bone.C,752014,2.839852834,2.872450784,3.277422226,0.047972122,0.999961876,Bone,MCF7,E2
Bone.C,5892,2.810015764,2.838719926,3.433440506,0.04841087,0.999961876,Bone,MCF7,E2
Bone.C,4575,2.789443875,2.794717701,6.033909445,0.037347298,0.999961876,Bone,MCF7,E2
Bone.C,4564,2.699825609,2.703583878,6.456838335,0.042501397,0.999961876,Bone,MCF7,E2
Bone.15_I,57393,7.543594866,7.848554368,3.903571477,1.41047E-05,0.05179956,Bone,MCF7,E2
Bone.15_I,100129518,7.440400784,7.650614991,4.522614354,1.019E-05,0.05179956,Bone,MCF7,E2
Bone.15_I,1041,7.141776687,7.917501722,2.252981792,0.000258675,0.09904333,Bone,MCF7,E2
Bone.15_I,6414,7.051987335,7.607546269,2.500214861,0.000165285,0.09904333,Bone,MCF7,E2
Bone.15_I,6273,7.013737668,7.318039652,3.234752473,5.63274E-05,0.098827932,Bone,MCF7,E2
Bone.15_I,259296,6.972384909,7.747576721,2.13516475,0.000419914,0.115640667,Bone,MCF7,E2
Bone.15_I,100506826,6.91483304,7.470042745,2.391640012,0.000242606,0.09904333,Bone,MCF7,E2
Bone.15_I,2775,6.651777873,6.955469572,2.865804663,0.000148006,0.098827932,Bone,MCF7,E2
Bone.15_I,60468,6.651777873,6.955469572,2.865804663,0.000148006,0.098827932,Bone,MCF7,E2
Bone.15_I,4856,6.651777873,6.955469572,2.865804663,0.000148006,0.098827932,Bone,MCF7,E2
Bone.15_I,101928635,6.54220736,6.650614991,4.588508288,4.14185E-05,0.098827932,Bone,MCF7,E2
Bone.15_I,5003,6.516761369,7.470042745,1.73372172,0.002367899,0.228949599,Bone,MCF7,E2
Bone.15_I,101930452,6.429842996,6.733077151,2.669339843,0.000269651,0.09904333,Bone,MCF7,E2
Bone.15_I,101927581,6.429842996,6.733077151,2.669339843,0.000269651,0.09904333,Bone,MCF7,E2
Bone.15_I,100422976,6.310626068,6.470042745,3.49235908,0.000123193,0.098827932,Bone,MCF7,E2
Bone.15_I,80070,6.310626068,6.470042745,3.49235908,0.000123193,0.098827932,Bone,MCF7,E2
Bone.15_I,390595,6.167448908,6.470042745,2.462611304,0.000551045,0.115640667,Bone,MCF7,E2
Bone.15_I,79690,6.167448908,6.470042745,2.462611304,0.000551045,0.115640667,Bone,MCF7,E2
Bone.15_I,389641,6.167448908,6.470042745,2.462611304,0.000551045,0.115640667,Bone,MCF7,E2
Bone.15_I,10218,6.153785027,6.235577492,4.6300365,8.1068E-05,0.098827932,Bone,MCF7,E2
Bone.15_I,83733,6.040178546,6.14811465,3.87927359,0.000146124,0.098827932,Bone,MCF7,E2
Bone.15_I,344387,5.989178665,6.14811465,3.152376399,0.000283174,0.09904333,Bone,MCF7,E2
Bone.15_I,113179,5.939974011,6.14811465,2.730104509,0.00050388,0.115640667,Bone,MCF7,E2
Bone.15_I,100129075,5.914793378,6.022583768,3.726421714,0.000200538,0.09904333,Bone,MCF7,E2
Bone.15_I,3852,5.846480758,6.14811465,2.243155615,0.00132385,0.177121124,Bone,MCF7,E2
Bone.15_I,100506068,5.846480758,6.14811465,2.243155615,0.00132385,0.177121124,Bone,MCF7,E2
Bone.15_I,57692,5.846480758,6.14811465,2.243155615,0.00132385,0.177121124,Bone,MCF7,E2
Bone.15_I,1307,5.79687684,5.955469572,2.973788269,0.000467091,0.115640667,Bone,MCF7,E2
Bone.15_I,9148,5.767110123,5.848554368,4.085895206,0.000211634,0.09904333,Bone,MCF7,E2
Bone.15_I,100189393,5.654520964,5.955469572,2.127643256,0.002227564,0.224129602,Bone,MCF7,E2
Bone.15_I,5146,5.651756213,5.733077151,3.941408683,0.000281903,0.09904333,Bone,MCF7,E2
Bone.15_I,23581,5.625675258,5.733077151,3.408997775,0.00041678,0.115640667,Bone,MCF7,E2
Bone.15_I,100506606,5.574941963,5.733077151,2.788171917,0.000833036,0.156140645,Bone,MCF7,E2
Bone.15_I,800,5.574941963,5.733077151,2.788171917,0.000833036,0.156140645,Bone,MCF7,E2
Bone.15_I,606495,5.508545836,5.56315215,4.58370231,0.000277447,0.09904333,Bone,MCF7,E2
Bone.15_I,100874201,5.436635287,5.496037954,4.301921224,0.00035501,0.113371754,Bone,MCF7,E2
Bone.15_I,23281,5.433041748,5.733077151,2.007583775,0.004018371,0.295149376,Bone,MCF7,E2
Bone.15_I,56853,5.433041748,5.733077151,2.007583775,0.004018371,0.295149376,Bone,MCF7,E2
Bone.15_I,7216,5.433041748,5.733077151,2.007583775,0.004018371,0.295149376,Bone,MCF7,E2
Bone.15_I,56971,5.389042358,5.470042745,3.642398423,0.000541547,0.115640667,Bone,MCF7,E2
Bone.15_I,6791,5.356611773,5.56315215,2.318484636,0.002368982,0.228949599,Bone,MCF7,E2
Bone.15_I,100847012,5.345959052,5.733077151,1.767988442,0.008412005,0.469357738,Bone,MCF7,E2
Bone.15_I,11117,5.312547875,5.470042745,2.594137621,0.001648383,0.189177703,Bone,MCF7,E2
Bone.15_I,285598,5.312547875,5.470042745,2.594137621,0.001648383,0.189177703,Bone,MCF7,E2
Bone.15_I,3400,5.293995212,5.340759728,4.623341179,0.000414829,0.115640667,Bone,MCF7,E2
Bone.15_I,8605,5.263715463,5.370507072,3.07336407,0.001041646,0.156140645,Bone,MCF7,E2
Bone.15_I,53833,5.263715463,5.370507072,3.07336407,0.001041646,0.156140645,Bone,MCF7,E2
Bone.15_I,344807,5.243738897,5.273645532,5.580970089,0.000354791,0.113371754,Bone,MCF7,E2
Bone.15_I,81893,5.237252925,5.318039652,3.487583132,0.000789197,0.156140645,Bone,MCF7,E2
Bone.15_I,3371,5.206280311,6.14811465,1.276874095,0.046482625,0.741082076,Bone,MCF7,E2
Bone.15_I,387638,5.200965974,5.247650324,4.498959156,0.000518826,0.115640667,Bone,MCF7,E2
Bone.15_I,100505736,5.200965974,5.247650324,4.498959156,0.000518826,0.115640667,Bone,MCF7,E2
Bone.15_I,100129792,5.186802186,5.733077151,1.499478746,0.022744984,0.632810243,Bone,MCF7,E2
Bone.15_I,105378101,5.17128486,5.470042745,1.882331653,0.007866729,0.456142972,Bone,MCF7,E2
Bone.15_I,5329,5.115333159,5.14811465,5.171459778,0.000505559,0.115640667,Bone,MCF7,E2
Bone.15_I,5596,5.083322278,5.14811465,3.710821417,0.000916348,0.156140645,Bone,MCF7,E2
Bone.15_I,219858,5.041780586,5.14811465,2.897077963,0.00182129,0.202097043,Bone,MCF7,E2
Bone.15_I,8404,5.014230343,5.055005246,4.539957506,0.000737493,0.150469072,Bone,MCF7,E2
Bone.15_I,9635,4.991579725,5.14811465,2.38983374,0.003761144,0.294126105,Bone,MCF7,E2
Bone.15_I,373856,4.991579725,5.14811465,2.38983374,0.003761144,0.294126105,Bone,MCF7,E2
Bone.15_I,138649,4.95938274,5.033747625,3.355691663,0.001436073,0.177121124,Bone,MCF7,E2
Bone.15_I,2644,4.914786283,4.955469572,4.41581267,0.000933758,0.156140645,Bone,MCF7,E2
Bone.15_I,339883,4.881037693,4.913649397,4.847088329,0.000877618,0.156140645,Bone,MCF7,E2
Bone.15_I,135250,4.8793585,4.925722229,4.109319991,0.00111984,0.161278939,Bone,MCF7,E2
Bone.15_I,100287284,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone,MCF7,E2
Bone.15_I,114088,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone,MCF7,E2
Bone.15_I,285962,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone,MCF7,E2
Bone.15_I,81617,4.848918372,4.885080244,4.579349023,0.001008862,0.156140645,Bone,MCF7,E2
Bone.15_I,2184,4.848918372,4.885080244,4.579349023,0.001008862,0.156140645,Bone,MCF7,E2
Bone.15_I,3820,4.79364559,4.826186555,4.733436672,0.001076799,0.158181813,Bone,MCF7,E2
Bone.15_I,128229,4.779386498,4.885080244,2.71379658,0.003501061,0.285725443,Bone,MCF7,E2
Bone.15_I,105377650,4.753973332,4.800191347,3.974280267,0.001508101,0.181590194,Bone,MCF7,E2
Bone.15_I,10668,4.71674824,4.733077151,6.174809921,0.000944455,0.156140645,Bone,MCF7,E2
Bone.15_I,100189062,4.715325922,5.137307895,1.488250561,0.039970622,0.712491653,Bone,MCF7,E2
Bone.15_I,574407,4.70063298,4.719271352,5.85549577,0.001026116,0.156140645,Bone,MCF7,E2
Bone.15_I,93611,4.700616352,4.733077151,4.617252664,0.0013376,0.177121124,Bone,MCF7,E2
Bone.15_I,90632,4.700508585,4.826186555,2.457593243,0.005516008,0.375139623,Bone,MCF7,E2
Bone.15_I,84134,4.607600384,4.64561431,4.184562675,0.001843499,0.202097043,Bone,MCF7,E2
Bone.15_I,101927286,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone,MCF7,E2
Bone.15_I,100189086,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone,MCF7,E2
Bone.15_I,54769,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone,MCF7,E2
Bone.15_I,8632,4.570643602,4.64561431,3.021486462,0.003764173,0.294126105,Bone,MCF7,E2
Bone.15_I,23710,4.569573051,4.633541477,3.251768166,0.003165941,0.270393444,Bone,MCF7,E2
Bone.15_I,414318,4.569573051,4.633541477,3.251768166,0.003165941,0.270393444,Bone,MCF7,E2
Bone.15_I,631,4.567237701,4.607546269,4.028628866,0.002114086,0.221828018,Bone,MCF7,E2
Bone.15_I,7483,4.566148058,4.595573627,4.653774836,0.001727993,0.195263249,Bone,MCF7,E2
Bone.15_I,116224,4.545110265,4.56315215,5.70403918,0.001446871,0.177121124,Bone,MCF7,E2
Bone.15_I,55848,4.520166453,4.540432073,5.407837495,0.001602523,0.189177703,Bone,MCF7,E2
Bone.15_I,9543,4.517316654,4.53144329,6.207102518,0.001421004,0.177121124,Bone,MCF7,E2
Bone.15_I,79029,4.509747866,4.56315215,3.483266074,0.003058246,0.269097082,Bone,MCF7,E2
Bone.15_I,84465,4.464855212,4.51068473,3.6965905,0.002974402,0.266426573,Bone,MCF7,E2
Bone.15_I,10202,4.458418348,4.56315215,2.522098913,0.007641723,0.456142972,Bone,MCF7,E2
Bone.15_I,100132116,4.439418054,4.733077151,1.612952619,0.040300742,0.712491653,Bone,MCF7,E2
Bone.15_I,59,4.439418054,4.733077151,1.612952619,0.040300742,0.712491653,Bone,MCF7,E2
Bone.15_I,554203,4.433941057,4.452969232,5.428314298,0.001900778,0.205312,Bone,MCF7,E2
Bone.15_I,10609,4.422851285,4.447674932,4.832352836,0.002194962,0.223916562,Bone,MCF7,E2
Bone.15_I,170082,4.422851285,4.447674932,4.832352836,0.002194962,0.223916562,Bone,MCF7,E2
Bone.15_I,26353,4.390964165,4.470042745,2.823503483,0.006195721,0.409978095,Bone,MCF7,E2
Bone.15_I,5317,4.379008879,4.411149056,4.254962754,0.002807704,0.254599804,Bone,MCF7,E2
Bone.15_I,83468,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone,MCF7,E2
Bone.15_I,105373985,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone,MCF7,E2
Bone.15_I,79541,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone,MCF7,E2
Bone.15_I,83478,4.359894495,4.38912275,4.419613555,0.002769582,0.25428223,Bone,MCF7,E2
Bone.15_I,201625,4.343707361,4.370507072,4.57538854,0.002737044,0.25428223,Bone,MCF7,E2
Bone.15_I,2274,4.335454517,4.347423459,6.310070305,0.002039842,0.217139718,Bone,MCF7,E2
Bone.15_I,154075,4.316383827,4.470042745,2.058437574,0.019189964,0.60340442,Bone,MCF7,E2
Bone.15_I,3767,4.295197242,4.340759728,3.553755536,0.004403829,0.311020418,Bone,MCF7,E2
Bone.15_I,26231,4.287069576,4.411149056,2.248431958,0.014782732,0.594355205,Bone,MCF7,E2
Bone.15_I,284486,4.264597043,4.300117744,3.950302622,0.003903401,0.295149376,Bone,MCF7,E2
Bone.15_I,8820,4.264597043,4.300117744,3.950302622,0.003903401,0.295149376,Bone,MCF7,E2
Bone.15_I,93034,4.251174418,4.340759728,2.583641681,0.010140652,0.51857414,Bone,MCF7,E2
Bone.15_I,93164,4.208286291,4.226117162,5.266362321,0.003077489,0.269097082,Bone,MCF7,E2
Bone.15_I,84791,4.133553593,4.14811465,5.60711355,0.003378824,0.282016628,Bone,MCF7,E2
Bone.15_I,100499467,4.132106503,4.14811465,5.399640602,0.003501008,0.285725443,Bone,MCF7,E2
Bone.15_I,285671,4.123568484,4.14811465,4.498438182,0.004296188,0.306364114,Bone,MCF7,E2
Bone.15_I,144699,4.119155416,4.14811465,4.177489863,0.00476026,0.332991519,Bone,MCF7,E2
Bone.15_I,130367,4.102895417,4.14811465,3.407998315,0.0068216,0.424615696,Bone,MCF7,E2
Bone.15_I,114905,4.102895417,4.14811465,3.407998315,0.0068216,0.424615696,Bone,MCF7,E2
Bone.15_I,29760,4.095511164,4.14811465,3.177643674,0.007959745,0.456142972,Bone,MCF7,E2
