genes,logFC,logCPM,PValue,FDR
3215,7.859262854,5.300539588,5.38E-05,0.204747256
401612,7.112148399,4.377822954,0.000213021,0.216056836
100302182,6.652972391,3.815926975,0.000722027,0.292533267
140885,6.620254463,4.690539976,0.000154009,0.208271171
921,6.265129424,6.284348825,0.000100935,0.204747256
6578,6.05743933,3.485875797,0.002097542,0.333992672
9024,6.04929816,5.047985628,0.000466507,0.292533267
11019,5.91520568,4.020824181,0.000673569,0.292533267
972,5.91520568,4.020824181,0.000673569,0.292533267
7352,5.860668363,2.975465474,0.011917968,0.519311212
400658,5.860668363,2.975465474,0.011917968,0.519311212
93589,5.752248145,3.58217506,0.002097542,0.333992672
390748,5.722694476,3.846909802,0.001132719,0.292533267
100506314,5.534068907,5.601980621,0.000279176,0.226523307
103611081,5.514376546,4.164381189,0.000673569,0.292533267
55504,5.500480533,3.672077501,0.002097542,0.333992672
441234,5.500480533,3.672077501,0.002097542,0.333992672
4135,5.473101331,3.098548755,0.011917968,0.519311212
100134368,5.446255095,2.760604196,0.030341342,0.606378447
2192,5.446255095,2.760604196,0.030341342,0.606378447
100506071,5.412121856,3.963407985,0.001132719,0.292533267
3679,5.321865341,4.000069589,0.001132719,0.292533267
2747,5.152247535,4.763288195,0.001153693,0.292533267
28958,4.949356369,4.856064243,0.001153693,0.292533267
340554,4.916142534,3.316099813,0.010165326,0.519311212
51760,4.908947551,5.083728375,0.002024188,0.333992672
101929141,4.90255213,3.78624024,0.002841241,0.365620603
91419,4.898037364,2.959056182,0.030341342,0.606378447
257144,4.836866826,3.670555475,0.003967621,0.417479323
650655,4.830506884,4.465986575,0.002623372,0.365166615
286480,4.805022236,3.365526567,0.010165326,0.519311212
399948,4.786315978,3.981461537,0.007138054,0.517126542
100294362,4.760501551,6.683560017,0.000928194,0.292533267
23114,4.753496878,3.019403127,0.030341342,0.606378447
51054,4.753496878,3.019403127,0.030341342,0.606378447
100189168,4.753496878,3.019403127,0.030341342,0.606378447
197187,4.753496878,3.019403127,0.030341342,0.606378447
10874,4.753496878,3.019403127,0.030341342,0.606378447
9627,4.701852036,3.413241193,0.010165326,0.519311212
143879,4.693513005,4.290810806,0.004013235,0.417479323
196294,4.684000099,4.419876588,0.003222855,0.373574878
54587,4.671709213,3.750305239,0.014317937,0.537740206
8790,4.650671998,6.434912945,0.001291367,0.308181013
145483,4.568943993,6.156345111,0.001919619,0.333992672
8552,4.541640819,5.265719545,0.002024188,0.333992672
5333,4.5153134,3.503973553,0.00873359,0.519311212
8644,4.490961663,2.920882936,0.048177131,0.677950587
783,4.449771543,4.664605262,0.005913299,0.505686508
100885776,4.449771543,4.664605262,0.005913299,0.505686508
729092,4.436241551,3.164007522,0.024616561,0.606378447
80024,4.387832042,5.727333569,0.002236943,0.336121407
25806,4.343443755,4.479189466,0.009503236,0.519311212
27238,4.292810535,6.580655095,0.002064053,0.333992672
80149,4.267001229,5.965408463,0.003010204,0.370072651
92104,4.258174717,5.794469446,0.003864759,0.417479323
101927181,4.254460185,4.774525739,0.005913299,0.505686508
65072,4.216025422,4.552199902,0.009503236,0.519311212
100189298,4.201977979,3.669195213,0.029977458,0.606378447
401647,4.201977979,3.669195213,0.029977458,0.606378447
79663,4.200240596,5.642134606,0.00486484,0.469920347
340390,4.152997164,4.029172611,0.012842563,0.519311212
2180,4.121229812,4.341954486,0.016518134,0.558450574
65018,4.098953057,4.621275522,0.009503236,0.519311212
64410,4.098953057,4.621275522,0.009503236,0.519311212
142940,4.075303885,7.287194386,0.002700271,0.365166615
2055,4.037731571,5.237304418,0.006113801,0.505686508
348793,4.035046396,4.39348639,0.01517558,0.537740206
80315,4.028564793,7.408083277,0.003189026,0.373574878
101928085,4.009600462,3.590570595,0.046588422,0.677108805
1058,4.006042423,5.560778861,0.006502516,0.511818726
259173,3.950105998,4.149505507,0.012842563,0.519311212
124923,3.948512769,7.533651569,0.003620793,0.408043208
2627,3.944700587,3.816561022,0.029977458,0.606378447
147686,3.891799923,5.993252616,0.005858739,0.505686508
22888,3.87523428,3.668567898,0.046588422,0.677108805
10349,3.831443738,3.884655897,0.026191573,0.606378447
10216,3.816674523,5.038942806,0.010630733,0.519311212
8034,3.809066686,5.269129462,0.012690156,0.519311212
54981,3.803656402,4.536883161,0.01517558,0.537740206
55142,3.798069929,5.683654141,0.010116919,0.519311212
56851,3.795979435,6.523317795,0.006204386,0.505686508
56125,3.790634744,3.909660692,0.026191573,0.606378447
8846,3.740263169,5.52189442,0.008934112,0.519311212
79712,3.737947652,5.088917016,0.010630733,0.519311212
161823,3.731026906,4.286075103,0.028891018,0.606378447
105379282,3.72643443,3.949491466,0.026191573,0.606378447
8997,3.72643443,3.949491466,0.026191573,0.606378447
755,3.699899559,5.546987229,0.008934112,0.519311212
5190,3.690937884,4.311778664,0.028891018,0.606378447
730102,3.687752815,5.121134628,0.010630733,0.519311212
55765,3.672625107,5.355191799,0.01204186,0.519311212
1540,3.665638711,6.121971132,0.008606879,0.519311212
10810,3.660634572,5.571542666,0.013178766,0.519311212
29063,3.650896703,5.77304627,0.010116919,0.519311212
1294,3.632818698,4.349420499,0.028891018,0.606378447
84233,3.629868871,5.382543794,0.01204186,0.519311212
64800,3.628552572,4.011358781,0.026191573,0.606378447
767,3.610591442,7.015668467,0.008256381,0.519311212
53820,3.592316832,5.183124932,0.0177056,0.583996915
388743,3.589582797,8.135989479,0.007065802,0.517126542
27304,3.58517208,5.619126696,0.013178766,0.519311212
338799,3.582582278,5.815175249,0.009699728,0.519311212
10671,3.580427469,5.999221381,0.011131114,0.519311212
80307,3.553256789,7.379481691,0.008317418,0.519311212
644873,3.552180426,6.787515351,0.009110483,0.519311212
10230,3.545436448,4.971550113,0.016669671,0.558916168
100616469,3.540871829,4.409864327,0.026145302,0.606378447
100526694,3.52572093,4.255369857,0.039731719,0.659649087
84549,3.460055424,6.834440532,0.011647728,0.519311212
92935,3.446734612,5.037709286,0.027364629,0.606378447
8692,3.433252298,5.510516833,0.01846508,0.591490264
440585,3.429176187,4.783307435,0.025885906,0.606378447
8575,3.416911723,6.098828124,0.014890838,0.537740206
81559,3.401949376,4.801857288,0.025885906,0.606378447
25992,3.401949376,4.801857288,0.025885906,0.606378447
79095,3.399805627,5.069515613,0.027364629,0.606378447
120526,3.388220805,5.200806498,0.021192272,0.606378447
57143,3.361541564,5.55803425,0.01846508,0.591490264
22944,3.350680389,6.615653972,0.013440394,0.519311212
100874039,3.337703326,5.969206815,0.019502847,0.599417039
57419,3.329994693,6.627268042,0.013440394,0.519311212
9252,3.298058845,6.339461981,0.015549974,0.537740206
55016,3.298058845,6.339461981,0.015549974,0.537740206
29093,3.298058845,6.339461981,0.015549974,0.537740206
4528,3.268818494,7.689346276,0.012972435,0.519311212
91120,3.257702195,5.831075168,0.019045311,0.599417039
10953,3.255624098,6.021804221,0.019502847,0.599417039
1819,3.229270268,6.038787106,0.019502847,0.599417039
11070,3.226011314,5.189156261,0.025623547,0.606378447
55748,3.20961692,7.800905482,0.015389083,0.537740206
6392,3.192430336,5.212592809,0.025623547,0.606378447
54532,3.185663076,8.193570402,0.014885416,0.537740206
137695,3.185647704,5.217338482,0.025623547,0.606378447
5166,3.177591685,4.95766288,0.041803114,0.664731113
2967,3.170159822,6.57201763,0.020434104,0.605117942
23780,3.170159822,6.57201763,0.020434104,0.605117942
693197,3.166391615,4.666567684,0.047090186,0.677108805
4671,3.158319862,4.710303481,0.042941864,0.664731113
401541,3.091208081,5.740762671,0.025200508,0.606378447
56267,3.070920225,5.29820138,0.038425085,0.649544035
83464,3.070920225,5.29820138,0.038425085,0.649544035
339229,3.060437933,4.7420068,0.042941864,0.664731113
23456,3.058180944,5.545748122,0.036084953,0.644919174
8227,3.039332427,6.335639031,0.025674634,0.606378447
100506215,3.035122225,4.760199448,0.042941864,0.664731113
58493,3.014441007,6.942254057,0.025083324,0.606378447
25895,3.010243095,4.77813959,0.042941864,0.664731113
57099,3.010243095,4.77813959,0.042941864,0.664731113
54821,2.943086229,6.04181386,0.03306013,0.618087323
5569,2.939915129,5.845229464,0.034370009,0.633814203
9556,2.920909726,8.748060176,0.023080806,0.606378447
11212,2.919720268,6.057699318,0.03306013,0.618087323
388403,2.909629693,8.355660163,0.022708921,0.606378447
427,2.885365928,6.081108257,0.03306013,0.618087323
132660,2.878707447,7.261192624,0.028966203,0.606378447
8897,2.874642206,7.676678348,0.028365144,0.606378447
51010,2.874093899,6.08880245,0.042273255,0.664731113
5890,2.852588139,6.455727441,0.038400551,0.649544035
56929,2.846005074,6.906164915,0.030252228,0.606378447
7538,2.837418575,6.771972801,0.036888203,0.649544035
8496,2.827910557,7.171375857,0.034077827,0.631295637
839,2.814147495,6.786165059,0.035832011,0.643232159
54741,2.802542677,7.185391761,0.034077827,0.631295637
144983,2.775588773,5.746411149,0.048746368,0.679579141
91147,2.76322286,6.513783722,0.038400551,0.649544035
84142,2.736362759,6.363767012,0.040119501,0.659649087
1048,2.729705598,7.651291859,0.035648167,0.642776057
161394,2.69551387,6.558002883,0.046390713,0.677108805
26608,2.690701036,6.394478533,0.049155761,0.679579141
148362,2.678796481,8.311741564,0.035053724,0.638673093
55421,2.67259913,7.944258114,0.037978622,0.649544035
3099,2.657689864,7.589685373,0.040794354,0.659649087
8233,2.638768041,6.595207772,0.046390713,0.677108805
115548,2.630840673,6.600415476,0.046390713,0.677108805
55268,2.614279045,8.050427251,0.040811418,0.659649087
56474,2.600825584,7.618777882,0.045471573,0.677108805
26469,2.564504144,7.536828446,0.046943412,0.677108805
71,-2.518137314,10.8641458,0.045852694,0.677108805
6137,-2.637815559,9.890191389,0.043304373,0.664731113
821,-2.732185128,9.794341868,0.03984489,0.659649087
23521,-2.82092846,10.08082867,0.031359163,0.608727868
10399,-2.828583545,9.674652993,0.035105768,0.638673093
6224,-2.87080688,8.596286684,0.048227218,0.677950587
2186,-2.890381675,10.09821562,0.028737226,0.606378447
54014,-2.93747151,9.245904118,0.034636964,0.635846885
1345,-2.974874024,8.912433203,0.037876442,0.649544035
10376,-2.992741975,9.291546229,0.031053521,0.608619011
25836,-3.000130769,8.422750968,0.048293744,0.677950587
5573,-3.006775305,9.303146205,0.030323201,0.606378447
10992,-3.026629209,8.444824815,0.046173126,0.677108805
