genes,logFC
100505736,5.200965974
100129792,5.186802186
105378101,5.17128486
5329,5.115333159
5596,5.083322278
219858,5.041780586
8404,5.014230343
9635,4.991579725
373856,4.991579725
138649,4.95938274
2644,4.914786283
339883,4.881037693
135250,4.8793585
100287284,4.851270923
114088,4.851270923
285962,4.851270923
81617,4.848918372
2184,4.848918372
3820,4.79364559
128229,4.779386498
105377650,4.753973332
10668,4.71674824
100189062,4.715325922
574407,4.70063298
93611,4.700616352
90632,4.700508585
84134,4.607600384
101927286,4.578140715
100189086,4.578140715
54769,4.578140715
8632,4.570643602
23710,4.569573051
414318,4.569573051
631,4.567237701
7483,4.566148058
116224,4.545110265
55848,4.520166453
9543,4.517316654
79029,4.509747866
84465,4.464855212
10202,4.458418348
100132116,4.439418054
59,4.439418054
554203,4.433941057
10609,4.422851285
170082,4.422851285
26353,4.390964165
5317,4.379008879
83468,4.361401938
105373985,4.361401938
79541,4.361401938
83478,4.359894495
201625,4.343707361
2274,4.335454517
154075,4.316383827
3767,4.295197242
26231,4.287069576
284486,4.264597043
8820,4.264597043
93034,4.251174418
93164,4.208286291
84791,4.133553593
100499467,4.132106503
285671,4.123568484
144699,4.119155416
130367,4.102895417
114905,4.102895417
29760,4.095511164
51233,4.095511164
57214,4.073395066
5653,4.069996015
284541,4.044979338
647946,4.044979338
101926889,4.044979338
100189268,4.044979338
100874300,4.044979338
3397,4.027370325
284408,4.020367536
374659,3.999019127
2152,3.99636989
101928363,3.99636989
100996437,3.996158779
57644,3.991349358
100874366,3.984251156
51265,3.981826729
101928834,3.94314964
79973,3.94314964
103021295,3.899804425
246181,3.890683168
26230,3.878036221
319085,3.867093878
8495,3.858830092
105370579,3.833117077
100507002,3.833117077
101954266,3.822077002
389072,3.813556606
9501,3.784573559
3859,3.78322245
138241,3.777757759
554236,3.768711341
80162,3.726047378
51540,3.724433289
57150,3.724337405
2257,3.710289851
9752,3.709280481
93129,3.707259817
387640,3.70704066
101929196,3.70704066
391267,3.692008559
90693,3.679821743
80035,3.661265862
100507316,3.660379326
23251,3.656557005
285352,3.656557005
5698,3.656557005
93655,3.656557005
27257,3.651508098
9479,3.636301149
317671,3.618566452
10622,3.576834912
7851,3.568985116
79001,3.552778735
200765,3.551631574
828,3.537382689
100505811,3.537382689
80072,3.512148926
55024,3.512148926
84436,3.5018881
79689,3.488639639
169270,3.475834507
57713,3.468077502
653145,3.468077502
23464,3.468077502
3364,3.453862131
220042,3.43908036
118881,3.431830822
84953,3.431830822
100506123,3.428782449
54947,3.420526784
8847,3.404495598
54491,3.400882547
5316,3.399348087
55020,3.395782223
10349,3.390703623
9108,3.382124507
163404,3.380610919
27127,3.375167173
389170,3.364559413
125893,3.360115172
399815,3.350836926
105370941,3.350836926
80320,3.350836926
101929125,3.350836926
353219,3.346808336
65989,3.346808336
8707,3.34350995
634,3.34350995
51104,3.342776697
80031,3.318981669
26796,3.318981669
132671,3.318981669
64077,3.318483269
60386,3.315541509
54102,3.311704547
3110,3.311704547
163786,3.308479034
100775107,3.308479034
5021,3.299395739
8611,3.299395739
374470,3.297598302
286499,3.297598302
128240,3.288810956
55090,3.283198097
64147,3.279611457
57103,3.272090017
283652,3.270397055
136332,3.266518851
6940,3.263216501
5465,3.250916343
105378176,3.250781134
29074,3.247218708
10398,3.246142625
54962,3.231091166
819,3.221809193
8877,3.221045653
55277,3.21276998
550631,3.208929124
255252,3.206181263
10651,3.205343297
102723390,3.1999854
65996,3.196350637
56624,3.193487745
81932,3.18200661
115677,3.178259332
55508,3.175493447
65258,3.158606819
115825,3.142518952
51282,3.133068368
7753,3.131408664
7621,3.126679845
23475,3.123145988
92,3.119960802
1742,3.118298807
153478,3.118216831
26471,3.110862671
10439,3.067738935
84288,3.063482655
2888,3.063482655
203069,3.063482655
123720,3.055356553
1676,3.051847945
23426,3.051847945
10172,3.04311201
203228,3.04311201
57613,3.028743829
