genes,logFC
339479,-3.784795802
7052,-3.800826749
420,-3.861823872
140711,-3.872192281
84278,-3.872192281
1796,-3.88191836
649,-3.894132797
100288122,-3.937037494
102467147,-3.937037494
2302,-3.943686696
11135,-3.978703001
10622,-3.99909303
9196,-4.02115275
54809,-4.04112847
8325,-4.058589049
387914,-4.058589049
9353,-4.094670348
642515,-4.094670348
29933,-4.116350688
8372,-4.1843463
79740,-4.231339246
79747,-4.28768182
2912,-4.295106553
5947,-4.356174239
101927245,-4.435165088
5079,-4.471062364
103689846,-4.525248252
100302170,-4.525248252
80110,-4.548139376
100169959,-4.626702479
29909,-4.631210706
116372,-4.654801418
7851,-4.670221698
55008,-4.682991351
753,-4.721589375
132430,-4.767816317
80183,-4.769296308
151126,-4.813516171
3433,-4.824360662
219578,-4.856420868
10125,-5.169188321
57575,-5.181125497
10561,-5.183463538
7450,-5.265901372
23213,-5.353617576
345557,-5.754874081
2977,-6.175097421
2201,-6.273358032
7503,-9.328880651
113746,7.34603354
440028,6.542158816
100131454,6.353810394
2099,6.261711645
100874179,5.784938456
54033,5.610706833
100134444,5.598706876
284418,5.522272134
440050,5.336773629
3514,5.336773629
102465133,5.327181284
402160,5.321868845
10090,5.200895987
103504733,5.153114594
56548,5.152403347
102723989,5.03345423
100506622,5.016495698
100423012,5.016495698
2027,5.016495698
693228,5.016495698
5157,5.016495698
103504739,4.972153865
143666,4.960835596
101929310,4.960348844
101928448,4.960348844
729652,4.938413319
84569,4.843642673
123745,4.786777933
102465433,4.765257944
8909,4.738743479
54,4.738743479
645784,4.738743479
105376667,4.658800293
9001,4.621736505
120863,4.620372304
6857,4.617312435
23101,4.604204284
54660,4.604204284
105371591,4.474551668
101929234,4.43476709
388335,4.425257931
91179,4.397337982
151477,4.379827283
101927269,4.379827283
388559,4.363125784
594840,4.34336299
100533997,4.325540778
129303,4.281346764
100507388,4.227872484
7058,4.203652567
102723886,4.18691809
81575,4.1523072
138065,4.090989295
118672,4.072722814
100616434,4.03581798
7431,4.024718324
613227,4.024718324
101930071,4.024718324
3553,4.024718324
105375105,4.024718324
105375383,4.024718324
3142,4.00874339
100507057,3.995831657
387911,3.990070806
128864,3.94171932
286042,3.94171932
51276,3.941040917
1641,3.921523797
677849,3.916244413
6876,3.878644922
93653,3.876947079
388574,3.850022677
121952,3.83843542
286097,3.816538286
497258,3.815902537
101927084,3.814212616
100874093,3.814212616
101928208,3.775211367
84329,3.768703598
51435,3.729469294
9658,3.725444554
6911,3.693440347
729614,3.652045107
374864,3.65165436
6446,3.65165436
80119,3.644574369
644096,3.644574369
101927746,3.623575982
79746,3.621441389
101929196,3.621441389
114112,3.605571192
338427,3.597672982
100874039,3.588241952
693140,3.582628955
100534611,3.576136149
104355295,3.536780153
101927455,3.536780153
406997,3.507863929
100500873,3.507863929
100528031,3.495394022
7771,3.455009835
100996579,3.452028401
84695,3.436606566
100616288,3.429973845
79469,3.413620479
63914,3.413620479
5055,3.402190755
129881,3.39435777
136051,3.376879212
8869,3.368534459
340017,3.365034475
171391,3.339329267
2135,3.283907828
400242,3.279092816
10978,3.271111458
101927659,3.271111458
4069,3.267141068
100272216,3.259951183
256126,3.255310054
57523,3.248435481
100169851,3.245930682
345193,3.245930682
10912,3.245930682
65260,3.235569023
134429,3.232001438
101928445,3.227411948
339005,3.217611259
5606,3.212812238
123283,3.210072316
101927027,3.210072316
283174,3.204774952
100288798,3.19883952
114757,3.18202177
100505894,3.175796854
171220,3.165677452
57161,3.165677452
2274,3.165677452
285958,3.165677452
254773,3.165544548
51166,3.15381275
199745,3.137918128
1950,3.127718425
11155,3.122662099
54805,3.122662099
162494,3.118023383
220136,3.104396868
2570,3.10164596
2057,3.098719756
1675,3.094661228
115560,3.07879844
2705,3.077796636
56673,3.075086565
9540,3.075086565
54951,3.072753708
441234,3.064591229
100500847,3.060531899
51333,3.054569761
101927124,3.040450616
9124,3.02446252
100293704,3.016610148
51175,3.015308868
10788,3.007568088
148229,3.006490183
10324,2.988072701
200916,2.986032097
9060,2.967228713
3222,2.96519839
816,2.962531682
27115,2.953196601
56652,2.935251833
284498,2.915919934
195827,2.909591456
347517,2.903194784
100335030,2.897610602
57128,2.876590308
105373988,2.868280941
100505854,2.867828493
10454,2.863449809
360132,2.851873698
51149,2.847118868
132160,2.837251615
57451,2.837251615
3556,2.831197869
163183,2.818351328
4151,2.809940277
6097,2.804639217
8460,2.798049231
1902,2.798049231
11191,2.790639868
10438,2.776666958
6506,2.767708297
10120,2.765708018
3110,2.756997388
79684,2.74661006
23753,2.738226485
2644,2.708168085
105373226,2.70756897
90853,2.686792152
90480,2.682512003
4832,2.679558921
441250,2.673515634
64386,2.663379574
144501,-2.749984856
1964,-2.891242759
1793,-2.91827251
100169764,-2.963945067
100169765,-2.968825723
100169768,-2.980682603
100169766,-2.982463385
51125,-2.984684073
100169767,-2.98904536
92558,-2.997734349
23152,-3.029223017
26996,-3.079232921
50808,-3.108307508
283349,-3.116659989
9619,-3.116659989
9716,-3.124280858
9693,-3.141431154
23593,-3.141431154
401474,-3.142413208
100169763,-3.153937175
100169761,-3.162856371
100169762,-3.16386043
9673,-3.165784166
8863,-3.189732909
374354,-3.189732909
9725,-3.193090226
514,-3.194610255
58986,-3.205480689
776,-3.205480689
826,-3.210853887
3832,-3.213290585
677800,-3.218209037
1525,-3.22994005
84458,-3.236469761
22862,-3.241366212
3855,-3.244114128
24137,-3.259282409
387893,-3.294578073
677830,-3.3256327
1054,-3.332820064
64327,-3.409604379
10189,-3.421750686
9453,-3.43258758
5504,-3.43320292
3735,-3.436542849
55760,-3.44160879
994,-3.461197263
27342,-3.467668093
4052,-3.474110029
9684,-3.474110029
57599,-3.480523328
283989,-3.486908244
79868,-3.488956175
29115,-3.492169634
5686,-3.499593924
10732,-3.499593924
3421,-3.499593924
55680,-3.505895177
10600,-3.512169029
26782,-3.52077315
25829,-3.527053201
116828,-3.549249766
2203,-3.549249766
2982,-3.550153601
9480,-3.561401201
8491,-3.561401201
5899,-3.561401201
2074,-3.567438753
79752,-3.567438753
54795,-3.573451143
26830,-3.58437709
222584,-3.585401272
8031,-3.609008612
4860,-3.609008612
85457,-3.609008612
8897,-3.61527733
10193,-3.620668984
84832,-3.622641908
790,-3.629352829
5518,-3.629832473
29993,-3.632235868
51100,-3.638559287
128,-3.651348176
79980,-3.666390287
677811,-3.670113421
9841,-3.677597743
25930,-3.68141867
58533,-3.68387454
23210,-3.688718806
8940,-3.694247354
222171,-3.710707008
9166,-3.710707008
574029,-3.721262742
5580,-3.721576702
10365,-3.725774056
7011,-3.736653053
5476,-3.748397952
55040,-3.753702881
83892,-3.779938811
100189032,-3.785129225
890,-3.785129225
116983,-3.790301033
90411,-3.790301033
9444,-3.795454367
8780,-3.805706139
9282,-3.808015672
58505,-3.810804835
1627,-3.815885575
54778,-3.82599369
647024,-3.836031476
116841,-3.841024299
23581,-3.845999904
7103,-3.865732477
83695,-3.885198794
9833,-3.885198794
3927,-3.8906993
8314,-3.904405944
4238,-3.904405944
105373132,-3.923360739
2539,-3.932745558
100996724,-3.966744165
79867,-3.969686005
6741,-3.974237757
83666,-3.975652247
100151684,-3.978775194
3839,-3.996783566
54843,-3.998578834
5290,-4.007925707
4780,-4.023381535
5217,-4.049497998
7408,-4.053805145
5709,-4.066649965
140699,-4.078467651
93035,-4.092001529
25941,-4.096183814
58475,-4.121026071
7072,-4.128161256
23335,-4.141406106
23300,-4.161502251
5585,-4.161502251
51699,-4.20475245
22998,-4.20475245
103504728,-4.252077939
26958,-4.286071413
5167,-4.302103371
644,-4.302103371
56893,-4.323665819
91010,-4.328412434
91137,-4.372759227
23242,-4.386484447
2201,-4.393298399
23160,-4.40008032
5980,-4.436821507
8566,-4.494995538
401024,-4.498159663
5074,-4.586209787
2117,-4.609143211
84669,-4.645269985
4298,-4.648121421
729920,-4.7028462
4952,-4.731144648
64943,-4.78912863
10016,-4.884212574
54537,-5.100469642
1948,-5.326420474
11016,-5.488047068
10551,-5.958976112
284266,6.535954105
90632,6.384273796
100033433,6.214752174
2567,6.055315421
57418,5.8147138
2114,5.647631424
81575,5.557023593
100033420,5.497468365
85320,5.415160916
399670,5.405498164
574444,5.356272496
65987,5.218377519
692091,5.218377519
692235,5.18689271
80168,5.164145882
102724428,5.164145882
406886,5.164145882
122042,5.14294807
105370828,5.14294807
640,5.14294807
27295,5.131646639
282973,5.124622647
102466985,4.97843496
729085,4.942444457
100505989,4.942444457
101928012,4.891045018
102724552,4.821746139
11144,4.821746139
136263,4.821746139
50831,4.805751865
685,4.779205233
257203,4.726203029
5570,4.710190767
153572,4.66532299
9526,4.648305129
440925,4.629619525
6473,4.629619525
145258,4.584880047
101929387,4.568193095
149069,4.564436009
252884,4.564436009
1847,4.545129932
100033427,4.47052314
100507240,4.447640673
100132781,4.447640673
100033426,4.432603714
100506755,4.419032447
101928710,4.4079181
100423037,4.359897841
114794,4.359897841
101929138,4.359897841
389813,4.359897841
104472713,4.358283289
100033417,4.338164829
83657,4.295960364
134728,4.295960364
7164,4.278137644
105371937,4.265462489
192134,4.225600993
284009,4.225600993
24142,4.200265903
5697,4.19521152
145837,4.189440133
105376060,4.175267878
606500,4.168286905
100874188,4.156675188
339005,4.152450528
4353,4.145850534
154907,4.145850534
100033418,4.132096515
84525,4.126438742
406985,4.117681669
100191040,4.086291137
57338,4.083834094
284800,4.081959536
3158,4.079552177
8359,4.077302635
8771,4.0724986
100616468,4.052469548
100874530,4.052469548
100033431,4.043531211
55287,4.043531211
100507034,4.041493015
6990,4.013817766
100505795,3.999172776
692053,3.980442295
389333,3.964289692
643355,3.947272187
113457,3.947272187
150094,3.947272187
10734,3.946687984
5304,3.935617323
163183,3.934312128
402569,3.934312128
114609,3.929132894
101928868,3.876408425
7053,3.874009588
728882,3.849881465
29083,3.828761986
387103,3.828761986
220930,3.825371484
132989,3.825371484
64005,3.825371484
100033421,3.824521812
51249,3.796433044
28952,3.788689099
389641,3.756708109
100861548,3.73670035
196472,3.722980174
84319,3.715040361
3265,3.712610703
283248,3.681882975
100134368,3.681882975
202151,3.669913033
80007,3.660134107
5153,3.659240364
100505783,3.659240364
7401,3.659240364
7589,3.648858453
140545,3.641106168
389668,3.637995422
9314,3.636941293
100033419,3.623502292
65072,3.596684336
100506606,3.589226375
100033415,3.580450249
692204,3.562765283
51004,3.523587592
8334,3.494537119
646424,3.492878751
203069,3.490808988
26827,3.479407598
1357,3.472339234
122945,3.46711375
387066,3.46711375
154075,3.46711375
80781,3.46018155
23413,3.459513762
4588,3.443772339
148046,3.436229059
440854,3.436229059
100033429,3.42610835
5424,3.415833812
64743,3.415833812
100113389,3.41274583
55786,3.41274583
135152,3.41274583
105371414,3.400308639
25758,3.397820728
100506963,3.394146915
390637,3.387248212
90557,3.371230659
355,3.365362715
115948,3.360517509
285440,3.360517509
100131205,3.346958053
140711,3.34513918
8382,3.34513918
55502,3.34269559
153396,3.321256884
79159,3.306897613
2624,3.306897613
100506514,3.306897613
8464,3.306897613
79739,3.285595121
441425,3.284219852
26094,3.271368459
161882,3.266106685
1522,3.266106685
10062,3.260328459
29920,3.252858251
10309,3.24621078
400046,3.245412325
6495,3.245412325
51454,3.245412325
117247,3.245412325
347475,3.245412325
100130744,3.244618123
6536,3.230787016
81786,3.198113984
6097,3.193458871
51275,3.17459282
27289,3.168125212
7841,3.16502385
286053,3.16502385
729887,3.158491282
353497,3.158491282
51313,3.153309551
100287559,3.148937245
7569,3.145242045
842,3.140795965
101101776,3.133193446
29914,3.12431568
6810,3.119812708
100132618,3.086736558
53832,3.070390512
158056,3.070390512
414763,3.069402423
3290,3.058511196
27127,3.058511196
100505566,3.058511196
162968,3.05516129
51754,3.045888659
283237,3.042814492
9076,3.024068668
7253,3.024014699
27233,3.023937249
101867536,3.007455878
3038,3.004869748
79006,3.003556591
2822,3.003556591
642658,2.990116481
2310,2.988118192
259307,2.985770668
3459,2.975480223
199221,2.973478033
26765,2.973420173
1880,2.966364669
345757,2.966364669
8353,2.966364669
105369669,2.955108293
5875,2.951066388
5243,2.94696976
54956,2.943971479
7466,2.943971479
388685,2.916315726
341640,2.915048232
136853,2.905575118
83707,2.90086889
441242,2.895099177
347862,2.885727493
154214,2.864805761
100329109,2.851876283
81620,2.844574244
23090,2.819684063
79018,2.813827014
9894,2.806924136
92799,2.806087
5420,2.798248106
51478,2.783413078
57689,2.783413078
692084,2.779592028
55325,2.771005892
283537,2.763206702
89944,2.758540638
9759,2.758540638
5509,2.758540638
3364,2.758540638
25913,2.758540638
132789,2.718017764
347,2.713989694
92255,2.70561728
6083,2.661675172
9926,-2.808801337
7171,-2.899886748
824,-2.911099451
283463,-3.054446912
28996,-3.061861793
92140,-3.06687586
58499,-3.080220659
10114,-3.092351428
284001,-3.094188275
100169760,-3.118001885
23198,-3.12146398
1729,-3.127859264
10657,-3.157047501
92558,-3.177983818
8864,-3.191774453
54583,-3.196060273
9147,-3.252251179
7110,-3.263126659
6311,-3.265352992
2683,-3.268609938
8895,-3.29120498
149041,-3.297692215
9026,-3.30078128
10955,-3.316601863
23060,-3.335360366
4650,-3.341559388
23527,-3.347731888
3856,-3.361864249
7273,-3.381216507
84193,-3.402127244
5523,-3.408046491
2314,-3.418479309
6659,-3.418479309
58478,-3.430045931
84733,-3.441520557
5905,-3.441520557
144132,-3.447223826
54606,-3.447223826
9738,-3.452904638
23361,-3.452904638
55125,-3.460254434
54617,-3.464199592
4784,-3.46981408
55841,-3.471604027
146198,-3.475406803
8971,-3.475406803
23759,-3.480977929
101730217,-3.480977929
10163,-3.499593421
23112,-3.505126723
11338,-3.519384818
6464,-3.530173001
10209,-3.530173001
340481,-3.530173001
23093,-3.551510326
55234,-3.551510326
5594,-3.558396599
4771,-3.562061803
9904,-3.572536668
23306,-3.603512529
4801,-3.613691763
4942,-3.628827202
23284,-3.632135796
6059,-3.633837267
27075,-3.636981112
29766,-3.639499082
2904,-3.643805501
998,-3.648763909
55233,-3.692638999
80003,-3.711718782
146691,-3.730549523
5894,-3.735219053
11201,-3.739873518
10150,-3.74913764
2885,-3.767489305
6389,-3.791002715
51230,-3.799053498
84669,-3.840121661
152137,-3.847299916
2934,-3.855901245
6453,-3.868707844
10867,-3.872951571
285116,-3.888348934
7088,-3.893984959
10273,-3.896547968
11315,-3.898155087
9927,-3.898155087
60559,-3.906459355
9824,-3.908759806
80209,-3.914716097
80856,-3.914716097
56256,-3.947278479
23164,-3.971226848
7094,-3.986974387
23384,-3.99088456
54994,-4.010278018
7756,-4.014125621
57402,-4.015978019
26586,-4.025607243
84248,-4.025607243
4285,-4.031313969
55196,-4.033211205
55197,-4.033211205
9475,-4.033211205
285704,-4.03699821
27042,-4.040775299
26036,-4.040775299
84898,-4.0504681
25923,-4.058016953
79710,-4.063232501
7086,-4.085345483
4680,-4.090238088
5048,-4.099901388
149371,-4.107124636
9110,-4.107124636
10951,-4.114311899
55755,-4.124235961
9690,-4.16017612
5074,-4.17055627
4649,-4.17055627
7474,-4.184281306
51304,-4.204627099
9685,-4.204627099
5829,-4.221365455
6049,-4.257520205
3064,-4.276865637
9882,-4.345658878
53353,-4.350101828
1783,-4.351753156
4957,-4.399602208
23262,-4.411320553
5165,-4.434475503
648,-4.452719856
65005,-4.544278595
10528,-4.552915343
100532731,-4.575254455
10615,-4.585433689
148789,-4.612525709
51018,-4.667306235
85379,-4.68913041
64853,-4.740780411
9885,-4.754990449
4579,-4.762756141
4779,-4.984113957
54768,-4.994831041
10551,-5.360151978
117177,-5.391549966
729920,-5.404799845
94025,-5.818349257
158471,-6.361315658
178,-6.786050744
2099,9.802832037
133,8.625458343
7220,7.667028364
8477,7.626172467
100847035,6.881829922
102723809,6.839575953
9121,6.774602748
931,6.604968959
100500811,6.564724333
285512,6.459049792
115950,6.33990329
407977,6.265311908
219578,6.054360906
8741,6.01346785
440695,5.895182295
100302137,5.860486328
728723,5.757860443
133022,5.682272508
728621,5.644828052
5118,5.624128437
440894,5.557595057
3362,5.370111597
124044,5.287048433
100134934,5.258216187
151009,5.100757199
84133,5.096646765
101927597,5.093955554
10392,4.913274153
387646,4.896893278
284071,4.886409567
81621,4.881622072
100189163,4.854514839
1731,4.824766568
246184,4.791443819
163183,4.787005528
100302111,4.748593677
100422985,4.748593677
100422977,4.748593677
1,4.743379326
116412,4.73170282
285,4.660404011
677835,4.634477563
58476,4.617738363
8711,4.589895112
100189239,4.503812344
57176,4.493520352
79029,4.475654454
90423,4.377730803
389362,4.300809426
83716,4.277189431
101928062,4.246847038
51091,4.21563346
152831,4.202459608
6883,4.166227169
100529145,4.144366652
50628,4.124420276
9227,4.110788741
253039,4.109828448
221946,4.098642798
8896,4.081097983
84885,4.074530876
157,4.060011826
29085,4.057765536
285343,4.003022351
9238,3.99291928
4151,3.98214822
576,3.980633232
2891,3.964254884
55567,3.925418422
5098,3.923481628
1376,3.887660898
55180,3.874789557
1384,3.874317163
266812,3.862984013
378708,3.827043184
340348,3.793184884
105371371,3.777214182
10643,3.777214182
140685,3.746489505
100128055,3.744646365
222255,3.721227526
3693,3.704233377
195828,3.702544912
113235,3.700459757
54885,3.678453677
55922,3.676692553
100526739,3.67337456
23098,3.645222903
79596,3.593440175
27163,3.585708124
29941,3.578903066
388561,3.574756757
94101,3.526048268
23404,3.524684549
4155,3.519896878
493856,3.51768657
84954,3.514049893
2582,3.471980588
28956,3.467021355
27229,3.439580082
7701,3.431473858
81928,3.426778958
65990,3.422720822
171177,3.382405303
25855,3.373990164
311,3.365460678
2330,3.357906735
83692,3.347110354
84926,3.320600193
22898,3.31495139
2517,3.312715966
132720,3.311114751
84826,3.308999654
64762,3.279403018
144811,3.273889791
100133331,3.267392249
222235,3.265942131
57542,3.259243525
114825,3.254229472
10297,3.253962215
25871,3.25097538
56913,3.231216455
5639,3.22862085
57728,3.228591636
750,3.221818565
2678,3.197933454
7351,3.1909889
25924,3.1909889
84061,3.178408605
3459,3.151638556
92181,3.150343946
55175,3.137736064
134145,3.124252081
105376336,3.123917989
5547,3.118419482
203286,3.118419482
124808,3.100046638
22950,3.096739671
84936,3.07900687
83442,3.073984311
25853,3.064924591
54931,3.053439814
6745,3.041139
56910,3.040335443
100996573,3.019822005
23031,3.018896446
10437,3.00414907
55010,3.002885435
7846,2.997008205
2335,2.99327323
283635,2.984462915
4793,2.974610056
27339,2.971114259
8526,2.952563907
9600,2.929157155
3035,2.905285332
100996712,2.893858761
9780,2.870178241
10205,2.867929998
83666,2.861115656
4331,2.818908385
9265,2.802702113
55288,2.792693654
2962,2.769151313
55205,2.754933327
60684,2.752740903
390916,2.749195558
5884,2.74477057
80790,2.740893455
252839,2.73739689
5255,2.72822921
54536,2.718405241
93380,2.712543261
10295,2.707698872
63901,2.705283814
688,2.703645873
22974,2.698310658
79572,2.659017522
23647,2.653700909
23443,2.620954764
4538,-2.613792619
64710,-2.713814027
4536,-2.745160579
26851,-2.810178699
6080,-2.813493224
6249,-2.823513415
6189,-2.831088152
6122,-2.842989223
85495,-2.868312993
6124,-2.870325665
780852,-2.924095392
574040,-2.934246855
22948,-2.994219842
7905,-2.999964962
57522,-3.020070131
1106,-3.02065789
3921,-3.071005204
3192,-3.072643708
811,-3.085672934
5802,-3.102577085
677807,-3.103913067
5872,-3.114480668
595,-3.115162573
473,-3.118137219
4509,-3.120455902
7150,-3.15653823
4179,-3.166436365
7095,-3.207813014
1938,-3.211977379
57402,-3.220727506
57182,-3.234932474
26768,-3.253399664
2803,-3.260508472
440270,-3.2749577
5499,-3.350545725
54431,-3.366036238
780854,-3.386140643
1622,-3.401721915
57674,-3.402135602
9917,-3.432133468
677826,-3.441603198
682,-3.463266274
9097,-3.466967932
9110,-3.478016261
6090,-3.481680315
5226,-3.485335087
26298,-3.488980624
283463,-3.492593262
23015,-3.494427239
652966,-3.503010626
6421,-3.518832691
85456,-3.534359426
1108,-3.565993561
84629,-3.589341788
9517,-3.633954923
1072,-3.642077752
84181,-3.663390588
2195,-3.673760853
26831,-3.687410455
8476,-3.705436579
1822,-3.720938355
10142,-3.730846558
2782,-3.738301987
4781,-3.756817766
4645,-3.799238649
79026,-3.829708328
23524,-3.84735895
79666,-3.848480039
7520,-3.859423485
7803,-3.859423485
23288,-3.859423485
9782,-3.863353417
10236,-3.918649464
1975,-3.930024079
10336,-3.965283539
166,-3.975714407
6142,-4.003583217
54904,-4.074682689
11273,-4.078495519
10765,-4.07954335
8976,-4.097917115
8148,-4.121433979
23054,-4.12843366
1363,-4.13775278
408050,-4.171592934
9276,-4.174438706
7534,-4.19286575
101060684,-4.234985318
5297,-4.254168782
7430,-4.266986441
6431,-4.27921076
11160,-4.330907778
3964,-4.332937618
4519,-4.350302639
10015,-4.382443918
29956,-4.479404081
6125,-4.488732975
11226,-4.49308346
23389,-4.519168035
57535,-4.528940105
3181,-4.532678392
23394,-4.556128705
4853,-4.568391254
283820,-4.572949714
1981,-4.575161373
3178,-4.580038239
3169,-4.606229585
148362,-4.645405455
10956,-4.749372492
6136,-4.798190237
805,-4.810377631
140890,-4.863300624
2029,-4.877277044
23468,-4.978643542
23019,-4.988334828
9898,-4.995400623
55672,-5.129454481
10905,-5.184317497
2058,-5.241625424
55699,-5.321489524
8826,-5.394250405
5310,-5.593844525
677829,-5.626406041
11042,-5.649435537
71,-5.725865786
114599,-5.839051914
26784,-6.822174241
