sample  ,gene,logFC,cell_line,E2_status
Adrenal.3,3683,3.278815375,MCF7,E2
Adrenal.3,10891,3.278815375,MCF7,E2
Adrenal.3,2651,3.167439987,MCF7,E2
Adrenal.3,100132813,3.002649931,MCF7,E2
Adrenal.3,283310,3.011690744,MCF7,E2
Adrenal.3,65217,3.09498593,MCF7,E2
Adrenal.3,56937,-2.611068622,MCF7,E2
Adrenal.3,1824,-2.858542324,MCF7,E2
Adrenal.3,57575,-2.69661588,MCF7,E2
Adrenal.3,677765,-2.738404136,MCF7,E2
Adrenal.3,9302,-2.579155872,MCF7,E2
Adrenal.3,55337,-2.949026865,MCF7,E2
Adrenal.3,677838,-2.557146466,MCF7,E2
Adrenal.3,100506409,3.145492674,MCF7,E2
Adrenal.3,6445,-3.284424929,MCF7,E2
Adrenal.3,100287616,-2.762179832,MCF7,E2
Adrenal.3,26818,-2.533150277,MCF7,E2
Adrenal.3,223075,2.978613514,MCF7,E2
Adrenal.3,677842,-2.509124112,MCF7,E2
Adrenal.3,100169768,-2.522726533,MCF7,E2
Adrenal.3,7366,2.632374125,MCF7,E2
Adrenal.3,64135,-2.592655103,MCF7,E2
Adrenal.3,677780,-2.907353282,MCF7,E2
Adrenal.3,2899,2.558268732,MCF7,E2
Adrenal.3,8997,2.639585213,MCF7,E2
Adrenal.3,57821,3.224608753,MCF7,E2
Adrenal.3,9154,3.224608753,MCF7,E2
Adrenal.3,58476,3.224608753,MCF7,E2
Adrenal.3,55824,3.224608753,MCF7,E2
Adrenal.3,8514,3.196722034,MCF7,E2
Adrenal.3,2042,2.522019844,MCF7,E2
Adrenal.3,4938,-2.620754994,MCF7,E2
Adrenal.3,10409,-2.778518907,MCF7,E2
Adrenal.3,93035,2.597802635,MCF7,E2
Adrenal.3,4886,-2.509289439,MCF7,E2
Adrenal.3,677846,-2.707867483,MCF7,E2
Adrenal.3,100616436,-2.684712478,MCF7,E2
Adrenal.3,9899,3.030449838,MCF7,E2
Adrenal.3,201625,3.030449838,MCF7,E2
Adrenal.3,3274,3.030449838,MCF7,E2
Adrenal.3,23639,3.030449838,MCF7,E2
Adrenal.3,1038,-2.708405444,MCF7,E2
Adrenal.3,7045,-2.771378503,MCF7,E2
Adrenal.3,100151684,-2.50372556,MCF7,E2
Adrenal.3,8001,-2.736778672,MCF7,E2
Adrenal.3,3908,3.168285634,MCF7,E2
Adrenal.3,677778,-2.982926587,MCF7,E2
Adrenal.3,201294,-2.956582123,MCF7,E2
Adrenal.3,3434,-2.49618229,MCF7,E2
Adrenal.3,100126488,-2.470924553,MCF7,E2
Adrenal.3,89927,-2.75650886,MCF7,E2
Adrenal.3,23105,2.981734918,MCF7,E2
Adrenal.3,100874243,2.606624386,MCF7,E2
Adrenal.3,79838,2.897685688,MCF7,E2
Adrenal.3,124274,2.897685688,MCF7,E2
Brain.1,2099,6.270024821,ZR751,ED
Brain.1,10551,-5.950826899,ZR751,ED
Brain.1,1948,-5.318271412,ZR751,ED
Brain.1,729920,-4.694584856,ZR751,ED
Brain.1,5074,-4.577976919,ZR751,ED
Brain.1,11016,-5.480060299,ZR751,ED
Brain.1,129303,4.28964729,ZR751,ED
Brain.1,102723989,5.041719768,ZR751,ED
Brain.1,105371591,4.482830373,ZR751,ED
Brain.1,388559,4.371406557,ZR751,ED
Brain.1,9001,4.630021803,ZR751,ED
Brain.1,101929234,4.443055302,ZR751,ED
Brain.1,81575,4.160604049,ZR751,ED
Brain.1,120863,4.628644736,ZR751,ED
Brain.1,64943,-4.780979762,ZR751,ED
Brain.1,102723886,4.195208021,ZR751,ED
Brain.1,4952,-4.722995805,ZR751,ED
Brain.1,4298,-4.639972616,ZR751,ED
Brain.1,84669,-4.637121182,ZR751,ED
Brain.1,51276,3.949336526,ZR751,ED
Brain.1,2117,-4.600994425,ZR751,ED
Brain.1,7072,-4.119928523,ZR751,ED
Brain.1,151477,4.388097301,ZR751,ED
Brain.1,101927269,4.388097301,ZR751,ED
Brain.1,114112,3.613876274,ZR751,ED
Brain.1,84329,3.777002865,ZR751,ED
Brain.1,401024,-4.490010933,ZR751,ED
Brain.1,8566,-4.48684681,ZR751,ED
Brain.1,118672,4.081008284,ZR751,ED
Brain.1,374864,3.659958674,ZR751,ED
Brain.1,6446,3.659958674,ZR751,ED
Brain.1,54843,-3.990346148,ZR751,ED
Brain.1,5980,-4.428672811,ZR751,ED
Brain.1,10016,-4.876226193,ZR751,ED
Brain.1,23160,-4.391931644,ZR751,ED
Brain.1,2201,-4.385149727,ZR751,ED
Brain.1,23242,-4.378335778,ZR751,ED
Brain.1,387911,3.998344579,ZR751,ED
Brain.1,6876,3.886920763,ZR751,ED
Brain.1,91137,-4.364610567,ZR751,ED
Brain.1,3927,-3.882466656,ZR751,ED
Brain.1,286097,3.824830926,ZR751,ED
Brain.1,6911,3.701734249,ZR751,ED
Brain.1,7771,3.463315672,ZR751,ED
Brain.1,677849,3.924517279,ZR751,ED
Brain.1,56893,-4.315517187,ZR751,ED
Brain.1,5167,-4.293954752,ZR751,ED
Brain.1,644,-4.293954752,ZR751,ED
Brain.1,80119,3.652871464,ZR751,ED
Brain.1,644096,3.652871464,ZR751,ED
Brain.1,9282,-3.799783062,ZR751,ED
Brain.1,8897,-3.607016238,ZR751,ED
Brain.1,26830,-3.576116007,ZR751,ED
Brain.1,2982,-3.541878158,ZR751,ED
Brain.1,91179,4.405596673,ZR751,ED
Brain.1,138065,4.099255829,ZR751,ED
Brain.1,121952,3.846707277,ZR751,ED
Brain.1,57523,3.256743408,ZR751,ED
Brain.1,51699,-4.196603892,ZR751,ED
Brain.1,22998,-4.196603892,ZR751,ED
Brain.1,7011,-3.728420475,ZR751,ED
Brain.1,10365,-3.717541483,ZR751,ED
Brain.1,162494,3.126338614,ZR751,ED
Brain.1,3142,4.017008797,ZR751,ED
Brain.1,93653,3.88521538,ZR751,ED
Brain.1,23300,-4.153353721,ZR751,ED
Brain.1,5585,-4.153353721,ZR751,ED
Brain.1,25930,-3.673186117,ZR751,ED
Brain.1,23335,-4.133257589,ZR751,ED
Brain.1,340017,3.373334749,ZR751,ED
Brain.1,497258,3.824183281,ZR751,ED
Brain.1,9658,3.733726661,ZR751,ED
Brain.1,677811,-3.661880873,ZR751,ED
Brain.1,58475,-4.112877568,ZR751,ED
Brain.1,51100,-3.630326754,ZR751,ED
Brain.1,5606,3.221121251,ZR751,ED
Brain.1,9453,-3.424326551,ZR751,ED
Brain.1,677800,-3.20991509,ZR751,ED
Brain.1,5518,-3.621599945,ZR751,ED
Brain.1,54537,-5.092643188,ZR751,ED
Brain.1,25941,-4.088035328,ZR751,ED
Brain.1,93035,-4.083853046,ZR751,ED
Brain.1,339005,3.22591181,ZR751,ED
Brain.1,136051,3.385175907,ZR751,ED
Brain.1,5709,-4.0585015,ZR751,ED
Brain.1,7408,-4.045656689,ZR751,ED
Brain.1,5217,-4.041349546,ZR751,ED
Brain.1,8869,3.376833675,ZR751,ED
Brain.1,123283,3.218372578,ZR751,ED
Brain.1,101927027,3.218372578,ZR751,ED
Brain.1,729614,3.660333747,ZR751,ED
Brain.1,129881,3.402649182,ZR751,ED
Brain.1,100507388,4.23612878,ZR751,ED
Brain.1,1641,3.929787936,ZR751,ED
Brain.1,54951,3.081061907,ZR751,ED
Brain.1,4780,-4.015233101,ZR751,ED
Brain.1,65260,3.243874381,ZR751,ED
Brain.1,100169762,-3.155564991,ZR751,ED
Brain.1,100169763,-3.145641551,ZR751,ED
Brain.1,10788,3.015881558,ZR751,ED
Brain.1,100169761,-3.154560932,ZR751,ED
Brain.1,5290,-3.999777284,ZR751,ED
Brain.1,3839,-3.988635152,ZR751,ED
Brain.1,25829,-3.518820725,ZR751,ED
Brain.1,2135,3.292203803,ZR751,ED
Brain.1,100534611,3.584404176,ZR751,ED
Brain.1,100151684,-3.970626794,ZR751,ED
Brain.1,6741,-3.96608936,ZR751,ED
Brain.1,79867,-3.961537611,ZR751,ED
Brain.1,283174,3.213074155,ZR751,ED
Brain.1,1950,3.136018123,ZR751,ED
Brain.1,26782,-3.512540677,ZR751,ED
Brain.1,29115,-3.483937176,ZR751,ED
Brain.1,79868,-3.480723718,ZR751,ED
Brain.1,2539,-3.924597192,ZR751,ED
Brain.1,101928208,3.783488991,ZR751,ED
Brain.1,100874039,3.59652249,ZR751,ED
Brain.1,115560,3.087100425,ZR751,ED
Brain.1,104355295,3.545067686,ZR751,ED
Brain.1,101927455,3.545067686,ZR751,ED
Brain.1,5055,3.410479797,ZR751,ED
Brain.1,171391,3.347618968,ZR751,ED
Brain.1,400242,3.287383121,ZR751,ED
Brain.1,171220,3.173968828,ZR751,ED
Brain.1,57161,3.173968828,ZR751,ED
Brain.1,2274,3.173968828,ZR751,ED
Brain.1,285958,3.173968828,ZR751,ED
Brain.1,105373132,-3.915212381,ZR751,ED
Brain.1,8314,-3.896257601,ZR751,ED
Brain.1,4238,-3.896257601,ZR751,ED
Brain.1,2057,3.10702325,ZR751,ED
Brain.1,100169768,-2.972383856,ZR751,ED
Brain.1,22862,-3.23310526,ZR751,ED
Brain.1,3735,-3.428310421,ZR751,ED
Brain.1,5504,-3.424970494,ZR751,ED
Brain.1,58533,-3.675670331,ZR751,ED
Brain.1,199745,3.146213643,ZR751,ED
Brain.1,83695,-3.877050466,ZR751,ED
Brain.1,9833,-3.877050466,ZR751,ED
Brain.1,100288798,3.207137536,ZR751,ED
Brain.1,826,-3.202578543,ZR751,ED
Brain.1,100169767,-2.980746475,ZR751,ED
Brain.1,9725,-3.184814888,ZR751,ED
Brain.1,64327,-3.401371966,ZR751,ED
Brain.1,100169766,-2.9741645,ZR751,ED
Brain.1,7103,-3.857584165,ZR751,ED
Brain.1,23581,-3.837851608,ZR751,ED
Brain.1,116841,-3.832876008,ZR751,ED
Brain.1,103504728,-4.244021831,ZR751,ED
Brain.1,100169765,-2.960526841,ZR751,ED
Brain.1,91010,-4.320426587,ZR751,ED
Brain.1,26958,-4.278085616,ZR751,ED
Brain.1,220136,3.112687619,ZR751,ED
Brain.1,100169764,-2.955646186,ZR751,ED
Brain.1,514,-3.186349323,ZR751,ED
Brain.1,10978,3.279392363,ZR751,ED
Brain.1,101927659,3.279392363,ZR751,ED
Brain.1,100616434,4.044071202,ZR751,ED
Brain.1,51435,3.737730358,ZR751,ED
Brain.1,338427,3.605936941,ZR751,ED
Brain.1,647024,-3.827883188,ZR751,ED
Brain.1,54778,-3.817845411,ZR751,ED
Brain.1,1627,-3.807737305,ZR751,ED
Brain.1,58505,-3.802656569,ZR751,ED
Brain.1,3222,2.973505353,ZR751,ED
Brain.1,10454,2.871758672,ZR751,ED
Brain.1,51166,3.162101747,ZR751,ED
Brain.1,1054,-3.324587696,ZR751,ED
Brain.1,387893,-3.286328576,ZR751,ED
Brain.1,8780,-3.797557877,ZR751,ED
Brain.1,9444,-3.787306114,ZR751,ED
Brain.1,116983,-3.782152785,ZR751,ED
Brain.1,90411,-3.782152785,ZR751,ED
Brain.1,100189032,-3.776980981,ZR751,ED
Brain.1,890,-3.776980981,ZR751,ED
Brain.1,83892,-3.771790571,ZR751,ED
Brain.1,101927746,3.631851689,ZR751,ED
Brain.1,84695,3.444885188,ZR751,ED
Brain.1,677830,-3.317400337,ZR751,ED
Brain.1,51333,3.062869905,ZR751,ED
Brain.1,101928445,3.235704908,ZR751,ED
Brain.1,100505894,3.184090258,ZR751,ED
Brain.1,2705,3.08609084,ZR751,ED
Brain.1,200916,2.994327002,ZR751,ED
Brain.1,9716,-3.116019958,ZR751,ED
Brain.1,51175,3.023611188,ZR751,ED
Brain.1,100505854,2.876131538,ZR751,ED
Brain.1,4151,2.818247322,ZR751,ED
Brain.1,55040,-3.745554664,ZR751,ED
Brain.1,5476,-3.74024974,ZR751,ED
Brain.1,441234,3.072888809,ZR751,ED
Brain.1,9124,3.032760368,ZR751,ED
Brain.1,79684,2.754922484,ZR751,ED
Brain.1,26996,-3.070972042,ZR751,ED
Brain.1,5580,-3.713428513,ZR751,ED
Brain.1,222171,-3.70255883,ZR751,ED
Brain.1,9166,-3.70255883,ZR751,ED
Brain.1,90853,2.695107508,ZR751,ED
Brain.1,24137,-3.251050086,ZR751,ED
Brain.1,3855,-3.235881814,ZR751,ED
Brain.1,23152,-3.020947736,ZR751,ED
Brain.1,10438,2.784972518,ZR751,ED
Brain.1,8940,-3.686099191,ZR751,ED
Brain.1,23210,-3.680570648,ZR751,ED
Brain.1,9841,-3.669449595,ZR751,ED
Brain.1,9060,2.975528221,ZR751,ED
Brain.1,100335030,2.905910513,ZR751,ED
Brain.1,3556,2.839498148,ZR751,ED
Brain.1,57128,2.884892431,ZR751,ED
Brain.1,51149,2.855421135,ZR751,ED
Brain.1,84458,-3.228237453,ZR751,ED
Brain.1,1525,-3.221707746,ZR751,ED
Brain.1,90480,2.690825964,ZR751,ED
Brain.1,144501,-2.74168546,ZR751,ED
Brain.1,92558,-2.98945908,ZR751,ED
Brain.1,3110,2.765307437,ZR751,ED
Brain.1,100293704,3.024897576,ZR751,ED
Brain.1,3832,-3.205058291,ZR751,ED
Brain.1,58986,-3.197248401,ZR751,ED
Brain.1,776,-3.197248401,ZR751,ED
Brain.1,100500847,3.068824196,ZR751,ED
Brain.1,816,2.970824778,ZR751,ED
Brain.1,284498,2.924213393,ZR751,ED
Brain.1,79980,-3.658242149,ZR751,ED
Brain.1,128,-3.643200053,ZR751,ED
Brain.1,148229,3.014786657,ZR751,ED
Brain.1,441250,2.681828988,ZR751,ED
Brain.1,10120,2.774016077,ZR751,ED
Brain.1,51125,-2.976423241,ZR751,ED
Brain.1,1964,-2.882958839,ZR751,ED
Brain.1,8863,-3.18150063,ZR751,ED
Brain.1,374354,-3.18150063,ZR751,ED
Brain.1,360132,2.860173261,ZR751,ED
Brain.1,29993,-3.624087762,ZR751,ED
Brain.1,790,-3.621204727,ZR751,ED
Brain.1,84832,-3.614493812,ZR751,ED
Brain.1,10193,-3.61252089,ZR751,ED
Brain.1,8031,-3.600860529,ZR751,ED
Brain.1,4860,-3.600860529,ZR751,ED
Brain.1,85457,-3.600860529,ZR751,ED
Brain.1,140699,-4.07048212,ZR751,ED
Brain.1,9673,-3.157551904,ZR751,ED
Brain.1,401474,-3.134180962,ZR751,ED
Brain.1,9693,-3.133198908,ZR751,ED
Brain.1,23593,-3.133198908,ZR751,ED
Brain.1,4069,3.275417296,ZR751,ED
Brain.1,114757,3.190299205,ZR751,ED
Brain.1,2570,3.109924471,ZR751,ED
Brain.1,105373226,2.715870945,ZR751,ED
Brain.1,5802,-2.643954392,ZR751,ED
Brain.1,100507057,4.004075282,ZR751,ED
Brain.1,101927084,3.82246174,ZR751,ED
Brain.1,100874093,3.82246174,ZR751,ED
Brain.1,406997,3.516120896,ZR751,ED
Brain.1,100500873,3.516120896,ZR751,ED
Brain.1,100272216,3.268213384,ZR751,ED
Brain.1,256126,3.263572345,ZR751,ED
Brain.1,139231,-2.696056371,ZR751,ED
Brain.1,6097,2.812938409,ZR751,ED
Brain.1,23753,2.746526044,ZR751,ED
Brain.1,84447,2.617513138,ZR751,ED
Brain.1,1793,-2.909997272,ZR751,ED
Brain.1,222584,-3.577253213,ZR751,ED
Brain.1,54795,-3.565303095,ZR751,ED
Brain.1,2074,-3.559290711,ZR751,ED
Brain.1,79752,-3.559290711,ZR751,ED
Brain.1,283349,-3.108427761,ZR751,ED
Brain.1,9619,-3.108427761,ZR751,ED
Brain.1,2030,2.609501607,ZR751,ED
Brain.1,64386,2.671688662,ZR751,ED
Brain.1,100500815,-2.909048076,ZR751,ED
Brain.1,6472,2.582690888,ZR751,ED
Brain.1,50808,-3.100075285,ZR751,ED
Brain.1,5066,2.556777698,ZR751,ED
Brain.1,9480,-3.553253166,ZR751,ED
Brain.1,8491,-3.553253166,ZR751,ED
Brain.1,5899,-3.553253166,ZR751,ED
Brain.1,116828,-3.541101743,ZR751,ED
Brain.1,2203,-3.541101743,ZR751,ED
Brain.1,163183,2.826647405,ZR751,ED
Brain.1,7762,2.749591372,ZR751,ED
Brain.1,4582,2.508995957,ZR751,ED
Brain.1,3281,-2.881776895,ZR751,ED
Brain.1,7414,-2.774388772,ZR751,ED
Brain.1,57666,-2.769531785,ZR751,ED
Brain.1,100009613,2.551774673,ZR751,ED
Brain.1,677770,-2.499910873,ZR751,ED
Brain.1,388,-2.625717452,ZR751,ED
Brain.1,25896,-3.07472374,ZR751,ED
Brain.1,6309,-3.066173252,ZR751,ED
Brain.1,2644,2.716470996,ZR751,ED
Brain.1,6434,-2.709723862,ZR751,ED
Brain.1,574029,-3.713169767,ZR751,ED
Brain.1,56652,2.943542823,ZR751,ED
Brain.1,132160,2.845543405,ZR751,ED
Brain.1,57451,2.845543405,ZR751,ED
Brain.1,11191,2.798932019,ZR751,ED
Brain.1,55096,2.753779567,ZR751,ED
Brain.1,27031,2.563267529,ZR751,ED
Brain.1,56243,-2.630302564,ZR751,ED
Brain.1,8777,-2.871961587,ZR751,ED
Brain.1,4832,2.6878654,ZR751,ED
Brain.1,6506,2.776008911,ZR751,ED
Brain.1,10600,-3.504021044,ZR751,ED
Brain.1,55680,-3.497747199,ZR751,ED
Brain.1,5686,-3.491445952,ZR751,ED
Brain.1,10732,-3.491445952,ZR751,ED
Brain.1,3421,-3.491445952,ZR751,ED
Brain.1,83666,-3.967666863,ZR751,ED
Brain.1,100996724,-3.958758794,ZR751,ED
Brain.1,11155,3.13094484,ZR751,ED
Brain.1,54805,3.13094484,ZR751,ED
Brain.1,10324,2.996356951,ZR751,ED
Brain.1,100506217,2.785152967,ZR751,ED
Brain.1,1479,2.473395274,ZR751,ED
Brain.1,112479,-3.035841045,ZR751,ED
Brain.1,4571,-2.441125173,ZR751,ED
Brain.1,151636,-3.117438661,ZR751,ED
Brain.1,56154,2.546535405,ZR751,ED
Brain.1,57489,-3.0238806,ZR751,ED
Brain.1,11264,2.482270954,ZR751,ED
Brain.1,283989,-3.478760286,ZR751,ED
Brain.1,57599,-3.472375376,ZR751,ED
Brain.1,4052,-3.465962084,ZR751,ED
Brain.1,9684,-3.465962084,ZR751,ED
Brain.1,27342,-3.459520155,ZR751,ED
Brain.1,994,-3.453049332,ZR751,ED
Brain.4,1363,6.117066092,MCF7,E2
Brain.4,347,5.773844547,MCF7,E2
Brain.4,345557,-5.744630048,MCF7,E2
Brain.4,10202,5.761859156,MCF7,E2
Brain.4,23213,-5.343304708,MCF7,E2
Brain.4,10125,-5.158877978,MCF7,E2
Brain.4,5327,5.252518988,MCF7,E2
Brain.4,10409,5.072724129,MCF7,E2
Brain.4,57575,-5.170903535,MCF7,E2
Brain.4,5104,4.953375675,MCF7,E2
Brain.4,10561,-5.173324563,MCF7,E2
Brain.4,753,-4.711298098,MCF7,E2
Brain.4,29909,-4.620891755,MCF7,E2
Brain.4,63928,5.036561834,MCF7,E2
Brain.4,132430,-4.757574113,MCF7,E2
Brain.4,55008,-4.67274937,MCF7,E2
Brain.4,100505967,4.185385966,MCF7,E2
Brain.4,6445,4.680801051,MCF7,E2
Brain.4,27443,4.31763342,MCF7,E2
Brain.4,23639,4.666493624,MCF7,E2
Brain.4,624,4.097847816,MCF7,E2
Brain.4,54809,-4.030809342,MCF7,E2
Brain.4,29933,-4.106073949,MCF7,E2
Brain.4,256764,4.016466722,MCF7,E2
Brain.4,25849,4.194849907,MCF7,E2
Brain.4,5314,4.125222703,MCF7,E2
Brain.4,101929206,4.081961903,MCF7,E2
Brain.4,7052,-3.790543481,MCF7,E2
Brain.4,171019,-3.669766368,MCF7,E2
Brain.4,26834,-3.572841368,MCF7,E2
Brain.4,1836,3.73818262,MCF7,E2
Brain.4,7366,3.633081274,MCF7,E2
Brain.4,223117,-3.614607191,MCF7,E2
Brain.4,57526,4.0822406,MCF7,E2
Brain.4,7078,3.712486749,MCF7,E2
Brain.4,3694,-3.651479833,MCF7,E2
Brain.4,1326,3.523183292,MCF7,E2
Brain.4,3623,3.827613169,MCF7,E2
Brain.4,9383,-3.676357816,MCF7,E2
Brain.4,4286,3.934094002,MCF7,E2
Brain.4,56999,3.773735555,MCF7,E2
Brain.4,90649,3.527510734,MCF7,E2
Brain.4,5655,3.630209231,MCF7,E2
Brain.4,8519,-3.599598024,MCF7,E2
Brain.4,10317,3.854058782,MCF7,E2
Brain.4,339479,-3.774579248,MCF7,E2
Brain.4,3429,-3.384216074,MCF7,E2
Brain.4,4128,3.556011139,MCF7,E2
Brain.4,2515,3.993653219,MCF7,E2
Brain.4,55601,-3.359543793,MCF7,E2
Brain.4,79689,3.819736295,MCF7,E2
Brain.4,347731,-3.620690344,MCF7,E2
Brain.4,57586,3.931082783,MCF7,E2
Brain.4,3437,-3.401656665,MCF7,E2
Brain.4,1290,3.617490591,MCF7,E2
Brain.4,2568,-3.298032796,MCF7,E2
Brain.4,150,3.898749594,MCF7,E2
Brain.4,6781,3.236409638,MCF7,E2
Brain.4,857,-3.221212429,MCF7,E2
Brain.4,83872,-3.164029079,MCF7,E2
Brain.4,12,3.1833486,MCF7,E2
Brain.4,53353,-3.291010984,MCF7,E2
Brain.4,8001,3.126192226,MCF7,E2
Brain.4,6097,3.187148507,MCF7,E2
Brain.4,1636,3.761643299,MCF7,E2
Brain.4,684,-3.176867969,MCF7,E2
Brain.4,339862,3.295818492,MCF7,E2
Brain.4,728378,3.130722937,MCF7,E2
Brain.4,283120,3.044551782,MCF7,E2
Brain.4,7980,3.115333391,MCF7,E2
Brain.4,1289,-3.04581849,MCF7,E2
Brain.4,54739,-3.083792612,MCF7,E2
Brain.4,10690,-3.330521133,MCF7,E2
Brain.4,1462,-3.398761579,MCF7,E2
Brain.4,58499,-3.076520858,MCF7,E2
Brain.4,79633,-3.122550029,MCF7,E2
Brain.4,84675,3.439854298,MCF7,E2
Brain.4,399694,3.530936176,MCF7,E2
Brain.4,3486,3.14028412,MCF7,E2
Brain.4,151354,3.002715523,MCF7,E2
Brain.4,3434,-2.970418973,MCF7,E2
Brain.4,1193,3.369631516,MCF7,E2
Brain.4,55784,3.569622217,MCF7,E2
Brain.4,105221694,-3.510703645,MCF7,E2
Brain.4,152485,-3.339658551,MCF7,E2
Brain.4,1946,-3.339658551,MCF7,E2
Brain.4,4938,-3.026148889,MCF7,E2
Brain.4,7852,3.204232977,MCF7,E2
Brain.4,4600,-3.452015223,MCF7,E2
Brain.4,113230,-3.210181994,MCF7,E2
Brain.4,440905,2.871026051,MCF7,E2
Brain.4,6091,-2.864948482,MCF7,E2
Brain.4,429,3.001443782,MCF7,E2
Brain.4,101928944,-3.411519839,MCF7,E2
Brain.4,342945,-3.411519839,MCF7,E2
Brain.4,10397,2.793596777,MCF7,E2
Brain.4,92370,-3.06722767,MCF7,E2
Brain.4,146177,3.196500724,MCF7,E2
Brain.4,84952,2.949669734,MCF7,E2
Brain.4,2706,3.325082834,MCF7,E2
Brain.4,653149,-2.830201733,MCF7,E2
Brain.4,445582,2.851304711,MCF7,E2
Brain.4,2902,-3.220439944,MCF7,E2
Brain.4,2330,2.799797933,MCF7,E2
Brain.4,105374278,3.141135008,MCF7,E2
Brain.4,57010,3.169241305,MCF7,E2
Brain.4,51129,2.959893006,MCF7,E2
Brain.4,1903,2.846953958,MCF7,E2
Brain.4,220441,3.01484236,MCF7,E2
Brain.4,1345,2.684536419,MCF7,E2
Brain.4,7042,-2.898189367,MCF7,E2
Brain.4,4599,-2.829523338,MCF7,E2
Brain.4,9846,2.883433867,MCF7,E2
Brain.4,80070,3.118758738,MCF7,E2
Brain.4,35,3.299352424,MCF7,E2
Brain.4,948,3.169475609,MCF7,E2
Brain.4,55089,2.857631297,MCF7,E2
Brain.4,3678,2.699080228,MCF7,E2
Brain.4,158471,-2.923792324,MCF7,E2
Brain.4,93556,-2.897669703,MCF7,E2
Brain.4,90102,2.8931692,MCF7,E2
Brain.4,23586,-2.64231213,MCF7,E2
Brain.4,28965,-3.190006712,MCF7,E2
Brain.4,100302175,-3.190006712,MCF7,E2
Brain.4,3868,3.152831004,MCF7,E2
Brain.4,168667,-2.798771664,MCF7,E2
Brain.4,100033819,2.8139633,MCF7,E2
Brain.4,140730,-2.740890205,MCF7,E2
Brain.4,283316,2.923070479,MCF7,E2
Brain.4,1038,-2.671173546,MCF7,E2
Brain.4,23581,2.760583228,MCF7,E2
Brain.4,10100,3.196704727,MCF7,E2
Brain.4,56241,3.196704727,MCF7,E2
Brain.4,3358,3.196704727,MCF7,E2
Brain.4,56924,2.982802557,MCF7,E2
Brain.4,1847,2.787509667,MCF7,E2
Brain.4,5359,-2.578106246,MCF7,E2
Brain.4,10272,-2.832890513,MCF7,E2
Brain.4,4211,-2.661829832,MCF7,E2
Brain.4,83666,-2.539646843,MCF7,E2
Brain.4,100526832,-3.065035102,MCF7,E2
Brain.4,3570,2.835821925,MCF7,E2
Brain.4,653,-2.636271643,MCF7,E2
Brain.4,340267,2.64242979,MCF7,E2
Brain.4,6340,3.018026953,MCF7,E2
Brain.4,79973,3.018026953,MCF7,E2
Brain.4,100506930,2.995032745,MCF7,E2
Brain.4,1288,-2.768942841,MCF7,E2
Brain.4,4680,2.465891468,MCF7,E2
Brain.4,3936,-2.663691425,MCF7,E2
Brain.4,10205,-2.599137054,MCF7,E2
Brain.4,105373990,2.671126001,MCF7,E2
Brain.4,159963,2.762846157,MCF7,E2
Brain.4,286223,2.872288196,MCF7,E2
Brain.4,1475,2.827097731,MCF7,E2
Brain.4,729025,2.652839011,MCF7,E2
Brain.4,81607,2.489513198,MCF7,E2
Brain.4,10244,-2.605055142,MCF7,E2
Brain.4,100134229,2.774579745,MCF7,E2
Brain.4,55024,2.947914763,MCF7,E2
Brain.4,57402,2.447169295,MCF7,E2
Brain.4,54102,2.651671051,MCF7,E2
Brain.4,26049,-2.628857118,MCF7,E2
Brain.4,489,2.427020128,MCF7,E2
Brain.4,8564,2.856556387,MCF7,E2
Adrenal.1,2568,-6.19953887,MCF7,E2
Adrenal.1,1836,5.553057536,MCF7,E2
Adrenal.1,57575,-5.667561588,MCF7,E2
Adrenal.1,4286,5.65652415,MCF7,E2
Adrenal.1,5655,5.291302287,MCF7,E2
Adrenal.1,3694,-5.218694181,MCF7,E2
Adrenal.1,1363,4.991461527,MCF7,E2
Adrenal.1,5104,4.946321717,MCF7,E2
Adrenal.1,1475,4.934088227,MCF7,E2
Adrenal.1,23026,4.663782108,MCF7,E2
Adrenal.1,2201,-4.880852271,MCF7,E2
Adrenal.1,93035,4.476226161,MCF7,E2
Adrenal.1,79935,4.425174084,MCF7,E2
Adrenal.1,29909,-4.314166123,MCF7,E2
Adrenal.1,105373990,4.419748754,MCF7,E2
Adrenal.1,10125,-4.208528695,MCF7,E2
Adrenal.1,273,4.31171219,MCF7,E2
Adrenal.1,150,4.802215706,MCF7,E2
Adrenal.1,1281,-4.187339405,MCF7,E2
Adrenal.1,3899,4.089558094,MCF7,E2
Adrenal.1,3776,-4.328559534,MCF7,E2
Adrenal.1,55504,4.281659363,MCF7,E2
Adrenal.1,10964,-3.981802553,MCF7,E2
Adrenal.1,8556,3.96604063,MCF7,E2
Adrenal.1,11012,3.873895984,MCF7,E2
Adrenal.1,2139,-4.098428043,MCF7,E2
Adrenal.1,1591,-4.079098119,MCF7,E2
Adrenal.1,145978,-3.772955933,MCF7,E2
Adrenal.1,54769,3.779318603,MCF7,E2
Adrenal.1,3698,3.716833238,MCF7,E2
Adrenal.1,56999,3.745058736,MCF7,E2
Adrenal.1,2042,3.630828677,MCF7,E2
Adrenal.1,345557,-3.570642886,MCF7,E2
Adrenal.1,26166,3.532044265,MCF7,E2
Adrenal.1,43849,3.609977727,MCF7,E2
Adrenal.1,146177,3.683689196,MCF7,E2
Adrenal.1,101928932,3.998023201,MCF7,E2
Adrenal.1,753,-3.326801422,MCF7,E2
