"Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol"
"100",4.04639813685486,4.29391455210069,1.76820511208804,0.0222020099477051,0.999961876164531,"ADA"
"100113379",4.71902036907193,4.97198645721333,2.23169007430884,0.00614212078031735,0.999961876164531,"SNORD121A"
"100129503",3.72809175420951,3.97198645721333,1.5866971782619,0.0386494849410259,0.999961876164531,""
"100131434",-4.4999527379694,-4.75593399734987,3.09890660961654,0.038596796893074,0.999961876164531,"LINC00893"
"100169751",-3.05789509482083,-3.07695445141403,4.89189692484129,0.0396909569650555,0.999961876164531,"RNA5S1"
"100169753",-2.99480390580653,-3.01244383683587,4.93024504280007,0.0425464195356245,0.999961876164531,"RNA5S2"
"100169754",-2.99480390580653,-3.01244383683587,4.93024504280007,0.0425464195356245,0.999961876164531,"RNA5S3"
"100169755",-2.99618948706247,-3.01383183234677,4.93137952902297,0.0424521900427886,0.999961876164531,"RNA5S4"
"100169756",-2.99795103168992,-3.015596442961,4.93282196685298,0.042332653184088,0.999961876164531,"RNA5S5"
"100169757",-2.99795103168992,-3.015596442961,4.93282196685298,0.042332653184088,0.999961876164531,"RNA5S6"
"100169758",-2.92120978499055,-2.93780428235485,4.93789646037897,0.0467773088785673,0.999961876164531,"RNA5S7"
"100169759",-2.92384807561729,-2.94044715794531,4.9400507614603,0.0465820883594829,0.999961876164531,"RNA5S8"
"100422830",2.84826647022699,2.87887705282185,3.37589883995203,0.0462625392002595,0.999961876164531,"MIR3171"
"100423032",3.72809175420951,3.97198645721333,1.5866971782619,0.0386494849410259,0.999961876164531,"MIR3121"
"100500828",4.01303765493734,4.14191145865565,2.45346128334694,0.0123840322797349,0.999961876164531,"MIR3619"
"100505715",3.11204992202255,3.19437887854978,2.28939591872738,0.0468624001053947,0.999961876164531,""
"100506286",3.62350254340947,3.70895205137954,2.64842255336371,0.018896407788211,0.999961876164531,"TBC1D8-AS1"
"100507118",-3.57711471463125,-3.64272338690188,3.84926660701278,0.0384791489162007,0.999961876164531,"PRC1-AS1"
"100507341",4.04639813685486,4.29391455210069,1.76820511208804,0.0222020099477051,0.999961876164531,"SMIM18"
"10057",-3.08875637733976,-3.1048291398375,5.13682297692593,0.0349594500380826,0.999961876164531,"ABCC5"
"100616354",4.16423106817705,4.29391455210069,2.57258489275597,0.00922253395382672,0.999961876164531,"MIR550A3"
"10071",3.1334439554531,3.15641102835076,4.09180984810272,0.0252931837859285,0.999961876164531,"MUC12"
"10084",-4.28206749055925,-4.34994163767403,4.43016438559049,0.0126337349708237,0.999961876164531,"PQBP1"
"100847048",3.84412411514896,3.97198645721333,2.3272553576155,0.017072708993806,0.999961876164531,"MIR5690"
"100873986",3.60792976945643,3.67242617535442,3.0143274943625,0.0161395342299667,0.999961876164531,"FGF12-AS1"
"100874195",4.09061407610718,4.21991397065692,2.51385717057769,0.0106547567267464,0.999961876164531,"DIAPH3-AS1"
"100996624",2.92292733319354,2.97198645721333,2.78686615736734,0.0490412559271085,0.999961876164531,"LINC01981"
"101154753",4.82467718485149,5.29391455210069,1.69940172855242,0.0107344051554882,0.999961876164531,"PANDAR"
"10179",-3.7167513639586,-3.78290104495014,3.96297799010981,0.0312467892062264,0.999961876164531,"RBM7"
"101927282",3.76034326337555,3.84645557512947,2.7559132129517,0.0145938159192858,0.999961876164531,"LINC02466"
"101927286",3.84412411514896,3.97198645721333,2.3272553576155,0.017072708993806,0.999961876164531,"LINC02254"
"101927288",3.72809175420951,3.97198645721333,1.5866971782619,0.0386494849410259,0.999961876164531,"MANEA-DT"
