"Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol","sample"
"10913",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"EDAR","Adrenal.22"
"10964",-3.62233931049198,-3.63689244560477,5.14662143373596,0.00939590697201725,0.999954013176133,"IFI44L","Adrenal.22"
"1109",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"AKR1C4","Adrenal.22"
"11122",3.47075633280613,3.49862252505171,4.0833278541324,0.0152799116525322,0.999954013176133,"PTPRT","Adrenal.22"
"1113",3.86124368265994,4.1710478670232,1.55887381457244,0.0425345501582669,0.999954013176133,"CHGA","Adrenal.22"
"112399",-2.98015461316549,-2.99536631562196,4.45223533401679,0.0316740400569373,0.999954013176133,"EGLN3","Adrenal.22"
"11254",-3.51519347759209,-3.51845098830723,7.1593949353391,0.00931816404050521,0.999954013176133,"SLC6A14","Adrenal.22"
"113146",-3.01108924134629,-3.01595064777805,6.07892843109989,0.0252648416403403,0.999954013176133,"AHNAK2","Adrenal.22"
"1137",4.35280691991945,4.66854752649402,1.90509236377082,0.0202335343235205,0.999954013176133,"CHRNA4","Adrenal.22"
"114780",3.43440617312619,3.47590244855163,3.51402391763924,0.0194794775821401,0.999954013176133,"PKD1L2","Adrenal.22"
"114792",3.67682612683533,3.83847252793633,2.07060733319847,0.0322067579849259,0.999954013176133,"KLHL32","Adrenal.22"
"114795",5.12320360108157,5.29303839140182,3.26313881924396,0.00245044515577927,0.999954013176133,"TMEM132B","Adrenal.22"
"114815",5.08380626824607,5.25351002721518,3.22807736872764,0.00264816920789189,0.999954013176133,"SORCS1","Adrenal.22"
"115019",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"SLC26A9","Adrenal.22"
"116154",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"PHACTR3","Adrenal.22"
"116441",4.16613990287089,4.33151253921645,2.44902120957805,0.0144222094765618,0.999954013176133,"TM4SF18","Adrenal.22"
"116835",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"HSPA12B","Adrenal.22"
"117144",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"CATSPER1","Adrenal.22"
"117286",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"CIB3","Adrenal.22"
"1183",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CLCN4","Adrenal.22"
"118788",4.09265897019394,4.40551312066023,1.71742110218437,0.0302707981505645,0.999954013176133,"PIK3AP1","Adrenal.22"
"120",2.99246705368284,3.00324291745526,4.92642241457754,0.0286768024016426,0.999954013176133,"ADD3","Adrenal.22"
"121006",4.28355193555576,4.36898724463512,3.36253761747057,0.00633049780776894,0.999954013176133,"FAM186A","Adrenal.22"
"121601",3.39083830911106,3.49862252505171,2.28838686505211,0.0374632498330189,0.999954013176133,"ANO4","Adrenal.22"
"123041",5.38868838947785,5.55931845673926,3.50218483893674,0.00143955056603636,0.999954013176133,"SLC24A4","Adrenal.22"
"124404",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"SEPTIN12","Adrenal.22"
"126638",4.55986897471769,4.72744121554759,2.77359404585514,0.00716728115168527,0.999954013176133,"RPTN","Adrenal.22"
"126868",4.13193142695372,4.23608896804811,2.97327745255821,0.0100117112038992,0.999954013176133,"MAB21L3","Adrenal.22"
"1280",4.37639464422606,4.54301664441016,2.62032831160565,0.00998351020273955,0.999954013176133,"COL2A1","Adrenal.22"
"1287",-3.01141100639695,-3.01467109555147,6.64760764596315,0.0245191066563803,0.999954013176133,"COL4A5","Adrenal.22"
"129530",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"LYG1","Adrenal.22"
"129607",-4.08231613495633,-4.2383430691145,2.48395500863996,0.0166343522080319,0.999954013176133,"CMPK2","Adrenal.22"
"131034",3.69058700980707,3.7465500384953,3.36155490866733,0.0143444888789741,0.999954013176133,"CPNE4","Adrenal.22"
"131149",3.35973555475847,3.44113703039095,2.59188045658589,0.0326321550982829,0.999954013176133,"OTOL1","Adrenal.22"
"132203",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"SNTN","Adrenal.22"
"136332",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"LRGUK","Adrenal.22"
"1382",-4.23640254498306,-4.25139922193994,5.70959092985935,0.00270439436304329,0.999954013176133,"CRABP2","Adrenal.22"
"1384",4.99821415823053,5.11333236916692,3.6417299783046,0.00202340273637016,0.999954013176133,"CRAT","Adrenal.22"
"138474",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"TAF1L","Adrenal.22"
"138881",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"OR1L8","Adrenal.22"
"1395",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CRHR2","Adrenal.22"
"140803",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"TRPM6","Adrenal.22"
"140876",3.00322626856527,3.0109397239411,5.40796919058486,0.0267791926072194,0.999954013176133,"RIPOR3","Adrenal.22"
"143162",3.55568792457618,3.6381738774505,2.74793923439859,0.0235582832906464,0.999954013176133,"FRMPD2","Adrenal.22"
"144321",3.71860182999278,3.84208378148872,2.407409943122,0.024098946257568,0.999954013176133,"GLIPR1L2","Adrenal.22"
"144501",-3.18970061257369,-3.19199176323331,7.33344984978357,0.0172271182927753,0.999954013176133,"KRT80","Adrenal.22"
"144535",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"CFAP54","Adrenal.22"
"145407",4.16613990287089,4.33151253921645,2.44902120957805,0.0144222094765618,0.999954013176133,"ARMH4","Adrenal.22"
"145978",-2.93209376595112,-2.93631453166484,6.19903618994061,0.0288478342281047,0.999954013176133,"LINC00052","Adrenal.22"
"146177",3.74172875212216,3.78402474391396,3.77951629078175,0.0110851597713959,0.999954013176133,"VWA3A","Adrenal.22"
"146754",3.1042672300036,3.13669636223243,3.527592803955,0.0315395480169219,0.999954013176133,"DNAH2","Adrenal.22"
"147660",4.59845156587038,4.91647503993761,2.09082963456237,0.0135668806728567,0.999954013176133,"ZNF578","Adrenal.22"
"147808",-3.08907281858158,-3.16434248767072,2.48523865080558,0.0498115635759236,0.999954013176133,"ZNF784","Adrenal.22"
"147872",3.29845287228417,3.40551312066023,2.21913137343821,0.0432592715181414,0.999954013176133,"KASH5","Adrenal.22"
"148170",3.86124368265994,4.1710478670232,1.55887381457244,0.0425345501582669,0.999954013176133,"CDC42EP5","Adrenal.22"
"148738",4.0067522445092,4.1710478670232,2.32249403811423,0.0188921681249695,0.999954013176133,"HJV","Adrenal.22"
"150",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"ADRA2A","Adrenal.22"
"152273",3.906382541255,3.99047562138139,3.0377513155613,0.0127534023280258,0.999954013176133,"FGD5","Adrenal.22"
"1536",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"CYBB","Adrenal.22"
"154664",4.52103035431243,4.60714698182988,3.57295635309104,0.00399453564615233,0.999954013176133,"ABCA13","Adrenal.22"
"157273",3.82754306318273,3.99047562138139,2.18392737419582,0.0253513209991,0.999954013176133,"","Adrenal.22"
"158326",4.31996590278013,4.40551312066023,3.39452670493976,0.00590444024775669,0.999954013176133,"FREM1","Adrenal.22"
"160777",4.30965735459519,4.47590244855163,2.56543390218783,0.0112357385478131,0.999954013176133,"CCDC60","Adrenal.22"
"161142",5.10363941402052,5.27340958465288,3.24571373115795,0.00254682905898337,0.999954013176133,"FAM71D","Adrenal.22"
"1612",3.46103606077023,3.54301664441016,2.67199787261771,0.0276172431767338,0.999954013176133,"DAPK1","Adrenal.22"
"166348",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"KBTBD12","Adrenal.22"
"167838",5.0016292528046,5.1710478670232,3.15531274829525,0.00310980356576196,0.999954013176133,"TXLNB","Adrenal.22"
"168507",5.12320360108157,5.29303839140182,3.26313881924396,0.00245044515577927,0.999954013176133,"PKD1L1","Adrenal.22"
"169044",4.08627066934877,4.1710478670232,3.1911050470788,0.00917696725175353,0.999954013176133,"COL22A1","Adrenal.22"
"169792",4.18279501318536,4.24008951145286,3.79242814017475,0.00566449726647659,0.999954013176133,"GLIS3","Adrenal.22"
"1756",3.03029911023543,3.08358502577287,2.81893919337325,0.0444455137151371,0.999954013176133,"DMD","Adrenal.22"
"1769",5.02261648817856,5.19210948255103,3.17384792239554,0.00298521751546066,0.999954013176133,"DNAH8","Adrenal.22"
"1770",5.4047644492065,5.57543812210254,3.51680615208025,0.00139324545132859,0.999954013176133,"DNAH9","Adrenal.22"
"1824",-2.93912161852612,-2.95594333841377,4.27419782316793,0.0348648512755884,0.999954013176133,"DSC2","Adrenal.22"
"1829",-3.01174400553498,-3.01514892781249,6.58597658093007,0.0245701287314245,0.999954013176133,"DSG2","Adrenal.22"
"1836",4.84687730696343,4.85464381860748,7.24437141225544,0.000605991574960415,0.971256775302896,"SLC26A2","Adrenal.22"
"1958",-3.12435176169171,-3.13053977957998,5.8519026886258,0.0209869281799059,0.999954013176133,"EGR1","Adrenal.22"
"199221",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"DZIP1L","Adrenal.22"
"200772",4.62333244651398,4.94156602090044,2.11007810590079,0.0130152860702266,0.999954013176133,"UICLM","Adrenal.22"
"201294",-3.03597474421736,-3.08633997566945,2.92631605621671,0.0438267503708511,0.999954013176133,"UNC13D","Adrenal.22"
"201625",2.95064133737281,2.99047562138139,3.11430269754296,0.0445087244729166,0.999954013176133,"DNAH12","Adrenal.22"
"201853",3.19487244720229,3.2371798262746,3.26404395292968,0.0301305392991166,0.999954013176133,"LINC00504","Adrenal.22"
"202052",3.82165994072443,3.84608571204621,4.60577114396952,0.00735529761043485,0.999954013176133,"DNAJC18","Adrenal.22"
"2078",3.70082578983612,3.78402474391396,2.86632390516865,0.0183591951513343,0.999954013176133,"ERG","Adrenal.22"
"2104",3.35363080268234,3.38126557441355,3.98144451392787,0.0189482174597869,0.999954013176133,"ESRRG","Adrenal.22"
"2213",4.46717242236267,4.78402474391396,1.99057741768589,0.016836401056018,0.999954013176133,"FCGR2B","Adrenal.22"
"221393",-3.4826714654468,-3.56027116400186,2.79303798931018,0.0265298882199261,0.999954013176133,"ADGRF4","Adrenal.22"
"221711",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"SYCP2L","Adrenal.22"
"222256",5.4976312731966,5.66854752649402,3.6015730230135,0.00115227361527033,0.992985505502248,"CDHR3","Adrenal.22"
"222967",3.91109057295693,4.02218448110872,2.6983649862314,0.0158109556649008,0.999954013176133,"RSPH10B","Adrenal.22"
"223075",2.89835420634167,2.92488727975381,3.59708717337529,0.0419306102540119,0.999954013176133,"ITPRID1","Adrenal.22"
"22854",3.72794392586538,3.78402474391396,3.39355556888628,0.0133999045957953,0.999954013176133,"NTNG1","Adrenal.22"
"22861",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"NLRP1","Adrenal.22"
"22989",5.61733168887215,5.94156602090044,2.93470341388817,0.00215126861519416,0.999954013176133,"MYH15","Adrenal.22"
"23105",2.90193219264285,2.94156602090044,3.07545855581003,0.0481550332949988,0.999954013176133,"FSTL4","Adrenal.22"
"23114",4.97372342082446,5.06086494927278,3.98449957451815,0.00160110706690579,0.999954013176133,"NFASC","Adrenal.22"
"2321",4.45707258900148,4.54301664441016,3.51587881466112,0.00452818780870424,0.999954013176133,"FLT1","Adrenal.22"
"23213",-3.35148207988107,-3.35552660848483,6.68519708356396,0.0130690767980946,0.999954013176133,"SULF1","Adrenal.22"
"2324",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"FLT4","Adrenal.22"
"23316",4.23968250985616,4.40551312066023,2.50838988915057,0.0126999307889131,0.999954013176133,"CUX2","Adrenal.22"
"23414",3.30206538683466,3.35660352017928,3.03665082387729,0.0283942271858177,0.999954013176133,"ZFPM2","Adrenal.22"
"23495",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"TNFRSF13B","Adrenal.22"
"2354",-3.16258828744939,-3.2383430691145,2.5413668962458,0.0444603998579693,0.999954013176133,"FOSB","Adrenal.22"
"23639",2.95064133737281,2.99047562138139,3.11430269754296,0.0445087244729166,0.999954013176133,"LRRC6","Adrenal.22"
"24",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"ABCA4","Adrenal.22"
"245972",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"ATP6V0D2","Adrenal.22"
"2537",-2.89614893475964,-2.89757833221428,7.70903554690934,0.0292636108570574,0.999954013176133,"IFI6","Adrenal.22"
"254240",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"BPIFC","Adrenal.22"
"254778",3.21270648090805,3.25351002721518,3.32784000294016,0.0287256505602222,0.999954013176133,"VXN","Adrenal.22"
"255101",3.48774944751582,3.54301664441016,3.1900601535013,0.0206108067823415,0.999954013176133,"CFAP65","Adrenal.22"
"256076",5.04330278966656,5.21286804271783,3.19214993191845,0.00286700921231174,0.999954013176133,"COL6A5","Adrenal.22"
"256158",4.31996590278013,4.40551312066023,3.39452670493976,0.00590444024775669,0.999954013176133,"HMCN2","Adrenal.22"
"256714",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"MAP7D2","Adrenal.22"
"256764",3.64451039126187,3.72744121554759,2.8201178924615,0.0202402553309699,0.999954013176133,"WDR72","Adrenal.22"
"2568",-3.30675083077146,-3.32240733390297,4.73449619285846,0.0175730910268623,0.999954013176133,"GABRP","Adrenal.22"
"2570",4.55986897471769,4.72744121554759,2.77359404585514,0.00716728115168527,0.999954013176133,"GABRR2","Adrenal.22"
"257169",3.11273097910192,3.1588731530771,3.0760015686961,0.0361372036056775,0.999954013176133,"C9orf43","Adrenal.22"
"25758",3.46103606077023,3.54301664441016,2.67199787261771,0.0276172431767338,0.999954013176133,"KIAA1549L","Adrenal.22"
"25769",4.61618437329195,4.78402474391396,2.82129670481946,0.00646192876409203,0.999954013176133,"SLC24A2","Adrenal.22"
"25802",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"LMOD1","Adrenal.22"
"25833",3.85868894960802,4.02187081765692,2.20771789040979,0.0241058180977332,0.999954013176133,"POU2F3","Adrenal.22"
"25878",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"MXRA5","Adrenal.22"
"25891",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"PAMR1","Adrenal.22"
"26034",4.53086488177552,4.69829486988807,2.74914370067516,0.00755752340383202,0.999954013176133,"IPCEF1","Adrenal.22"
"26085",4.61041366656091,4.66854752649402,4.18062462141105,0.00240386270426474,0.999954013176133,"KLK13","Adrenal.22"
"26112",3.17328749747265,3.25351002721518,2.447712579582,0.0439627830182685,0.999954013176133,"CCDC69","Adrenal.22"
"26261",3.91992850000962,4.08358502577287,2.2548570360406,0.0218127847251409,0.999954013176133,"FBXO24","Adrenal.22"
"2636",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"GBX1","Adrenal.22"
"2651",3.08761625332401,3.12797914513132,3.22498183209237,0.0355082687288547,0.999954013176133,"GCNT2","Adrenal.22"
"26788",-2.7302148793499,-2.73163737340108,7.54405365309846,0.039082227933695,0.999954013176133,"SNORD60","Adrenal.22"
"26791",-2.73484636519915,-2.73681157193009,7.08596490142593,0.0391778080060412,0.999954013176133,"SNORD58A","Adrenal.22"
"26811",-3.68703433161902,-3.79088409214328,2.62101085898907,0.0230952923472423,0.999954013176133,"SNORD55","Adrenal.22"
"26818",-2.61431306509592,-2.61532316882643,7.91412962742284,0.0470798600556248,0.999954013176133,"SNORD33","Adrenal.22"
"26822",-3.28001809759275,-3.33145247350598,3.12250940276699,0.029351229502951,0.999954013176133,"SNORD14A","Adrenal.22"
"26828",-3.80561141404127,-3.82101375832766,5.24789405549006,0.00662541297559485,0.999954013176133,"RNU5F-1","Adrenal.22"
"270",4.0266646800504,4.08358502577287,3.65369993226823,0.00766075041613987,0.999954013176133,"AMPD1","Adrenal.22"
"27012",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"KCNV1","Adrenal.22"
"27115",3.91992850000962,4.08358502577287,2.2548570360406,0.0218127847251409,0.999954013176133,"PDE7B","Adrenal.22"
"27286",2.83036183282282,2.84257692626907,4.58854729346914,0.0390546185778366,0.999954013176133,"SRPX2","Adrenal.22"
"273",6.20704594790852,6.26680684982864,5.70033251633292,7.38492601417086e-05,0.445483353594833,"AMPH","Adrenal.22"
"2813",4.29905562213472,4.35660352017928,3.89683810573139,0.00450600262543283,0.999954013176133,"GP2","Adrenal.22"
"282996",4.23968250985616,4.40551312066023,2.50838988915057,0.0126999307889131,0.999954013176133,"RBM20","Adrenal.22"
"283310",2.93142877273817,2.95805414368901,3.62432669940939,0.0396737590438269,0.999954013176133,"OTOGL","Adrenal.22"
"283314",4.12791324829973,4.29303839140182,2.41840441259944,0.0153978601800487,0.999954013176133,"C1RL-AS1","Adrenal.22"
"283375",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"SLC39A5","Adrenal.22"
"283460",3.7750497600608,4.08358502577287,1.50194217286372,0.0480642284341877,0.999954013176133,"HNF1A-AS1","Adrenal.22"
"284",3.39429877113936,3.47590244855163,2.61907857790184,0.0308381146757019,0.999954013176133,"ANGPT1","Adrenal.22"
"284021",3.32432392640033,3.40551312066023,2.56416511902265,0.0345641293130538,0.999954013176133,"MILR1","Adrenal.22"
"284948",3.91992850000962,4.08358502577287,2.2548570360406,0.0218127847251409,0.999954013176133,"SH2D6","Adrenal.22"
"285401",4.91448713204747,5.08358502577287,3.07871672125914,0.00368102287071836,0.999954013176133,"LINC00698","Adrenal.22"
"2895",3.82754306318273,3.99047562138139,2.18392737419582,0.0253513209991,0.999954013176133,"GRID2","Adrenal.22"
"2901",3.39789269800277,3.45281883543858,3.11537467116635,0.0241009176071679,0.999954013176133,"GRIK5","Adrenal.22"
"2984",3.29845287228417,3.40551312066023,2.21913137343821,0.0432592715181414,0.999954013176133,"GUCY2C","Adrenal.22"
"30010",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"NXPH1","Adrenal.22"
"30014",-4.40436640100237,-4.83780513953077,1.68568053257509,0.0273660966996892,0.999954013176133,"SPANXA1","Adrenal.22"
"306",-3.51451680164664,-3.54090583913493,4.2220269775519,0.0140543522151893,0.999954013176133,"ANXA3","Adrenal.22"
"309",3.08441279738928,3.09257380900012,5.41030500889319,0.0232472387028252,0.999954013176133,"ANXA6","Adrenal.22"
"3106",-4.85953226592384,-5.26612622562803,2.09305851960511,0.0123897080081621,0.999954013176133,"HLA-B","Adrenal.22"
"3269",4.50126570338164,4.66854752649402,2.72427587944559,0.00797577049204241,0.999954013176133,"HRH1","Adrenal.22"
"3274",2.95064133737281,2.99047562138139,3.11430269754296,0.0445087244729166,0.999954013176133,"HRH2","Adrenal.22"
"3293",4.0067522445092,4.1710478670232,2.32249403811423,0.0188921681249695,0.999954013176133,"HSD17B3","Adrenal.22"
"338382",4.23968250985616,4.40551312066023,2.50838988915057,0.0126999307889131,0.999954013176133,"RAB7B","Adrenal.22"
"338811",3.82754306318273,3.99047562138139,2.18392737419582,0.0253513209991,0.999954013176133,"TAFA2","Adrenal.22"
"339761",3.46103606077023,3.54301664441016,2.67199787261771,0.0276172431767338,0.999954013176133,"CYP27C1","Adrenal.22"
"340156",3.06318535891797,3.10912011788,3.03610059147034,0.0392163881586385,0.999954013176133,"MYLK4","Adrenal.22"
"341880",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"SLC35F4","Adrenal.22"
"342096",3.7023566009409,3.76930096176352,3.14135475754656,0.0157430436205995,0.999954013176133,"GOLGA6A","Adrenal.22"
"342125",3.09139366105337,3.1710478670232,2.38580100170012,0.0499219115136299,0.999954013176133,"TMC3","Adrenal.22"
"342538",5.13569968690939,5.22313637817166,4.13456394724035,0.00114255127526043,0.992985505502248,"NACA2","Adrenal.22"
"3429",-3.89258258263799,-3.89744969588339,6.96447549172901,0.00447931095883053,0.999954013176133,"IFI27","Adrenal.22"
"3431",-2.88739832067958,-2.89369489772705,5.58746485687682,0.0324145019465849,0.999954013176133,"SP110","Adrenal.22"
"3433",-3.17837418510532,-3.20919672345498,3.69177287413275,0.027662549405093,0.999954013176133,"IFIT2","Adrenal.22"
"3437",-3.90607829118173,-3.92923901458472,4.77985280729884,0.00621611635143876,0.999954013176133,"IFIT3","Adrenal.22"
"344658",5.08398221874745,5.40551312066023,2.47965722629621,0.0058422599831567,0.999954013176133,"SAMD7","Adrenal.22"
"344887",3.62287271347138,3.78402474391396,2.03078744082986,0.0350245418206775,0.999954013176133,"NMRAL2P","Adrenal.22"
"345079",3.50850721102816,3.66854752649402,1.94772682726462,0.0417056597866544,0.999954013176133,"SOWAHB","Adrenal.22"
"345557",-3.37287346129263,-3.39034616255955,4.64799449240524,0.0159849766179487,0.999954013176133,"PLCXD3","Adrenal.22"
"346007",3.25078131941506,3.33151253921645,2.50710148241229,0.0388967619376971,0.999954013176133,"EYS","Adrenal.22"
"347273",3.72883433652317,3.89093994783047,2.10936804866531,0.0296784445800159,0.999954013176133,"CAVIN4","Adrenal.22"
"347688",4.54754784466922,5.0049751910765,1.70055775952679,0.021807733456755,0.999954013176133,"TUBB8","Adrenal.22"
"3479",4.91448713204747,5.08358502577287,3.07871672125914,0.00368102287071836,0.999954013176133,"IGF1","Adrenal.22"
"3488",-6.66026148284596,-6.67463818895386,8.17372338767152,1.11835818308572e-05,0.202389280393022,"IGFBP5","Adrenal.22"
