"Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol"
"100009676",3.03246827915851,3.05095432613141,4.36544227864901,0.0290443059540347,0.770337556395083,"ZBTB11-AS1"
"100129654",3.9540279274958,4.0218079804719,3.2756604309235,0.00850038640741186,0.603561424514736,"TCF24"
"100130348",3.95547244969573,4.06244996496924,2.64509699805275,0.0120638228004938,0.622797745910426,"TMEM262"
"100130449",4.10741326607463,4.12425524944271,5.70098720588157,0.00331810047321716,0.550324672311374,""
"100130880",4.40153591063679,4.53638115330165,2.72741968795548,0.00600573639490343,0.569421608697045,"CREB3L2-AS1"
"100131067",2.92765595509025,2.93881861580086,5.06653576263365,0.0318197160785356,0.783750668739799,"CKMT2-AS1"
"100133319",3.33704986466931,3.36645615185934,3.94230692451223,0.0188440681551979,0.708347166265534,""
"100169760",-3.49922222055749,-3.4992308493243,16.2504515987823,0.0089675554828368,0.611274290684493,"RNA5S9"
"100169851",4.49642670367222,4.53638115330165,4.70678307312773,0.00196506657329507,0.431642918940467,"PATE3"
"100170229",2.86689348820574,2.88187771932742,4.52728175610305,0.0374316785095913,0.797026257619076,"SRRM5"
"10023",3.54179181855427,3.62949055769314,2.56114645436192,0.0230735390613714,0.723117775471543,"FRAT1"
"100288413",3.49201007170651,3.53638115330166,3.46116316261225,0.016670552331455,0.700986466996378,"ERVMER34-1"
"10040",-3.6988523335447,-3.72806144692495,5.08768839960449,0.0186494780865608,0.708347166265534,"TOM1L1"
"100500808",4.7610635735669,5.0218079804719,2.22953185726402,0.00599387148104774,0.569421608697045,"MIR3917"
"100506930",4.88069617147174,4.93691908288538,4.57520963050716,0.0010244008917077,0.356832977278183,"LINC00665"
"100507246",-3.97033182196402,-3.98521928642207,6.19023831711783,0.00723066356645815,0.592008631527119,"SNHG16"
"100507388",6.40693848231529,6.67388467705159,3.80631654232175,0.000159265604837128,0.242788318486292,"PARM1-AS1"
"100507642",5.1309006037512,5.81391512883056,1.60868572721774,0.00997458106387186,0.611274290684493,""
"10053",-2.8061904020722,-2.81529428497976,5.73160448746165,0.0480694308674722,0.841891941963061,"AP1M2"
"10056",-3.75624374450271,-3.78554694158571,5.13561540542793,0.0169102847620625,0.700986466996378,"FARSB"
"100616274",5.94859410285622,6.21445305841429,3.30261475156849,0.000454623824019779,0.320372865533756,"MIR4802"
"100616288",5.535563149263,5.67388467705159,3.84312942683618,0.000512303269115937,0.320372865533756,"MIR4665"
"100616354",4.54018309849996,4.79941555913545,2.07094063137307,0.00936189160647386,0.611274290684493,"MIR550A3"
"10092",-4.4171700707591,-4.4473250393577,5.69525260806938,0.00511061234453725,0.569421608697045,"ARPC5"
"100996447",3.01137756821915,3.06244996496924,2.83302972313359,0.0438163671415775,0.819107400052746,""
"100996643",4.8801855187808,5.0273675058138,3.05354941250151,0.00236694184544219,0.484991025193548,""
"10102",-3.89702639761764,-3.95547194302802,4.41609170817212,0.0238429936165772,0.732203280530696,"TSFM"
"101060200",3.95225015415222,3.9734449589105,5.14791386890157,0.00490027963551793,0.569421608697045,"ZNF891"
"10129",2.9343258499261,2.9514186525805,4.38776008155785,0.0341041877793001,0.783750668739799,"FRY"
"10150",-3.45721748715422,-3.4859866597268,4.88705062066959,0.0278458160449196,0.756974249251755,"MBNL2"
"10165",-3.9748125986589,-4.03347445502929,4.48043785694531,0.0210887132633752,0.715509914293086,"SLC25A13"
"101735302",-4.25308907970202,-4.42590144264888,3.46556166180633,0.0417285014958695,0.809021967777063,"STAG3L5P"
"101927018",4.899366878415,4.96934056057776,4.23121164106277,0.0011450485791031,0.38599218231056,""
"101927599",4.15325885947187,4.17968764025361,5.00772991698154,0.00344788968947201,0.550324672311374,"ZNF529-AS1"
"101927911",3.54179181855427,3.62949055769314,2.56114645436192,0.0230735390613714,0.723117775471543,""
"101928345",3.40788742592339,3.53638115330165,2.02723094462326,0.0398888932148151,0.797026257619076,"PABPC1L2B-AS1"
"101928687",-3.19674609420455,-3.20620899005843,6.05537323631499,0.0248865483183164,0.739938738835542,"LNCAROD"
"101928868",4.54018309849996,4.79941555913545,2.07094063137307,0.00936189160647386,0.611274290684493,""
"101929529",3.86212941118749,3.9514186525805,2.80284250111368,0.0125319923898217,0.622797745910426,"GSTCD-AS1"
"101930452",4.54287085578809,5.0218079804719,1.53131083336063,0.0197504535682254,0.715509914293086,"LINC02367"
"10245",-4.76538295013779,-4.88357902454623,4.3371015905756,0.0125286503165015,0.622797745910426,"TIMM17B"
"102465526",5.18837282118658,5.67388467705159,1.92201114385133,0.0056342852044309,0.569421608697045,"MIR6872"
"102465534",5.81232816100618,6.30191589966463,2.39952506091625,0.00150445948474434,0.424908151772388,"MIR6886"
"102466747",3.77011157429924,4.0218079804719,1.6140005914553,0.0391019842575894,0.797026257619076,"MIR6840"
"102466755",5.05202204046453,5.53638115330165,1.83100075236664,0.00742424071593879,0.59223904947756,"MIR6875"
"102723166",3.40788742592339,3.53638115330165,2.02723094462326,0.0398888932148151,0.797026257619076,"STAM-AS1"
"102723566",3.65302165043556,3.72902623124405,2.83880404087289,0.016802528916032,0.700986466996378,""
"10370",-3.3116695254494,-3.34013579326335,4.76709527706206,0.0351311303194583,0.797026257619076,"CITED2"
"10371",4.29340897992119,4.30560094647249,6.42751217577221,0.00207626078736858,0.442794392408197,"SEMA3A"
"1038",-3.93644368725431,-3.99500030721466,4.44867758534291,0.0224103526267429,0.719335486733016,"CDR1"
"10410",-4.4088188328054,-4.43896529431241,5.68809058509477,0.00519234643443275,0.569421608697045,"IFITM3"
