"Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol"
"100169760",5.14619706764258,5.14621978671604,17.797427223825,0.000255844964302801,0.0115686418641267,"RNA5S9"
"100169761",4.95289219239153,4.95373603674546,12.1491059845482,0.000417434762467842,0.0127431856112671,"RNA5S10"
"100169762",4.95187237832135,4.9527156063134,12.1491582193573,0.000418389731798059,0.0127431856112671,"RNA5S11"
"100169763",4.95257981088986,4.95342100234328,12.1541064829867,0.000417661942510661,0.0127431856112671,"RNA5S3"
"100169763",4.95257981088986,4.95342100234328,12.1541064829867,0.000417661942510661,0.0127431856112671,"RNA5S12"
"100169764",4.99083760878018,4.99166433766101,12.2281501043933,0.000382420274662197,0.0127431856112671,"RNA5S13"
"100169765",4.99348847942387,4.99431328825326,12.2351621537156,0.000380068456405598,0.0127431856112671,"RNA5S14"
"100169766",4.99149736072297,4.99232099478495,12.2352590795319,0.000381771541070197,0.0127431856112671,"RNA5S15"
"100169767",4.98519883431701,4.98601876288974,12.2355665028372,0.000387208328490294,0.0127431856112671,"RNA5S16"
"100169768",4.98561311786758,4.98644040121263,12.2209419271933,0.000387019803683375,0.0127431856112671,"RNA5S17"
"100302143",-5.64115575216268,-5.64735887821084,10.6423708258545,0.00330001019564875,0.0562624689094213,"MIR1248"
"100616340",6.01413472240153,6.23154523620565,2.47436386662355,0.0206943159803951,0.221688691861066,"MIR4758"
"10142",-3.86966487467945,-3.87261666798645,9.99952946061559,0.0263271761099021,0.244560845619245,"AKAP9"
"101954269",5.15316868906331,5.18958991976427,3.96613657375838,0.002472858479017,0.0459025629480986,"RNVU1-17"
"101954273",7.67612612098712,7.78793858473004,3.89690755699927,6.34544833853601e-06,0.00109987771201291,"RNVU1-1"
"101954275",4.30759348963322,4.32196626891911,4.98624479764357,0.00588079485724669,0.0886380674135733,"RNU6-7"
"102724301",7.38446746547324,7.55202991422335,3.17626720580472,5.89088666557118e-05,0.00655733452622675,""
"103625684",4.79684534969088,4.81737292138505,4.64322255401662,0.00248253272854652,0.0459025629480986,"RNU6-2"
"10406",4.60898233541859,4.6465827354845,3.74971061044434,0.0139307532482389,0.180108291197542,"WFDC2"
"10513",-3.69232144674076,-3.69524491684057,9.84953385869311,0.0343554466201802,0.290485077113719,"APPBP2"
"11055",5.7313764201149,5.81650773692681,3.16884599169655,0.0035720463397128,0.0580980016269071,"ZPBP"
"122011",5.12021259969878,5.23154523620565,2.77285175912252,0.0388112645834406,0.300324436283535,"CSNK1A1L"
"1293",3.48376873477356,3.49457964203945,5.11097123831107,0.0322268007318621,0.279298939676138,"COL6A3"
"140465",3.79592015108625,3.81650773692681,4.2966041916122,0.0369036186498474,0.300324436283535,"MYL6B"
"140885",7.23894882075745,7.81650773692681,2.23407284111769,0.00923120125062836,0.124681159748747,"SIRPA"
"150383",5.12021259969878,5.23154523620565,2.77285175912252,0.0388112645834406,0.300324436283535,"CDPF1"
"151174",7.23401248998654,7.40147023764796,3.09737243062394,0.000111094580281088,0.00825274024945226,"LINC02610"
"1655",-3.5835015469874,-3.58543838704973,10.264558410375,0.0288336032233515,0.258508166830048,"DDX5"
"1938",-3.19958408361707,-3.20099666418261,10.3036877321441,0.0426087157269954,0.318799024144426,"EEF2"
"204851",-3.45032463399241,-3.45320338421597,9.64433426815011,0.0486058493872499,0.343878118113877,"HIPK1"
"219437",7.49870433885449,7.81650773692681,2.65675783703275,0.000509056350283134,0.0143086109268773,"OR5L1"
"220988",4.24397766471627,4.24454517936096,11.9974390253515,0.00199242243506344,0.0398484487012689,"HNRNPA3"
"221442",5.90655243829546,5.93680197064452,4.64350074975161,0.00016330098559804,0.00943516805677562,"ADCY10P1"
"226",-4.14109336674921,-4.14258860535516,11.0932579684034,0.00884886339819245,0.121089709659476,"ALDOA"
"2316",-4.24354899937313,-4.24655022669668,10.3152263516095,0.0145452578269371,0.180108291197542,"FLNA"
"23521",-6.11529083130109,-6.13083698003133,9.9211015361987,0.00699166393533023,0.0996158100294338,"RPL13A"
"23524",-4.13324555965484,-4.13623351025968,10.2221214563209,0.0174054613407007,0.196757389068791,"SRRM2"
"2495",-4.07921838155763,-4.08219944927226,10.1765147079671,0.0189794930312337,0.209985880345565,"FTH1"
"25800",-4.99480539966933,-4.99787445202476,10.9511197033612,0.00389865573719634,0.0618398925348508,"SLC39A6"
"2625",-3.78742100995565,-3.79036010044734,9.93000016874173,0.0298228247659747,0.265091775697552,"GATA3"
"26827",4.54585095273761,4.59030370164034,3.53775693623522,0.0233535638501922,0.232055421751839,"RNU6-1"
"26863",6.00857410541853,6.00878671055979,15.410936676197,3.52737938929531e-05,0.0045855932060839,"RNVU1-18"
"26864",5.24546634015208,5.24563943828667,14.9334048900075,0.000205749038865213,0.0106989500209911,"RNVU1-7"
"26869",5.75964101538617,5.75987623656662,15.0070160416361,6.30512935214111e-05,0.00655733452622675,"RNU1-3"
"26870",5.43876093555633,5.43896813372698,14.8653834273219,0.000132277872175845,0.00859806169142989,"RNU1-2"
"26871",5.47526971155355,5.47547362533728,14.9266320603081,0.000121588000911668,0.00843010139654231,"RNU1-1"
"2688",9.55401378583647,9.60792111511539,10.2171984652947,1.6928886956203e-08,8.80302121722558e-06,"GH1"
"27284",5.12021259969878,5.23154523620565,2.77285175912252,0.0388112645834406,0.300324436283535,"SULT1B1"
"2778",-3.85782144599679,-3.86077145438537,9.98951993350084,0.0268076311544172,0.244560845619245,"GNAS"
"2915",6.50028762595077,6.81650773692681,2.35924497073507,0.0148935702336429,0.180108291197542,"GRM5"
