"Geneid","logFC","unshrunk.logFC","logCPM","PValue","FDR","hgnc_symbol"
"100093631",-3.99966230854158,-4.01025567196309,7.88788879853977,0.0320932491162423,0.545318900958557,"GTF2IP4"
"100130015",2.92484025969306,2.9332153679664,5.13039170033674,0.0452303242141313,0.571661042150826,"URAHP"
"100131193",3.57162859944284,3.5994779707894,3.6367848712611,0.0303146284165099,0.533845647090243,"CCDC183-AS1"
"100134368",5.42747084948464,5.53807742612526,2.76707988440117,0.00226726107408526,0.189120531555127,""
"100169761",-5.4135282750469,-5.4520638682807,7.54770206287334,0.0210641367939612,0.457107562480612,"RNA5S10"
"100169762",-5.41405047070435,-5.45258639455982,7.54815224419243,0.0210488780943201,0.457107562480612,"RNA5S11"
"100169763",-5.4174401430502,-5.45597821012548,7.55107434320409,0.0209500575833636,0.457107562480612,"RNA5S12"
"100169763",-5.4174401430502,-5.45597821012548,7.55107434320409,0.0209500575833636,0.457107562480612,"RNA5S3"
"100294362",4.74166301790012,4.75148106423446,6.68163479867572,0.000901656873503895,0.105493854199956,"RNF213-AS1"
"100302182",6.63416410197929,6.73072250406766,3.82152663103462,4.48171137379886e-05,0.016684189159733,"MIR1279"
"100316904",3.68493926788767,3.73072250406766,3.06428310194479,0.0446301405388073,0.571661042150826,"SAP25"
"100337591",7.5456881750142,7.86000552101262,2.93091552242858,3.19265081833787e-05,0.016342381376367,"SNORA70F"
"100505676",6.69498062223207,6.86000552101262,3.06551510439305,0.000102016612684959,0.0278505352629938,"RRS1-AS1"
"100506071",5.39330197041162,5.43854175257435,3.96909670178368,0.000507730001626553,0.0776908496824561,""
"100506215",3.01629873828608,3.02711550684788,4.76576784494743,0.0434471172300524,0.571661042150826,"PAXBP1-AS1"
"100506286",6.22603549760621,6.53807742612526,2.18237925842069,0.00291588760436557,0.20411110393463,"TBC1D8-AS1"
"100506314",5.51523553745308,5.53807742612526,5.60375660891802,0.000203646548807937,0.0416966308684251,"GPRC5D-AS1"
"100506492",-4.89961191528214,-4.90693741974316,9.14503975375798,0.00461628548612879,0.266249141770386,"DSCAM-AS1"
"10051",-3.29140532111969,-3.29481258803948,8.65382515343494,0.0369445204545792,0.563082689699692,"SMC4"
"100526694",3.50690146874392,3.52451591310818,4.26126510379073,0.0220886296457895,0.46165208238219,"MSANTD3-TMEFF1"
"100529239",-3.76366468736339,-3.77301995908373,7.82739844160783,0.040147993398559,0.564969185453949,"RPS10-NUDT3"
"100616224",4.84377202649944,4.95311492540411,2.54117695206128,0.012286908043965,0.384083117862876,"MIR4753"
"100616469",3.52204975285731,3.53807742612526,4.41562173147379,0.0197719204306519,0.449811189797331,"MIR4429"
"10079",-5.54384221171914,-5.55863772836328,8.83806289542828,0.00387684599100677,0.238554810342041,"ATP9A"
"100874039",3.31886784637738,3.32508370279106,5.97238044687378,0.0182452662966899,0.44220816513447,"THOC7-AS1"
"100885776",4.43094306692184,4.45061458487492,4.66971316472411,0.00274443809932152,0.20411110393463,"UGDH-AS1"
"10097",-3.55170370602655,-3.55863772836328,8.00635021400068,0.0419642058059477,0.568479109743896,"ACTR2"
"101928085",3.9907912979902,4.0235042532955,3.5968166267324,0.0137625425418917,0.410936076778594,"ERICH6-AS1"
"101929141",4.88373467596404,4.92368881147089,3.79220831732368,0.00173898949431592,0.169551475695803,""
"101929238",4.84377202649944,4.95311492540411,2.54117695206128,0.012286908043965,0.384083117862876,"CFAP20DC-AS1"
"101954267",3.29321393469167,3.31568500478881,3.81459185336871,0.044022184574426,0.571661042150826,"RNVU1-15"
"10216",3.79784405709487,3.81015697156206,5.04377808103025,0.00890771810179136,0.368052833524688,"PRG4"
"10230",3.52660751273517,3.53807742612526,4.97664153479294,0.0155769505548015,0.430997381904813,"NBR2"
"103",-3.9789872263432,-3.98254125443102,9.22961482896199,0.0117944491775525,0.384083117862876,"ADAR"
"10349",3.81262899954236,3.83763770798417,3.89075716532306,0.0153828893009511,0.430997381904813,"ABCA10"
"10376",-3.01156393996302,-3.01322709351878,9.29543309791266,0.0399577622184991,0.564231159602599,"TUBA1B"
"10399",-2.84741355521187,-2.84850362710436,9.67848959406374,0.0450977070848486,0.571661042150826,"RACK1"
"1048",2.71086470425518,2.71287329606491,7.64978403135247,0.0454131243680882,0.572205367037911,"CEACAM5"
"10512",-3.14150249133357,-3.14374661384849,9.03877683391756,0.0370482986907323,0.563082689699692,"SEMA3C"
"105371242",6.34469245044251,7.13753949654153,1.71899255128852,0.0191552363452103,0.443167756122237,"PPIAL4H"
"1058",3.98720805343329,3.99750904476256,5.56433722659071,0.00528312598255608,0.288458678647562,"CENPA"
"10627",-4.00994481770831,-4.02054317957143,7.89663780698538,0.0316226601432818,0.541819218772966,"MYL12A"
"10671",3.56159141728247,3.56845107516878,6.00201092702637,0.0113829653618752,0.384083117862876,"DCTN6"
"107",-3.26055565141728,-3.26282247379504,9.13765629753583,0.0305516784517411,0.533845647090243,"ADCY1"
"10810",3.64180067757185,3.65055215538367,5.57540603369862,0.010560843895511,0.376057876105368,"WASF3"
"10874",4.7347012840063,4.80111183195906,3.0258307151286,0.00595504636367533,0.2938062031235,"NMU"
"10953",3.23678851349872,3.24262154259909,6.02492933204283,0.0210972721144898,0.457107562480612,"TOMM34"
"10971",-3.50439577290133,-3.51130829785508,7.9663242786053,0.0448842664344686,0.571661042150826,"YWHAQ"
"10972",-4.13689030375371,-4.14403933882481,8.50026924044345,0.0172165827024074,0.437900038300363,"TMED10"
