genes,logFC
105376060,4.18387537
7053,3.882646533
5153,3.667880875
100505783,3.667880875
7401,3.667880875
153396,3.329926545
79710,-4.054708056
646424,3.501543788
5424,3.424499307
64743,3.424499307
55502,3.351361498
80007,3.668790836
23413,3.468172269
51313,3.161985166
27042,-4.032250867
26036,-4.032250867
285704,-4.02847378
55196,-4.024686777
55197,-4.024686777
9475,-4.024686777
4285,-4.022789542
26586,-4.01708282
84248,-4.01708282
196472,3.731636294
7569,3.153917495
7756,-4.005601205
54994,-4.001753604
100033426,4.441228464
84525,4.135070755
23384,-3.982360157
7094,-3.978449987
23164,-3.962702458
64853,-4.732407554
25758,3.406482898
4353,4.154451553
154907,4.154451553
283463,-3.045772255
56256,-3.938754103
10062,3.268993843
29766,-3.630896408
27075,-3.628378438
10309,3.254879535
7841,3.173694141
286053,3.173694141
90557,3.379887915
161882,3.274764794
1522,3.274764794
80209,-3.906191741
80856,-3.906191741
60559,-3.897935005
11315,-3.889630742
9927,-3.889630742
7088,-3.885460617
149041,-3.289049771
10867,-3.864427243
6453,-3.860183518
51275,3.183259602
6810,3.128481324
10615,-4.577060947
2934,-3.847376928
152137,-3.838775605
84669,-3.831597355
23112,-3.496524103
10163,-3.490990803
100532731,-4.566881721
10528,-4.544542627
100033418,4.140721161
163183,3.942941288
402569,3.942941288
283248,3.690517066
100134368,3.690517066
122945,3.475751408
387066,3.475751408
154075,3.475751408
7110,-3.254497577
105369669,2.963783561
105371414,3.408957081
55841,-3.463001422
55125,-3.451651834
842,3.149452862
65005,-4.535905885
51230,-3.790529219
6389,-3.782478442
8771,4.081093316
3459,2.984152133
9076,3.03273947
51754,3.054556853
29914,3.132981779
2885,-3.758965048
10150,-3.740613396
4579,-4.754533735
54583,-3.187431214
100506963,3.402793417
101867536,3.016123844
115948,3.369153412
285440,3.369153412
5523,-3.399443914
84193,-3.39352467
11201,-3.731349281
5894,-3.726694819
146691,-3.722025293
80003,-3.703194565
1729,-3.119216864
648,-4.444347222
7273,-3.372613942
341640,2.923717658
55233,-3.684114797
347,2.722670897
3038,3.013535417
199221,2.982143854
642658,2.998776557
58499,-3.071578272
23527,-3.339129339
4650,-3.332956842
92255,2.714296632
998,-3.640239739
2904,-3.635281335
9894,2.815597964
140711,3.353791605
8382,3.353791605
162968,3.06381632
23060,-3.326757824
27289,3.176784063
6059,-3.625313109
23284,-3.623611639
4942,-3.620303048
4801,-3.60516762
692204,3.571407232
1357,3.480982446
390637,3.395892541
79159,3.31554294
2624,3.31554294
100506514,3.31554294
8464,3.31554294
6536,3.239433237
729887,3.167138311
353497,3.167138311
10955,-3.307999329
9026,-3.292178754
92799,2.814757429
92140,-3.058246849
28996,-3.053232784
824,-2.902443684
8895,-3.282602459
388685,2.924975301
23306,-3.594988394
54956,2.952636321
7466,2.952636321
23090,2.828349501
6083,2.670352839
3265,3.721236061
80781,3.468811839
400046,3.254046182
6495,3.254046182
51454,3.254046182
117247,3.254046182
347475,3.254046182
2683,-3.260007428
6311,-3.256750484
9147,-3.243648678
9904,-3.564012558
4771,-3.553537701
23093,-3.542986233
55234,-3.542986233
7253,3.032676312
5243,2.955631831
9926,-2.800141744
283537,2.771875238
100423037,4.368468592
114794,4.368468592
101929138,4.368468592
389813,4.368468592
220930,3.833964543
132989,3.833964543
64005,3.833964543
6464,-3.521648926
10209,-3.521648926
340481,-3.521648926
11338,-3.510860752
2023,-2.7182842
283237,3.05147213
5875,2.959724676
154214,2.873464624
8864,-3.183171982
441242,2.903752498
347862,2.894380889
5420,2.806914718
55325,2.779672619
132789,2.726684708
55002,-2.731583488
7171,-2.891244417
51068,2.586857698
92558,-3.169381355
23759,-3.472453895
101730217,-3.472453895
146198,-3.466882774
8971,-3.466882774
4784,-3.461290056
22868,2.624026881
5257,-2.910813597
619383,2.637465732
10657,-3.148445049
6390,2.595292851
1602,-3.24357419
81620,2.853238323
9824,-3.900387739
10273,-3.888175917
6097,3.202109519
53832,3.07904233
158056,3.07904233
692084,2.788259663
54617,-3.455675573
9738,-3.444380629
23361,-3.444380629
144132,-3.438699822
54606,-3.438699822
84733,-3.432996558
5905,-3.432996558
58478,-3.421521942
89944,2.767202096
9759,2.767202096
5509,2.767202096
3364,2.767202096
25913,2.767202096
51074,2.731978182
23198,-3.112861547
8140,2.620423204
1880,2.975008844
345757,2.975008844
8353,2.975008844
23288,-2.874320406
57498,2.537658628
5499,-2.826486426
284001,-3.085585858
10114,-3.083749012
285753,2.71392579
57494,-2.865766175
4588,3.452396385
2314,-3.40995533
6659,-3.40995533
51100,-3.398295234
23788,-3.398295234
51594,-3.398295234
9897,-3.398295234
56929,-3.386540131
285116,-3.879976894
101101776,3.141842829
414763,3.078052434
2310,2.996768964
54790,-2.717164326
10092,-3.057784539
84142,2.657242367
11120,2.613823563
8082,-2.848504029
606500,4.176851979
101928868,3.884986696
79006,3.012212033
2822,3.012212033
136853,2.914231301
79018,2.822483847
10106,-2.816310122
6560,2.500906419
9742,-3.374688459
8669,-3.368725912
56061,-3.368725912
8455,-3.36273862
8566,-3.356726376
57102,-3.350688973
389677,-3.350688973
11022,-3.344626198
6284,-3.344626198
2099,9.834319858
102723809,6.871059192
100847035,6.913291903
115950,6.37139198
26784,-6.790877449
285512,6.490535517
728621,5.676327004
219578,6.085844026
100302137,5.891945456
71,-5.694464943
84133,5.128147917
407977,6.296759202
8741,6.044921568
677829,-5.595005203
124044,5.318537642
114599,-5.807755173
10392,4.944774607
133022,5.713743638
100134934,5.289692545
284071,4.917902732
81621,4.913116012
5118,5.655595192
1731,4.856253229
246184,4.822937348
58476,4.649237156
8826,-5.362953702
440894,5.589057898
151009,5.132226706
55699,-5.290192829
8711,4.621383893
3181,-4.501202769
285,4.691883837
2058,-5.210328737
4519,-4.318810125
79029,4.507145182
10905,-5.153020816
51091,4.247131469
6883,4.197724245
163183,4.81847989
253039,4.141326462
9898,-4.964103965
389362,4.332295778
23019,-4.957038171
23468,-4.947346887
8896,4.112597156
29085,4.089265001
101927597,5.125415131
285343,4.034522448
3169,-4.574828808
50628,4.155912828
84885,4.106027389
576,4.012132921
1981,-4.543760599
4853,-4.536990481
2029,-4.845980402
140890,-4.832003984
6125,-4.457332208
1384,3.905817599
805,-4.779080998
157,4.091503393
6136,-4.766893607
100529145,4.17585124
4151,4.013641181
10956,-4.718075869
9238,4.024410392
1376,3.91915233
7534,-4.161430117
23524,-3.815870829
90423,4.409208573
3178,-4.548700058
79026,-3.798221801
148362,-4.614108848
5098,3.954973605
222255,3.75272355
7430,-4.235585697
195828,3.734042343
3693,3.73572751
23394,-4.524832113
3362,5.401525719
55922,3.708188657
57535,-4.497643518
387646,4.928343432
116412,4.763155733
23389,-4.48787145
54885,3.7099463
11226,-4.46178688
55180,3.906276591
23404,3.556184517
29956,-4.448107504
388561,3.6062546
79596,3.62493753
29941,3.610400443
4781,-3.725354181
113235,3.731950259
23098,3.676713559
10765,-4.048142628
54904,-4.043281968
8476,-3.673972997
10015,-4.351147359
27163,3.617200965
152831,4.233925223
9227,4.142255205
84954,3.545540079
3964,-4.301641069
11160,-4.299611229
283463,-3.461106745
25855,3.405491366
140685,3.777968755
81928,3.45827318
1822,-3.689492773
101060684,-4.203664874
2195,-3.642307776
28956,3.49851247
27229,3.471075555
6431,-4.247914222
84629,-3.557878214
1975,-3.898623376
10236,-3.887248763
94101,3.557537509
311,3.396956631
2330,3.389402699
10142,-3.699410966
780854,-3.354651567
57542,3.290745526
171177,3.413897334
378708,3.858516055
100526739,3.704848386
652966,-3.471540049
64762,3.310902443
493856,3.549169004
26831,-3.655974868
6421,-3.487369121
114825,3.285727035
7701,3.462966436
84926,3.352095856
9782,-3.831952723
1108,-3.534540494
79666,-3.817079347
83716,4.308613596
144811,3.305383268
9276,-4.143142191
25871,3.282473823
57674,-3.370660023
1072,-3.610642169
57728,3.260087057
1363,-4.106456273
132720,3.342608692
84061,3.209908395
100128055,3.776117864
4645,-3.767837964
23054,-4.097137156
26768,-3.221908049
83692,3.378596652
5310,-5.56352837
55175,3.169235754
2582,3.503466493
1,4.774792418
11273,-4.047199027
1938,-3.180487926
2782,-3.706901312
2803,-3.229026218
92181,3.181841865
6745,3.072641783
9517,-3.602554265
4509,-3.088957721
124808,3.131543866
340348,3.824653906
56913,3.262705468
22950,3.128235999
65990,3.45420362
1622,-3.370268863
56910,3.071835343
25853,3.096422368
6142,-3.972286743
84181,-3.631989925
166,-3.94441794
83442,3.105479952
10336,-3.933987075
3459,3.183125407
101928062,4.278287965
221946,4.130085945
2891,3.995699857
283635,3.015962981
22898,3.346430081
5297,-4.222974212
85456,-3.502958785
8526,2.984063742
10437,3.035644405
7351,3.222470488
25924,3.222470488
3192,-3.041159123
4179,-3.134965811
100133331,3.29887022
9780,2.901681556
7520,-3.828127051
7803,-3.828127051
23288,-3.828127051
1106,-2.989171392
677826,-3.410202574
283820,-4.54196144
54931,3.084931799
10297,3.285429708
9917,-3.400732846
595,-3.083692023
27339,3.002610033
57402,-3.189274473
100996712,2.925354993
105376336,3.155398668
55010,3.034372659
7846,3.028495442
85495,-2.836813187
84936,3.110495149
2517,3.34418793
677807,-3.072449532
780852,-2.892607375
54431,-3.334635628
3035,2.936776827
55288,2.824192696
23015,-3.463061457
100996573,3.051301799
2962,2.800652057
60684,2.784241656
134145,3.155733894
7095,-3.176377488
7905,-2.968494422
4331,2.850403531
23031,3.05038221
811,-3.054219916
80790,2.772393163
22974,2.729812912
63901,2.736784061
4536,-2.713659656
3921,-3.039552189
5872,-3.083045156
57176,4.524917301
5802,-3.071141575
252839,2.768895607
7150,-3.125102711
6080,-2.782003787
688,2.735145308
574040,-2.902776321
55205,2.786427058
55672,-5.099138593
5884,2.776264857
6124,-2.838846359
26851,-2.778693221
79572,2.690518678
57182,-3.203531892
57522,-2.988617122
23647,2.685201186
5499,-3.31917998
64710,-2.682317955
105371371,3.808646849
10643,3.808646849
4155,3.551332898
23443,2.652454095
222235,3.29739428
5255,2.759720993
10295,2.739189872
390916,2.78068557
54536,2.749895307
83666,2.892601808
84826,3.340460421
2678,3.229394955
5547,3.149881475
203286,3.149881475
750,3.253286238
4793,3.006078987
10205,2.89940746
2335,3.024746672
4538,-2.582288595
6122,-2.811518697
22948,-2.96278435
5783,2.613030354
6189,-2.799617628
8148,-4.09034381
8976,-4.066826957
677835,4.665863753
27069,2.655884651
440270,-3.243591976
54680,2.628865829
473,-3.086736665
55567,3.956848868
5792,-2.823077071
677802,-2.685255512
28988,2.571306361
6249,-2.79204991
93380,2.744032298
26298,-3.457684309
5226,-3.454038774
6090,-3.450384004
6129,-2.76408746
80232,-2.695777518
9057,-3.050861349
408050,-4.140604858
9110,-3.446719951
9097,-3.435671626
682,-3.431969969
64429,2.743102704
1495,-2.724893861
4076,-2.871476962
574406,2.698466812
55705,-2.765114773
25836,-2.858607871
26805,-3.022739808
11034,-2.730847271
11042,-5.619898528
4841,-2.750999626
3488,-3.002848591
6146,-2.647292786
1213,-2.542996919
65125,-2.57852942
1937,-2.73183592
4736,2.469263987
5034,-2.572452754
84976,2.72961839
2593,2.72961839
60,-2.446273702
283450,-2.804993914
23512,-3.38104513
9265,2.834179789
4573,2.53603493
4540,-2.407523466
5573,-2.584710238
6147,-2.545551875
