genes,logFC
54468,-3.578446122
23341,-3.553444664
2009,-3.553444664
5292,-3.553444664
54328,3.07851416
171425,2.981729087
4674,2.891030768
6814,-2.898352018
91151,2.673615475
11244,-2.806784554
51533,2.786313724
92689,2.583259986
100499177,-2.881812626
23331,2.545271464
3164,2.617719094
8930,-2.802398283
23143,-2.88288955
5900,-3.032153233
1795,2.633804522
6832,2.561579299
56255,-2.707281825
92335,-2.86796786
3839,-2.839873254
23670,-2.766819593
5447,-3.062773938
347862,-3.053695316
10560,-3.035364863
2026,-3.035364863
94005,-3.035364863
390,-2.872488396
84844,-3.528002287
7743,-3.528002287
10938,-3.502103158
6050,-3.488977129
102723859,2.7947619
133383,2.68242879
55666,-2.691532229
1407,2.582133953
414235,2.536627738
79668,2.536627738
221143,2.824359916
706,2.824359916
126068,2.719052166
1047,2.719052166
405754,2.719052166
23363,-2.748695715
401546,2.594953647
440503,2.930933342
57622,2.930933342
136853,2.930933342
64359,2.880122907
23037,2.782160325
51754,2.782160325
3092,-2.591196747
284443,2.568660729
341359,-2.541436414
7187,-3.016798509
81577,-3.016798509
619567,-3.016798509
81533,-3.007424955
339500,-2.997990101
3215,7.859262854
401612,7.112148399
100302182,6.652972391
140885,6.620254463
921,6.265129424
6578,6.05743933
9024,6.04929816
11019,5.91520568
972,5.91520568
7352,5.860668363
400658,5.860668363
93589,5.752248145
390748,5.722694476
100506314,5.534068907
103611081,5.514376546
55504,5.500480533
441234,5.500480533
4135,5.473101331
100134368,5.446255095
2192,5.446255095
100506071,5.412121856
3679,5.321865341
2747,5.152247535
28958,4.949356369
340554,4.916142534
51760,4.908947551
101929141,4.90255213
91419,4.898037364
257144,4.836866826
650655,4.830506884
286480,4.805022236
399948,4.786315978
100294362,4.760501551
23114,4.753496878
51054,4.753496878
100189168,4.753496878
197187,4.753496878
10874,4.753496878
9627,4.701852036
143879,4.693513005
196294,4.684000099
54587,4.671709213
8790,4.650671998
145483,4.568943993
8552,4.541640819
5333,4.5153134
8644,4.490961663
783,4.449771543
100885776,4.449771543
729092,4.436241551
80024,4.387832042
25806,4.343443755
27238,4.292810535
80149,4.267001229
92104,4.258174717
101927181,4.254460185
65072,4.216025422
100189298,4.201977979
401647,4.201977979
79663,4.200240596
340390,4.152997164
2180,4.121229812
65018,4.098953057
64410,4.098953057
142940,4.075303885
2055,4.037731571
348793,4.035046396
80315,4.028564793
101928085,4.009600462
1058,4.006042423
259173,3.950105998
124923,3.948512769
2627,3.944700587
147686,3.891799923
22888,3.87523428
10349,3.831443738
10216,3.816674523
8034,3.809066686
54981,3.803656402
55142,3.798069929
56851,3.795979435
56125,3.790634744
8846,3.740263169
79712,3.737947652
161823,3.731026906
105379282,3.72643443
8997,3.72643443
755,3.699899559
5190,3.690937884
730102,3.687752815
55765,3.672625107
1540,3.665638711
10810,3.660634572
29063,3.650896703
1294,3.632818698
84233,3.629868871
64800,3.628552572
767,3.610591442
53820,3.592316832
388743,3.589582797
27304,3.58517208
338799,3.582582278
10671,3.580427469
80307,3.553256789
644873,3.552180426
10230,3.545436448
100616469,3.540871829
100526694,3.52572093
84549,3.460055424
92935,3.446734612
8692,3.433252298
440585,3.429176187
8575,3.416911723
81559,3.401949376
25992,3.401949376
79095,3.399805627
120526,3.388220805
57143,3.361541564
22944,3.350680389
100874039,3.337703326
57419,3.329994693
9252,3.298058845
55016,3.298058845
29093,3.298058845
4528,3.268818494
91120,3.257702195
10953,3.255624098
1819,3.229270268
11070,3.226011314
55748,3.20961692
6392,3.192430336
54532,3.185663076
137695,3.185647704
5166,3.177591685
2967,3.170159822
23780,3.170159822
693197,3.166391615
4671,3.158319862
401541,3.091208081
56267,3.070920225
83464,3.070920225
339229,3.060437933
23456,3.058180944
8227,3.039332427
100506215,3.035122225
58493,3.014441007
25895,3.010243095
57099,3.010243095
54821,2.943086229
5569,2.939915129
9556,2.920909726
11212,2.919720268
388403,2.909629693
427,2.885365928
132660,2.878707447
8897,2.874642206
51010,2.874093899
5890,2.852588139
56929,2.846005074
7538,2.837418575
8496,2.827910557
839,2.814147495
54741,2.802542677
144983,2.775588773
91147,2.76322286
84142,2.736362759
1048,2.729705598
161394,2.69551387
26608,2.690701036
148362,2.678796481
55421,2.67259913
3099,2.657689864
8233,2.638768041
115548,2.630840673
55268,2.614279045
56474,2.600825584
26469,2.564504144
71,-2.518137314
6137,-2.637815559
821,-2.732185128
23521,-2.82092846
10399,-2.828583545
6224,-2.87080688
2186,-2.890381675
54014,-2.93747151
1345,-2.974874024
10376,-2.992741975
25836,-3.000130769
5573,-3.006775305
10992,-3.026629209
7057,-3.031224038
4571,-3.047519686
6772,-3.061646305
56252,-3.067310536
3921,-3.067748067
7764,-3.107797096
6171,-3.111224099
5241,-3.111523
10512,-3.122688563
9939,-3.139666906
3329,-3.167377939
6138,-3.197570628
3313,-3.224365445
4841,-3.2284478
55870,-3.240626011
107,-3.241741717
11083,-3.269441017
10051,-3.272607445
101060684,-3.293309796
2033,-3.294335674
23248,-3.297439949
4522,-3.297439949
26770,-3.297967012
6193,-3.305171538
861,-3.306712897
6201,-3.31133524
4537,-3.311882312
23365,-3.315926622
7531,-3.356439677
7314,-3.36303882
55832,-3.396304672
51585,-3.407840646
84162,-3.407840646
6498,-3.432615114
8289,-3.444707963
754,-3.466935993
57506,-3.46969057
54414,-3.482021494
10971,-3.485645879
23450,-3.487469402
57221,-3.502341676
29909,-3.503686233
57680,-3.5077124
80143,-3.521716156
5618,-3.528997564
348235,-3.530428114
10097,-3.532953807
7874,-3.53952353
1829,-3.544757853
9643,-3.619836334
5725,-3.629722165
23469,-3.655354703
11214,-3.658979598
595,-3.66919202
9669,-3.679350391
3184,-3.698263663
3187,-3.727901972
3875,-3.739215215
100529239,-3.744946614
1917,-3.749031884
57532,-3.751297619
3149,-3.75656302
8826,-3.763786238
11098,-3.776667582
7167,-3.780055653
23225,-3.79368401
23204,-3.80026421
23352,-3.817666081
3178,-3.841293517
8338,-3.867247613
1660,-3.868646646
677770,-3.890396392
1786,-3.918895208
2970,-3.926777428
103,-3.96018931
5062,-3.977319188
100093631,-3.980959373
10627,-3.991241881
6181,-4.017255302
404734,-4.021521343
55023,-4.02195467
54882,-4.056576226
3312,-4.082776911
5108,-4.104912525
10972,-4.118140346
1523,-4.171563976
84629,-4.187547447
6085,-4.248542614
124540,-4.251368954
11333,-4.261023205
9991,-4.301705489
7150,-4.371605584
1982,-4.447163169
6227,-4.502684926
54790,-4.510062777
4566,-4.64650654
100506492,-4.880861909
6319,-4.917640118
3150,-5.182878173
100169761,-5.395177005
100169762,-5.3956992
100169763,-5.399088872
10079,-5.525187293
7916,-5.705670364
10202,4.977532077
105373990,4.932780868
101929567,4.726538983
353322,3.975036499
8632,3.859584814
105376526,3.846947373
27296,3.827319895
5358,3.807669398
57010,3.796749685
101927282,3.796749685
101927102,3.75098967
57514,3.722089916
78997,3.702178106
8110,3.659895584
147807,3.659895584
100506286,3.659895584
100873986,3.644467388
146177,3.628365928
100996761,3.58743365
6459,3.568427407
3563,3.542078866
102723320,3.529448445
91179,3.508685833
26468,3.508685833
105370641,3.442883811
2784,3.438684164
100130100,3.434014805
398,3.404458972
23566,3.339751896
64377,3.339751896
5452,3.339751896
57333,3.339751896
1950,3.339751896
652995,3.33636153
254559,3.333448984
57657,3.315786977
161497,3.312028611
101927233,3.302358524
1636,3.258161349
161142,3.221342586
10071,3.170257284
10873,3.157696546
399833,3.13031369
10663,3.103350815
400746,3.096353113
54033,3.096353113
11172,3.096353113
346157,3.072612759
4578,3.015795743
257106,2.986223387
101927217,2.973417705
84069,2.876559403
752014,2.876559403
4575,2.826399369
340706,2.81179794
54432,2.749189046
4564,2.736794181
114818,2.729693128
3747,2.623210785
57139,2.57204356
9383,2.541566745
54414,2.529916463
26869,2.499613478
6060,2.448669042
57575,-2.871487941
100169758,-2.884602363
100169759,-2.88724063
1646,-2.896733773
100169753,-2.958217547
100169754,-2.958217547
100169755,-2.959603116
100507321,-2.960504394
100169756,-2.961364645
100169757,-2.961364645
100169751,-3.021338855
9902,-3.02905895
10057,-3.052128936
91661,-3.11689419
6657,-3.126481114
5337,-3.207283229
28973,-3.225272952
9675,-3.226093018
132430,-3.230316692
54903,-3.244660718
23270,-3.291612742
594,-3.368345164
92105,-3.372572213
390916,-3.501686025
8625,-3.545400752
51318,-3.587831259
51255,-3.599039736
401261,-3.599039736
126017,-3.624732886
55929,-3.626945598
4750,-3.626945598
55916,-3.626945598
91869,-3.654321908
139065,-3.654321908
10179,-3.681188389
84057,-3.681188389
55788,-3.681188389
64754,-3.707563685
84792,-3.707563685
3760,-3.739543096
1773,-3.767517886
991,-3.783914236
148327,-3.844591345
221656,-3.864855497
4117,-3.879809266
161835,-3.958787749
55734,-4.094892723
10084,-4.246495627
658,-4.367221166
7138,-4.478619785
5911,-4.523848921
166979,-4.717977025
1281,-5.480913334
101928635,6.564369379
10218,6.175967419
83733,6.062333731
100129075,5.936946451
9148,5.789287468
5146,5.673931771
23581,5.647822702
606495,5.530748349
100874201,5.458831406
56971,5.41121327
3400,5.316203915
8605,5.285854067
53833,5.285854067
344807,5.265967156
81893,5.259420742
387638,5.223173515
100505736,5.223173515
5329,5.137556664
5596,5.105505783
219858,5.063912565
8404,5.036442572
138649,4.981551454
2644,4.936997184
339883,4.903258736
135250,4.901561395
81617,4.871134273
2184,4.871134273
3820,4.815865608
128229,4.80150921
105377650,4.776174115
10668,4.738989882
574407,4.722871245
93611,4.722835208
90632,4.722601641
84134,4.629809906
8632,4.592799629
23710,4.59174462
414318,4.59174462
631,4.589443171
7483,4.588369343
116224,4.567348067
55848,4.542400707
9543,4.539560079
79029,4.531932961
84465,4.487050366
10202,4.480527173
554203,4.45617631
10609,4.445077489
170082,4.445077489
26353,4.41310725
5317,4.401223088
83478,4.382112919
201625,4.365929349
2274,4.357700008
3767,4.317388527
284486,4.286803652
8820,4.286803652
93034,4.273294793
93164,4.230521034
84791,4.155793094
100499467,4.154343494
285671,4.145790665
144699,4.141369942
130367,4.125081731
114905,4.125081731
29760,4.117684664
51233,4.117684664
57214,4.095636155
5653,4.092125214
284541,4.067065061
647946,4.067065061
101926889,4.067065061
100189268,4.067065061
100874300,4.067065061
3397,4.049596809
284408,4.04261001
374659,4.021262642
100996437,4.018375337
57644,4.013578813
100874366,4.00642798
51265,4.004038722
101928834,3.965349285
79973,3.965349285
103021295,3.921990176
26230,3.900155512
319085,3.889295076
8495,3.881044116
105370579,3.855281308
100507002,3.855281308
101954266,3.844305918
389072,3.835796333
9501,3.806755744
138241,3.799977524
554236,3.790955519
80162,3.748251249
51540,3.746623173
57150,3.746584109
2257,3.732535939
9752,3.731476014
93129,3.729494274
387640,3.729251588
101929196,3.729251588
391267,3.714225076
90693,3.702042796
80035,3.68349383
100507316,3.682584355
23251,3.678663101
285352,3.678663101
5698,3.678663101
93655,3.678663101
27257,3.673749001
9479,3.658534246
317671,3.640736874
10622,3.599076314
7851,3.591165279
79001,3.575020292
200765,3.573870564
828,3.55958975
100505811,3.55958975
84436,3.524111281
79689,3.510853775
169270,3.498077625
57713,3.490277559
653145,3.490277559
23464,3.490277559
3364,3.476107245
220042,3.461332256
118881,3.454005931
84953,3.454005931
100506123,3.450993382
54947,3.442750853
8847,3.426734126
54491,3.423122554
5316,3.421601707
55020,3.418009918
10349,3.412919047
9108,3.404372208
163404,3.402801922
27127,3.397397897
389170,3.38678006
125893,3.382360758
353219,3.368985385
65989,3.368985385
8707,3.365734815
634,3.365734815
51104,3.365012196
80031,3.341191937
26796,3.341191937
132671,3.341191937
64077,3.340722364
60386,3.337777208
54102,3.333935811
3110,3.333935811
163786,3.330719615
100775107,3.330719615
5021,3.321629489
8611,3.321629489
128240,3.311046846
55090,3.305419632
64147,3.301849211
57103,3.294336019
283652,3.292622638
136332,3.288697632
6940,3.285470757
5465,3.273148103
105378176,3.272950754
29074,3.269463049
10398,3.268336057
54962,3.253329236
819,3.244058729
8877,3.243257209
55277,3.234987532
255252,3.228403595
10651,3.227589598
102723390,3.22218503
65996,3.218580114
56624,3.215710204
81932,3.20424654
55508,3.197738133
65258,3.180850585
115825,3.164768216
51282,3.155291417
7753,3.153627104
23475,3.145341452
92,3.142202444
1742,3.140525772
10439,3.089989003
84288,3.085706355
2888,3.085706355
203069,3.085706355
123720,3.077611542
1676,3.074087094
23426,3.074087094
10172,3.065325693
203228,3.065325693
57613,3.050950413
6482,3.050950413
90410,3.043400076
6637,3.039623599
284454,3.037191975
91750,3.0325521
51239,3.0325521
60370,3.032013803
4753,3.032013803
54463,3.023823012
154796,3.02085072
90580,3.019323699
4291,3.013912317
100507650,2.99682515
120,2.991002348
100126512,2.989434726
5281,2.980331479
100129617,2.959243295
339803,2.955861614
51256,2.955861614
130576,2.9395217
55107,2.933913827
3420,2.933913827
11099,2.924377624
8702,2.916224703
338657,2.909840782
51422,2.907207181
100132352,2.899596011
642236,2.878049557
11145,2.873018897
151556,2.873018897
23378,2.86561431
5187,2.859875617
55829,2.853202882
83590,2.838686716
9702,2.820938759
6322,2.791836558
84532,2.791781497
3338,2.791745585
8825,2.786260162
90637,2.76181941
79866,2.760430228
84133,2.758438147
441191,2.754668403
124923,2.748089274
1723,2.746283776
23035,2.729118743
1514,2.725995396
29777,2.722197582
57505,2.722197582
120534,2.713299436
100505967,2.711906083
160762,2.702210892
101805492,2.702210892
414328,2.702210892
10248,2.67810439
10920,2.663653346
84246,2.659444574
285331,2.652017135
84795,2.624097113
6546,2.581907272
222236,2.577546944
158,2.55949322
253980,2.548804458
7267,-2.706843875
3149,-2.743660103
10451,-2.811399822
100500862,-2.819345663
5685,-2.875829097
8349,-2.887231668
214,-2.89024763
3301,-2.89024763
6139,-2.89474219
55729,-2.926464829
1287,-2.929171284
11254,-2.9392429
151636,-2.967595788
375056,-2.976179623
4926,-2.978088304
7328,-2.981228662
6836,-2.986260093
9810,-3.006212157
27131,-3.047715709
1207,-3.069214154
6160,-3.082721625
1431,-3.088058596
7528,-3.092731495
4939,-3.115871621
396,-3.120455439
103504731,-3.121043504
51552,-3.127303972
7358,-3.139142842
1982,-3.150432536
10241,-3.152140734
6142,-3.155683598
7707,-3.161067313
2033,-3.163861609
9643,-3.165344378
9648,-3.172501617
6611,-3.173032181
7337,-3.180952435
5093,-3.187520364
55159,-3.19188243
2316,-3.193832313
1958,-3.196231348
10951,-3.199034104
223117,-3.210570262
1857,-3.213497095
163,-3.22843696
3376,-3.308954598
375,-3.314966055
102466864,-3.326070032
7706,-3.326914343
11163,-3.343209624
6872,-3.360240135
3654,-3.371820765
65264,-3.37566041
8500,-3.382049921
11113,-3.389019258
4192,-3.413505067
831,-3.4172355
55818,-3.419848696
23376,-3.419848696
6223,-3.423808529
23023,-3.42744473
4848,-3.434552434
92154,-3.434552434
85403,-3.434552434
5230,-3.437582223
374354,-3.441848485
11091,-3.441848485
6744,-3.443496372
9219,-3.449107823
9950,-3.456330817
80381,-3.463517829
6428,-3.482784623
50488,-3.498925451
10818,-3.519760274
4012,-3.526638883
80124,-3.526638883
4605,-3.533484851
23576,-3.547080094
100128494,-3.547080094
23022,-3.547080094
9830,-3.558334787
9659,-3.564029683
6949,-3.56723572
5524,-3.573892168
10109,-3.5936792
64319,-3.596950814
3189,-3.599419085
8480,-3.606721375
93664,-3.619646703
2975,-3.625058317
4641,-3.626066199
10632,-3.629265268
222658,-3.632457258
4886,-3.633316524
64783,-3.641991072
57153,-3.651462297
6167,-3.652475061
64332,-3.653802231
6319,-3.658186076
23152,-3.663994645
140735,-3.676419064
23586,-3.682591378
79962,-3.688737398
4171,-3.688737398
9321,-3.702001557
10209,-3.707019905
9529,-3.713062948
51727,-3.719080785
3429,-3.730766374
84343,-3.739947707
9534,-3.74290421
6867,-3.74290421
367,-3.74290421
24149,-3.754670003
10598,-3.789402381
2622,-3.794823962
442075,-3.794823962
23304,-3.806459957
83696,-3.817720651
26118,-3.823318209
104472848,-3.828185941
122809,-3.828894132
130074,-3.839981741
5037,-3.856455
8614,-3.86190455
83637,-3.86190455
7525,-3.867333593
65056,-3.872742282
79670,-3.872742282
5373,-3.87682551
9053,-3.899485688
23325,-3.90477539
10163,-3.946408966
9344,-3.959176856
4579,-3.962570006
6091,-3.966783702
79848,-3.966783702
100507246,-3.967643286
84516,-3.996816236
26190,-3.996816236
1192,-4.011764702
64327,-4.01303987
22877,-4.026236311
83872,-4.038011266
23560,-4.04552159
3007,-4.04552159
3725,-4.06455247
8165,-4.06455247
4204,-4.09263621
1374,-4.09726414
9448,-4.101877272
3691,-4.149369316
402483,-4.157222586
158293,-4.167161223
64855,-4.204101174
8878,-4.209454618
360023,-4.216916221
51759,-4.228758926
1719,-4.265755906
1786,-4.281103912
100500815,-4.285559652
283459,-4.291897961
1534,-4.313546644
58487,-4.319500217
100169767,-4.324856052
5802,-4.377722486
103504728,-4.383837779
3728,-4.3890902
3710,-4.404109146
100169768,-4.431509266
11273,-4.529254981
7916,-4.614101374
27230,-4.694452717
3964,-4.703470084
63939,-4.730188869
100169766,-4.80696275
100169765,-4.990892268
100169764,-5.27795139
100288142,-5.335537042
100169763,-5.380020007
2005,-5.668338986
79665,-5.722116078
100169761,-6.059100012
100169762,-6.060106628
92815,11.47047076
2688,9.609469796
83445,9.25488329
101954273,7.731546718
100873746,7.632470618
102724301,7.439855312
151174,7.289396422
54414,7.251193405
79710,7.044690759
29844,6.405588378
100873757,6.116492938
26860,6.115583776
26863,6.064050137
221442,5.961999592
26869,5.815116999
5230,5.708572789
6060,5.681805578
85407,5.600404018
26871,5.530745695
26870,5.494236911
94104,5.410928838
100189107,5.36470513
50865,5.301634397
26864,5.300942334
101954269,5.208593776
100169760,5.201673264
100169765,5.048963426
100169766,5.046972307
100169764,5.04631255
100169768,5.041088055
100169767,5.040673782
100169761,5.008367079
100169763,5.008054701
100169762,5.007347265
26865,4.975387277
103625684,4.85228613
8341,4.83990787
26866,4.827597599
8228,4.764399602
8348,4.758931611
26855,4.668662099
10406,4.66438648
53335,4.516255632
100500815,4.409432645
101954275,4.363036287
388228,4.361949601
220988,4.299452512
8335,4.197730404
388698,3.982367623
3146,3.78068473
64782,3.615439033
6029,2.920885688
4550,-2.551201393
2597,-2.790110728
60,-2.806276951
4549,-2.812368896
26986,-2.840670368
1938,-3.144167167
26851,-3.283546835
780853,-3.287095846
780852,-3.30027349
2674,-3.326781128
6147,-3.346888949
7175,-3.358882777
79026,-3.38330483
6137,-3.384612733
204851,-3.394966884
81671,-3.427888151
83872,-3.520765708
1655,-3.528104355
6124,-3.540177466
3021,-3.577719954
3875,-3.582371172
8202,-3.635865651
10513,-3.636963682
2625,-3.73206324
2778,-3.802463672
