sample  ,gene,tumor,cell_line,E2_status
Brain.3,GRB2,Brain,ZR751,ED
Brain.3,MBNL2,Brain,ZR751,ED
Brain.3,POLI,Brain,ZR751,ED
Brain.3,RAF1,Brain,ZR751,ED
Brain.3,TOM1L2,Brain,ZR751,ED
Brain.3,PCNX2,Brain,ZR751,ED
Brain.3,MOB1A,Brain,ZR751,ED
Brain.3,CDC42,Brain,ZR751,ED
Brain.3,GRIN2B,Brain,ZR751,ED
Brain.3,TMOD3,Brain,ZR751,ED
Brain.3,TSPAN13,Brain,ZR751,ED
Brain.3,ABCE1,Brain,ZR751,ED
Brain.3,ADGRL3,Brain,ZR751,ED
Brain.3,OAT,Brain,ZR751,ED
Brain.3,NFYB,Brain,ZR751,ED
Brain.3,NEMP1,Brain,ZR751,ED
Brain.3,RBM19,Brain,ZR751,ED
Brain.3,NF2,Brain,ZR751,ED
Brain.3,MAPK1,Brain,ZR751,ED
Brain.3,SMU1,Brain,ZR751,ED
Brain.3,TTLL5,Brain,ZR751,ED
Brain.3,EIF1,Brain,ZR751,ED
Brain.3,SHC1,Brain,ZR751,ED
Brain.3,ZDHHC21,Brain,ZR751,ED
Brain.3,U2AF2,Brain,ZR751,ED
Brain.3,TNRC6B,Brain,ZR751,ED
Brain.3,WASF2,Brain,ZR751,ED
Brain.3,PPIL2,Brain,ZR751,ED
Brain.3,H1-10,Brain,ZR751,ED
Brain.3,ZFP90,Brain,ZR751,ED
Brain.3,WWC3,Brain,ZR751,ED
Brain.3,NFIX,Brain,ZR751,ED
Brain.3,INO80,Brain,ZR751,ED
Brain.3,CEP192,Brain,ZR751,ED
Brain.3,CCP110,Brain,ZR751,ED
Brain.3,ZNF629,Brain,ZR751,ED
Brain.3,DDX56,Brain,ZR751,ED
Brain.3,DNHD1,Brain,ZR751,ED
Brain.3,CBX2,Brain,ZR751,ED
Brain.3,RANGAP1,Brain,ZR751,ED
Brain.3,ENOPH1,Brain,ZR751,ED
Brain.3,FLII,Brain,ZR751,ED
Brain.3,SOX4,Brain,ZR751,ED
Brain.3,PPP2R3A,Brain,ZR751,ED
Brain.3,MTCH2,Brain,ZR751,ED
Brain.3,NBAS,Brain,ZR751,ED
Brain.3,SH3GLB1,Brain,ZR751,ED
Brain.3,WASHC5,Brain,ZR751,ED
Brain.3,SETD3,Brain,ZR751,ED
Brain.3,FEM1C,Brain,ZR751,ED
Brain.3,IFT140,Brain,ZR751,ED
Brain.3,TTN,Brain,ZR751,ED
Brain.3,EIF3J,Brain,ZR751,ED
Brain.3,UBFD1,Brain,ZR751,ED
Brain.3,ATRN,Brain,ZR751,ED
Brain.3,PDXK,Brain,ZR751,ED
Brain.3,KRT8,Brain,ZR751,ED
Brain.3,C12orf4,Brain,ZR751,ED
Brain.3,RBM12B,Brain,ZR751,ED
Brain.3,S100A13,Brain,ZR751,ED
Brain.3,TDRKH,Brain,ZR751,ED
Brain.3,ACAP2,Brain,ZR751,ED
Brain.3,MYO9B,Brain,ZR751,ED
Brain.3,ZNF609,Brain,ZR751,ED
Brain.3,SERINC3,Brain,ZR751,ED
Brain.3,HIP1R,Brain,ZR751,ED
Brain.3,RC3H1,Brain,ZR751,ED
Brain.3,CPNE3,Brain,ZR751,ED
Brain.3,B4GALT1,Brain,ZR751,ED
Brain.3,ATXN2,Brain,ZR751,ED
Brain.3,TMF1,Brain,ZR751,ED
Brain.3,NEMF,Brain,ZR751,ED
Brain.3,DACH1,Brain,ZR751,ED
Brain.3,EGLN1,Brain,ZR751,ED
Brain.3,PER2,Brain,ZR751,ED
Brain.3,BICDL1,Brain,ZR751,ED
Brain.3,KHDRBS1,Brain,ZR751,ED
Brain.3,DIAPH1,Brain,ZR751,ED
Brain.3,PSME4,Brain,ZR751,ED
Brain.3,RNA5S9,Brain,ZR751,ED
Brain.3,CCDC57,Brain,ZR751,ED
Brain.3,HIPK3,Brain,ZR751,ED
Brain.3,ZNF462,Brain,ZR751,ED
Brain.3,MTDH,Brain,ZR751,ED
Brain.3,ARPC5,Brain,ZR751,ED
Brain.3,HIPK2,Brain,ZR751,ED
Brain.3,MUC19,Brain,ZR751,ED
Brain.3,PHKB,Brain,ZR751,ED
Brain.3,CAPN2,Brain,ZR751,ED
Brain.3,TPM4,Brain,ZR751,ED
Brain.3,IQCE,Brain,ZR751,ED
Brain.3,RIMKLB,Brain,ZR751,ED
Brain.3,SSPN,Brain,ZR751,ED
Brain.3,PPP1CA,Brain,ZR751,ED
Brain.3,CTDSP2,Brain,ZR751,ED
Brain.3,LPGAT1,Brain,ZR751,ED
Brain.3,TMCO3,Brain,ZR751,ED
Brain.3,ENO1,Brain,ZR751,ED
Brain.3,TET2,Brain,ZR751,ED
Brain.4,PLCXD3,Brain,MCF7,E2
Brain.4,SULF1,Brain,MCF7,E2
Brain.4,IFI44,Brain,MCF7,E2
Brain.4,PCDH10,Brain,MCF7,E2
Brain.4,RASGRP1,Brain,MCF7,E2
Brain.4,PABPC4L,Brain,MCF7,E2
Brain.4,LDLRAD4,Brain,MCF7,E2
Brain.4,HERC6,Brain,MCF7,E2
Brain.4,GPR171,Brain,MCF7,E2
Brain.4,GPR132,Brain,MCF7,E2
Brain.4,SAMD9,Brain,MCF7,E2
Brain.4,TGM2,Brain,MCF7,E2
Brain.4,BRINP3,Brain,MCF7,E2
Brain.4,TSIX,Brain,MCF7,E2
Brain.4,ADAMTS19,Brain,MCF7,E2
Brain.4,ITGB6,Brain,MCF7,E2
Brain.4,LRRTM3,Brain,MCF7,E2
Brain.4,SEMA3D,Brain,MCF7,E2
Brain.4,IFITM1,Brain,MCF7,E2
Brain.4,RNU4-2,Brain,MCF7,E2
Brain.4,BISPR,Brain,MCF7,E2
Brain.4,MX2,Brain,MCF7,E2
Brain.4,LINC02720,Brain,MCF7,E2
Brain.4,ZSCAN22,Brain,MCF7,E2
Brain.4,IFIT3,Brain,MCF7,E2
Brain.4,VCAN,Brain,MCF7,E2
Brain.4,IFI27,Brain,MCF7,E2
Brain.4,DDX60,Brain,MCF7,E2
Brain.4,EFNA5,Brain,MCF7,E2
Brain.4,ZNF827,Brain,MCF7,E2
Brain.4,FUT9,Brain,MCF7,E2
Brain.4,GABRP,Brain,MCF7,E2
Brain.4,LRP1B,Brain,MCF7,E2
Brain.4,CAV1,Brain,MCF7,E2
Brain.4,GRIN1,Brain,MCF7,E2
Brain.4,MISP3,Brain,MCF7,E2
Brain.4,MIR1207,Brain,MCF7,E2
Brain.4,SLC27A6,Brain,MCF7,E2
Brain.4,BST2,Brain,MCF7,E2
Brain.4,HMCN1,Brain,MCF7,E2
Brain.4,FAT4,Brain,MCF7,E2
Brain.4,XAF1,Brain,MCF7,E2
Brain.4,ZNF462,Brain,MCF7,E2
Brain.4,PXYLP1,Brain,MCF7,E2
Brain.4,KLHL23,Brain,MCF7,E2
Brain.4,COL5A1,Brain,MCF7,E2
Brain.4,OAS1,Brain,MCF7,E2
Brain.4,IFIT1,Brain,MCF7,E2
Brain.4,PRUNE2,Brain,MCF7,E2
Brain.4,TGFB2,Brain,MCF7,E2
Brain.4,ROBO1,Brain,MCF7,E2
Brain.4,FSTL3,Brain,MCF7,E2
Brain.4,NBPF6,Brain,MCF7,E2
Brain.4,MX1,Brain,MCF7,E2
Brain.4,BMPER,Brain,MCF7,E2
Brain.4,COL4A6,Brain,MCF7,E2
Brain.4,RIMS4,Brain,MCF7,E2
Brain.4,CDR1,Brain,MCF7,E2
Brain.4,LCP1,Brain,MCF7,E2
Brain.4,MEIS1,Brain,MCF7,E2
Brain.4,DDX58,Brain,MCF7,E2
Brain.4,BMP5,Brain,MCF7,E2
Brain.4,FAM169A,Brain,MCF7,E2
Brain.4,RABEPK,Brain,MCF7,E2
Brain.4,MPZL2,Brain,MCF7,E2
Brain.4,PLSCR1,Brain,MCF7,E2
Brain.4,PARP9,Brain,MCF7,E2
Kidney.1,CEACAM5,Kidney,MCF7,E2
Kidney.1,ADGRG6,Kidney,MCF7,E2
Kidney.1,MSL2,Kidney,MCF7,E2
Kidney.1,EPN2,Kidney,MCF7,E2
Kidney.1,TRIM13,Kidney,MCF7,E2
Kidney.1,RASSF8,Kidney,MCF7,E2
Kidney.1,ZNF286A,Kidney,MCF7,E2
Kidney.1,PMP22,Kidney,MCF7,E2
Kidney.1,ZNF623,Kidney,MCF7,E2
Kidney.1,ZMAT2,Kidney,MCF7,E2
Kidney.1,POLR2D,Kidney,MCF7,E2
Kidney.1,SEMA3A,Kidney,MCF7,E2
Kidney.1,ZNF43,Kidney,MCF7,E2
Kidney.1,MMADHC,Kidney,MCF7,E2
Kidney.1,PABPC4L,Kidney,MCF7,E2
Kidney.1,DTNB,Kidney,MCF7,E2
Kidney.1,PDCL3,Kidney,MCF7,E2
Kidney.1,DBN1,Kidney,MCF7,E2
Kidney.1,FADS1,Kidney,MCF7,E2
Kidney.1,OSBPL10,Kidney,MCF7,E2
Kidney.1,RYBP,Kidney,MCF7,E2
Kidney.1,NEBL,Kidney,MCF7,E2
Kidney.1,DEPDC1B,Kidney,MCF7,E2
Kidney.1,ADSS2,Kidney,MCF7,E2
Kidney.1,INIP,Kidney,MCF7,E2
Kidney.1,EARS2,Kidney,MCF7,E2
Kidney.1,MORC3,Kidney,MCF7,E2
Kidney.1,MEN1,Kidney,MCF7,E2
Kidney.1,RDH11,Kidney,MCF7,E2
Kidney.1,ZNF627,Kidney,MCF7,E2
Kidney.1,FUT9,Kidney,MCF7,E2
Kidney.1,RPF2,Kidney,MCF7,E2
Kidney.1,RANBP10,Kidney,MCF7,E2
Kidney.1,LAMTOR1,Kidney,MCF7,E2
Kidney.1,TNNT1,Kidney,MCF7,E2
Kidney.1,EIF2D,Kidney,MCF7,E2
Kidney.1,GFOD2,Kidney,MCF7,E2
Kidney.1,PCDH10,Kidney,MCF7,E2
Kidney.1,ZNF121,Kidney,MCF7,E2
Kidney.1,ZNF675,Kidney,MCF7,E2
Kidney.1,SLC2A4RG,Kidney,MCF7,E2
Kidney.1,EML1,Kidney,MCF7,E2
Kidney.1,TMEM184A,Kidney,MCF7,E2
Kidney.1,DCAF17,Kidney,MCF7,E2
Kidney.1,ARAP2,Kidney,MCF7,E2
Kidney.1,CBR4,Kidney,MCF7,E2
Kidney.1,MAP3K8,Kidney,MCF7,E2
Kidney.1,TMEM65,Kidney,MCF7,E2
Kidney.1,SPOP,Kidney,MCF7,E2
Kidney.1,COPS2,Kidney,MCF7,E2
Kidney.1,POF1B,Kidney,MCF7,E2
Kidney.1,CLK2,Kidney,MCF7,E2
Kidney.1,STRADA,Kidney,MCF7,E2
Kidney.1,BCAP29,Kidney,MCF7,E2
Kidney.1,C11orf80,Kidney,MCF7,E2
Kidney.1,RLF,Kidney,MCF7,E2
Kidney.1,ZNF736,Kidney,MCF7,E2
Kidney.1,ATXN10,Kidney,MCF7,E2
Kidney.1,HMMR,Kidney,MCF7,E2
Kidney.1,FAM111A,Kidney,MCF7,E2
Kidney.1,SEPTIN8,Kidney,MCF7,E2
Kidney.1,PDLIM5,Kidney,MCF7,E2
Kidney.1,MGP,Kidney,MCF7,E2
Kidney.1,ATF7IP2,Kidney,MCF7,E2
Kidney.1,ATP11C,Kidney,MCF7,E2
Kidney.1,TSPAN13,Kidney,MCF7,E2
Kidney.1,LTBP1,Kidney,MCF7,E2
