"genes","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"167838",6.99093385987182,7.25884717777275,4.49092110117338,4.08999678277532e-05,0.18235039416702
"118430",6.44177753811197,6.53638115330166,5.5345772474051,4.26286292628471e-05,0.18235039416702
"10595",6.25156405678174,6.32297751519246,5.77362526653842,5.23493954546468e-05,0.18235039416702
"10855",6.70185715523586,6.96934056057776,4.14812491041634,8.03656478634623e-05,0.190613569404198
"9308",6.64750029784058,6.91489277655538,4.08437264221906,9.12026647866978e-05,0.190613569404198
"100507388",6.40693848231529,6.67388467705159,3.80631654232175,0.000159265604837128,0.242788318486292
"375611",5.98224847957503,6.12134365402281,4.35224091032779,0.000184866306772891,0.242788318486292
"128387",6.33996239400001,6.60677048119305,3.73033575292049,0.00018586665530051,0.242788318486292
"2938",5.77612496478829,5.91489277655538,4.1142851809163,0.000296594087196452,0.320372865533756
"283514",5.71963963074288,5.85830924818902,4.04988981785044,0.000337388084225588,0.320372865533756
"26112",5.71963963074288,5.85830924818902,4.04988981785044,0.000337388084225588,0.320372865533756
"81849",5.94859410285622,6.21445305841429,3.30261475156849,0.000454623824019779,0.320372865533756
"100616274",5.94859410285622,6.21445305841429,3.30261475156849,0.000454623824019779,0.320372865533756
"100616288",5.535563149263,5.67388467705159,3.84312942683618,0.000512303269115937,0.320372865533756
"442524",6.03946626342993,6.38437805985661,3.03618582632189,0.000537835447039336,0.320372865533756
"195814",5.29107532273427,5.38437805985661,4.20429532383376,0.000601938393753041,0.320372865533756
"339184",6.18259524945537,6.67388467705159,2.73112557466455,0.000663345968762551,0.320372865533756
"79689",5.14410992788773,5.21445305841429,4.50464030441368,0.000664171471923232,0.320372865533756
"23129",-5.82735237851148,-5.88883474999773,6.06166557084478,0.000689142226563991,0.320372865533756
"1490",5.39834963608535,5.53638115330165,3.6926218865935,0.000697673033311308,0.320372865533756
"102724329",5.75651820431667,6.0218079804719,3.10465087815372,0.000700893991034408,0.320372865533756
"3698",4.78647449003304,4.79941555913545,6.87014113781658,0.000710025062540576,0.320372865533756
"169200",-4.98471738049626,-4.99500030721466,7.62891400091704,0.000711841487137225,0.320372865533756
"345275",5.09837060060119,5.16864936880117,4.45304722562661,0.000735784571560779,0.320372865533756
"6563",5.00606580331166,5.06244996496924,4.71573904728189,0.000775243345711069,0.324051718507227
"5288",5.12144581187955,5.21445305841429,4.01534305175565,0.000879880176154758,0.352798647437698
"200162",5.00229731617855,5.07243405354186,4.34536909366537,0.00091153717519788,0.352798647437698
"2688",4.96046883927851,5.0305407170145,4.29881590617797,0.00100024157386644,0.356832977278183
"644068",4.88069617147174,4.93691908288538,4.57520963050716,0.0010244008917077,0.356832977278183
"100506930",4.88069617147174,4.93691908288538,4.57520963050716,0.0010244008917077,0.356832977278183
"101927018",4.899366878415,4.96934056057776,4.23121164106277,0.0011450485791031,0.38599218231056
"9830",-5.5316649623459,-5.59290186364331,5.80260264195371,0.00125804889387507,0.410831591906078
"85441",-5.09913600578881,-5.12984284950152,6.28835186451812,0.00132285035703917,0.413855591137819
"25864",4.92918056149842,5.0218079804719,3.80671449174838,0.00134651579891731,0.413855591137819
"399",5.07721876980394,5.21445305841429,3.35514407842102,0.00142313194467689,0.424906537767814
"144203",5.81232816100618,6.30191589966463,2.39952506091625,0.00150445948474434,0.424908151772388
"102465534",5.81232816100618,6.30191589966463,2.39952506091625,0.00150445948474434,0.424908151772388
"7422",-5.42485156261934,-5.4859866597268,5.70969578420295,0.00155665125703571,0.428079095684819
"6520",-5.26638793130653,-5.3153678881144,5.84564115335735,0.00160335040006823,0.429615684120845
"102465753",4.64400244973029,4.69987988558454,4.31420315573804,0.00172286012631641,0.431642918940467
"341640",-4.95950403146317,-4.99011808583491,6.16556459976841,0.0017592790373845,0.431642918940467
"728194",5.72533293254472,6.21445305841429,2.32683720418183,0.0018175332704758,0.431642918940467
"345643",4.78511042940789,4.87741807113672,3.65498856862462,0.00184517537402085,0.431642918940467
"219858",4.66845243317503,4.7380150144713,3.98075188727265,0.00189876104806569,0.431642918940467
"89765",4.66845243317503,4.7380150144713,3.98075188727265,0.00189876104806569,0.431642918940467
"84187",-4.9173540379211,-4.94793827034261,6.12863802618687,0.00191587918153081,0.431642918940467
"100169851",4.49642670367222,4.53638115330165,4.70678307312773,0.00196506657329507,0.431642918940467
"9866",-5.30196751794461,-5.36297576962146,5.60324127371989,0.00198266603915238,0.431642918940467
"10371",4.29340897992119,4.30560094647249,6.42751217577221,0.00207626078736858,0.442794392408197
"79955",4.39963903904877,4.43684547975074,4.7157381163199,0.00234205759071457,0.484991025193548
"100996643",4.8801855187808,5.0273675058138,3.05354941250151,0.00236694184544219,0.484991025193548
"375743",-5.1758916848602,-5.23675805341804,5.49448997931181,0.00253203954559083,0.504580185303564
"84898",-5.16763380244405,-5.22849043743444,5.48738311800981,0.00257259219080266,0.504580185303564
"139818",4.62504067833117,4.71695339894347,3.49168635683009,0.00260740000061172,0.504580185303564
"4676",-5.12135068627302,-5.18215172276757,5.44758775428083,0.00281134435386189,0.53415542723376
"1191",-5.09546519493592,-5.15623434839293,5.42535771668067,0.00295373892456623,0.540239313888063
"54414",4.07233733980218,4.07726867968079,7.59299985943402,0.00297370431274093,0.540239313888063
"80736",4.70836548037773,4.83764977762292,3.06982338492693,0.00299845743593375,0.540239313888063
