raw_id,gene,logFC,unshrunk.logFC,logCPM,PValue,FDR,sample,tumor,Cell_line,Estrogen_status
femur_15_I,1786,-4.3032295,-4.312341246,7.750095749,0.006505439,0.419144266,Bone.4,Bone,MCF-7,E2
femur_15_I,554236,3.768711341,3.778880841,5.893449677,0.00670289,0.424615696,Bone.4,Bone,MCF-7,E2
femur_15_I,100169767,-4.346961015,-4.357445974,7.612949157,0.006819447,0.424615696,Bone.4,Bone,MCF-7,E2
femur_15_I,130367,4.102895417,4.14811465,3.407998315,0.0068216,0.424615696,Bone.4,Bone,MCF-7,E2
femur_15_I,114905,4.102895417,4.14811465,3.407998315,0.0068216,0.424615696,Bone.4,Bone,MCF-7,E2
femur_15_I,57150,3.724337405,3.733077151,6.151864364,0.007103517,0.438448186,Bone.4,Bone,MCF-7,E2
femur_15_I,101954266,3.822077002,3.840269823,4.755547674,0.007240083,0.443153444,Bone.4,Bone,MCF-7,E2
femur_15_I,2257,3.710289851,3.719271352,6.077171546,0.007360068,0.446774347,Bone.4,Bone,MCF-7,E2
femur_15_I,83872,-4.060182991,-4.06620447,8.055241739,0.007425196,0.447033312,Bone.4,Bone,MCF-7,E2
femur_15_I,10202,4.458418348,4.56315215,2.522098913,0.007641723,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,105378101,5.17128486,5.470042745,1.882331653,0.007866729,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,29760,4.095511164,4.14811465,3.177643674,0.007959745,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,51233,4.095511164,4.14811465,3.177643674,0.007959745,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,101928834,3.94314964,3.978189649,3.683562425,0.008008149,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,79973,3.94314964,3.978189649,3.683562425,0.008008149,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,8495,3.858830092,3.885080244,4.102080319,0.008011224,0.456142972,Bone.4,Bone,MCF-7,E2
femur_15_I,3691,-4.171494866,-4.180560277,7.638334831,0.00829181,0.46848729,Bone.4,Bone,MCF-7,E2
femur_15_I,100847012,5.345959052,5.733077151,1.767988442,0.008412005,0.469357738,Bone.4,Bone,MCF-7,E2
femur_15_I,11273,-4.551243345,-4.569561773,7.100393909,0.008468102,0.469357738,Bone.4,Bone,MCF-7,E2
femur_15_I,93129,3.707259817,3.721849896,5.067862304,0.008498922,0.469357738,Bone.4,Bone,MCF-7,E2
femur_15_I,138241,3.777757759,3.800191347,4.308808837,0.008777891,0.478340815,Bone.4,Bone,MCF-7,E2
femur_15_I,27257,3.651508098,3.662687823,5.547703286,0.008791833,0.478340815,Bone.4,Bone,MCF-7,E2
femur_15_I,319085,3.867093878,3.900187137,3.713952117,0.009106401,0.491812619,Bone.4,Bone,MCF-7,E2
femur_15_I,100874366,3.984251156,4.032637433,3.218971197,0.00949046,0.508813344,Bone.4,Bone,MCF-7,E2
femur_15_I,9479,3.636301149,3.651055882,4.964635479,0.009909498,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,80035,3.661265862,3.678629367,4.672968329,0.010009973,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,10622,3.576834912,3.587399696,5.572941734,0.010111936,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,103021295,3.899804425,3.941663773,3.371395742,0.010119142,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,93034,4.251174418,4.340759728,2.583641681,0.010140652,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,90693,3.679821743,3.700655673,4.349337976,0.010439878,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,101927286,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,100189086,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,54769,4.578140715,4.733077151,2.172771353,0.010462012,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,3710,-4.426097449,-4.444342387,6.994784703,0.010506694,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,79001,3.552778735,3.56315215,5.581200117,0.010575767,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,64327,-4.035165377,-4.044178164,7.523116817,0.010604557,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,391267,3.692008559,3.715155243,4.171022894,0.010726516,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,6319,-3.680399935,-3.68362443,8.509579868,0.010755524,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,3728,-4.411078496,-4.429314178,6.982121579,0.010778946,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,200765,3.551631574,3.56315215,5.365576624,0.010912501,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,5802,-4.399710776,-4.417939388,6.972538444,0.01098921,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,7916,-4.635978966,-4.661777995,6.753568844,0.011021032,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,387640,3.70704066,3.733077151,3.97952731,0.011084566,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,101929196,3.70704066,3.733077151,3.97952731,0.011084566,0.51857414,Bone.4,Bone,MCF-7,E2
femur_15_I,80162,3.726047378,3.755797228,3.772526219,0.011544061,0.536652695,Bone.4,Bone,MCF-7,E2
femur_15_I,220042,3.43908036,3.444507653,6.745977147,0.011720534,0.541429692,Bone.4,Bone,MCF-7,E2
femur_15_I,169270,3.475834507,3.485149638,5.707718082,0.012051664,0.553153898,Bone.4,Bone,MCF-7,E2
femur_15_I,58487,-4.341488477,-4.35967999,6.923475353,0.012124953,0.553153898,Bone.4,Bone,MCF-7,E2
femur_15_I,1534,-4.335534901,-4.353722535,6.918460083,0.012246819,0.553965071,Bone.4,Bone,MCF-7,E2
femur_15_I,3364,3.453862131,3.462223241,5.900857791,0.012293575,0.553965071,Bone.4,Bone,MCF-7,E2
femur_15_I,5316,3.399348087,3.403953555,7.012052769,0.012414412,0.555999137,Bone.4,Bone,MCF-7,E2
femur_15_I,100507316,3.660379326,3.688683032,3.800777213,0.012883956,0.568830679,Bone.4,Bone,MCF-7,E2
femur_15_I,9501,3.784573559,3.826186555,3.297807397,0.013001429,0.568830679,Bone.4,Bone,MCF-7,E2
femur_15_I,9752,3.709280481,3.742900234,3.564414289,0.013005577,0.568830679,Bone.4,Bone,MCF-7,E2
femur_15_I,5653,4.069996015,4.14811465,2.642475278,0.013010695,0.568830679,Bone.4,Bone,MCF-7,E2
femur_15_I,51540,3.724433289,3.761091527,3.443133363,0.013410627,0.582846461,Bone.4,Bone,MCF-7,E2
femur_15_I,9108,3.382124507,3.38912275,6.171805442,0.013703994,0.592093133,Bone.4,Bone,MCF-7,E2
femur_15_I,63939,-4.751908145,-4.788523289,6.426978138,0.014201689,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,105370579,3.833117077,3.885080244,3.018704828,0.014249922,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,100507002,3.833117077,3.885080244,3.018704828,0.014249922,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,84436,3.5018881,3.520083428,4.426184212,0.014258363,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,54491,3.400882547,3.411149056,5.42205857,0.014381529,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,360023,-4.238904425,-4.257026813,6.837099587,0.014383874,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,100288142,-5.356739055,-5.429993822,6.114415196,0.014465186,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,8847,3.404495598,3.415398529,5.306041732,0.014513851,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,8878,-4.231442817,-4.249559983,6.830820065,0.01456194,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,125893,3.360115172,3.367895858,5.931752101,0.014622915,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,64855,-4.22608937,-4.244202772,6.826314967,0.014690901,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,26231,4.287069576,4.411149056,2.248431958,0.014782732,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,3964,-4.725189339,-4.761778433,6.404377275,0.014808305,0.594355205,Bone.4,Bone,MCF-7,E2
femur_15_I,27230,-4.716171964,-4.752752158,6.396749522,0.015018099,0.596383554,Bone.4,Bone,MCF-7,E2
femur_15_I,6167,-3.67464669,-3.680550778,7.728844413,0.015021233,0.596383554,Bone.4,Bone,MCF-7,E2
femur_15_I,4886,-3.655488148,-3.661385544,7.712738809,0.015539,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,158293,-4.189149398,-4.207236446,6.795234146,0.015608757,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,828,3.537382689,3.56315215,3.855357509,0.015805817,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100505811,3.537382689,3.56315215,3.855357509,0.015805817,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,402483,-4.179210754,-4.197290596,6.786873435,0.015864231,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,6940,3.263216501,3.267261916,7.089325837,0.016001398,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,79689,3.488639639,3.51068473,4.076010493,0.016060858,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,54947,3.420526784,3.437621268,4.462682861,0.01641563,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,55020,3.395782223,3.411149056,4.634368882,0.016543937,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,27127,3.375167173,3.38912275,4.794242247,0.016650558,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,51104,3.342776697,3.354565528,5.0839655,0.016817531,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100287284,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,114088,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,285962,4.851270923,5.14811465,1.751106331,0.016907501,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,64077,3.318483269,3.328686896,5.3403197,0.01694228,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,163786,3.308479034,3.318039652,5.457902392,0.016993523,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100775107,3.308479034,3.318039652,5.457902392,0.016993523,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,57103,3.272090017,3.279359184,5.961595803,0.01717923,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,3429,-3.752891778,-3.761778433,7.28582154,0.017347874,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,9448,-4.123865407,-4.141904197,6.740326144,0.017355765,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,1374,-4.119252272,-4.137287569,6.736447141,0.017485507,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,4204,-4.11462434,-4.13265612,6.732555811,0.017616524,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,60386,3.315541509,3.327084791,5.095536678,0.017648545,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,819,3.221809193,3.227549118,6.36800777,0.018184428,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,9321,-3.724126949,-3.73299931,7.261725968,0.01821561,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,29074,3.247218708,3.255029854,5.788738007,0.018308052,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,3725,-4.086540581,-4.104550782,6.708944416,0.018430307,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,8165,-4.086540581,-4.104550782,6.708944416,0.018430307,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,64147,3.279611457,3.290133655,5.236796783,0.018459503,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100506123,3.428782449,3.451543644,3.972513284,0.018488371,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,128240,3.288810956,3.300117744,5.106974381,0.018501246,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,5021,3.299395739,3.311613383,4.969159256,0.018548575,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,8611,3.299395739,3.311613383,4.969159256,0.018548575,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,54102,3.311704547,3.324992412,4.822474472,0.018602668,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,3110,3.311704547,3.324992412,4.822474472,0.018602668,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,2316,-3.216080549,-3.217091036,9.608445472,0.018616528,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,8707,3.34350995,3.359618756,4.498005624,0.018737703,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,634,3.34350995,3.359618756,4.498005624,0.018737703,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,389170,3.364559413,3.382579904,4.317245859,0.018823284,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,10349,3.390703623,3.411149056,4.121406131,0.018925338,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,23560,-4.06750969,-4.085505026,6.69294647,0.019000412,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,3007,-4.06750969,-4.085505026,6.69294647,0.019000412,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,154075,4.316383827,4.470042745,2.058437574,0.019189964,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,57713,3.468077502,3.496037954,3.671595577,0.019199422,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,653145,3.468077502,3.496037954,3.671595577,0.019199422,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,23464,3.468077502,3.496037954,3.671595577,0.019199422,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,10651,3.205343297,3.212244988,5.98476336,0.01938757,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,7851,3.568985116,3.607546269,3.262352497,0.019492348,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,22877,-4.048224398,-4.06620447,6.676736415,0.019593902,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,317671,3.618566452,3.662687823,3.106328584,0.019608579,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,64332,-3.675927603,-3.684775364,7.221382743,0.019756696,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,284541,4.044979338,4.14811465,2.320108146,0.019798566,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,647946,4.044979338,4.14811465,2.320108146,0.019798566,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,101926889,4.044979338,4.14811465,2.320108146,0.019798566,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100189268,4.044979338,4.14811465,2.320108146,0.019798566,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,100874300,4.044979338,4.14811465,2.320108146,0.019798566,0.60340442,Bone.4,Bone,MCF-7,E2
femur_15_I,26230,3.878036221,3.955469572,2.548905199,0.019900343,0.604000095,Bone.4,Bone,MCF-7,E2
femur_15_I,54962,3.231091166,3.241224055,5.257253799,0.020110746,0.607874185,Bone.4,Bone,MCF-7,E2
femur_15_I,84516,-4.018804303,-4.036760693,6.652010821,0.020530647,0.615500406,Bone.4,Bone,MCF-7,E2
femur_15_I,26190,-4.018804303,-4.036760693,6.652010821,0.020530647,0.615500406,Bone.4,Bone,MCF-7,E2
femur_15_I,5465,3.250916343,3.263591868,4.849959484,0.020670849,0.616444165,Bone.4,Bone,MCF-7,E2
femur_15_I,2975,-3.647183677,-3.656016371,7.197342424,0.020729981,0.616444165,Bone.4,Bone,MCF-7,E2
femur_15_I,55508,3.175493447,3.182880068,5.815288998,0.020822361,0.616694522,Bone.4,Bone,MCF-7,E2
femur_15_I,115825,3.142518952,3.14811465,6.321680612,0.021121993,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,283652,3.270397055,3.285618174,4.532223847,0.021223489,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,100507246,-3.989631334,-4.007563757,6.627496395,0.021498046,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,6091,-3.988771749,-4.006703459,6.626774124,0.021527145,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,79848,-3.988771749,-4.006703459,6.626774124,0.021527145,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,81932,3.18200661,3.191183372,5.396357284,0.021583494,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,55090,3.283198097,3.300117744,4.355763225,0.021587636,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,6744,-3.465667938,-3.471493993,7.553699095,0.021607749,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,65258,3.158606819,3.166261997,5.725308807,0.021674889,0.61946328,Bone.4,Bone,MCF-7,E2
femur_15_I,9344,-3.981164898,-3.999090275,6.62038254,0.021786163,0.620230099,Bone.4,Bone,MCF-7,E2
femur_15_I,10163,-3.968396999,-3.98631167,6.609654893,0.022227042,0.630338314,Bone.4,Bone,MCF-7,E2
femur_15_I,6223,-3.445980087,-3.451798192,7.537256925,0.022345079,0.631248484,Bone.4,Bone,MCF-7,E2
femur_15_I,80031,3.318981669,3.340759728,3.95756025,0.022608502,0.631404734,Bone.4,Bone,MCF-7,E2
femur_15_I,26796,3.318981669,3.340759728,3.95756025,0.022608502,0.631404734,Bone.4,Bone,MCF-7,E2
femur_15_I,132671,3.318981669,3.340759728,3.95756025,0.022608502,0.631404734,Bone.4,Bone,MCF-7,E2
femur_15_I,100129792,5.186802186,5.733077151,1.499478746,0.022744984,0.632810243,Bone.4,Bone,MCF-7,E2
femur_15_I,100500815,-4.30735996,-4.33802156,6.251294525,0.022996301,0.637388037,Bone.4,Bone,MCF-7,E2
femur_15_I,65996,3.196350637,3.209515195,4.726179906,0.023316666,0.643838012,Bone.4,Bone,MCF-7,E2
femur_15_I,123720,3.055356553,3.058713354,7.183541633,0.023408879,0.643963347,Bone.4,Bone,MCF-7,E2
femur_15_I,23325,-3.926763394,-3.944642491,6.574677856,0.023719215,0.648284548,Bone.4,Bone,MCF-7,E2
femur_15_I,92,3.119960802,3.128215093,5.533864176,0.023742484,0.648284548,Bone.4,Bone,MCF-7,E2
femur_15_I,9053,-3.921473688,-3.939348191,6.570234266,0.023914911,0.650574146,Bone.4,Bone,MCF-7,E2
femur_15_I,10439,3.067738935,3.072826523,6.416335648,0.024025954,0.651183133,Bone.4,Bone,MCF-7,E2
femur_15_I,163404,3.380610919,3.411149056,3.475769078,0.024369228,0.658058758,Bone.4,Bone,MCF-7,E2
femur_15_I,255252,3.206181263,3.222115232,4.393002827,0.024549069,0.660486855,Bone.4,Bone,MCF-7,E2
femur_15_I,1982,-3.172657207,-3.17510099,8.392649324,0.024754885,0.660942498,Bone.4,Bone,MCF-7,E2
femur_15_I,6637,3.017367883,3.020408009,7.318225131,0.024915768,0.660942498,Bone.4,Bone,MCF-7,E2
femur_15_I,65056,-3.894730264,-3.912581281,6.547769749,0.024925946,0.660942498,Bone.4,Bone,MCF-7,E2
femur_15_I,79670,-3.894730264,-3.912581281,6.547769749,0.024925946,0.660942498,Bone.4,Bone,MCF-7,E2
femur_15_I,56624,3.193487745,3.209264313,4.399212317,0.025071914,0.661440833,Bone.4,Bone,MCF-7,E2
femur_15_I,7525,-3.889321571,-3.907167785,6.54322666,0.025134875,0.661440833,Bone.4,Bone,MCF-7,E2
femur_15_I,8614,-3.883892524,-3.901733899,6.538666545,0.025346117,0.661440833,Bone.4,Bone,MCF-7,E2
femur_15_I,83637,-3.883892524,-3.901733899,6.538666545,0.025346117,0.661440833,Bone.4,Bone,MCF-7,E2
femur_15_I,55277,3.21276998,3.23057681,4.207178693,0.025395005,0.661440833,Bone.4,Bone,MCF-7,E2
femur_15_I,5037,-3.878442969,-3.896279469,6.534089273,0.025559705,0.663378214,Bone.4,Bone,MCF-7,E2
femur_15_I,118881,3.431830822,3.470042745,3.188394506,0.025823703,0.665526667,Bone.4,Bone,MCF-7,E2
femur_15_I,84953,3.431830822,3.470042745,3.188394506,0.025823703,0.665526667,Bone.4,Bone,MCF-7,E2
femur_15_I,6428,-3.504909918,-3.513663447,7.078540686,0.026200402,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,130074,-3.861969698,-3.879791346,6.520253195,0.02621487,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,8877,3.221045653,3.241224055,4.005545265,0.026479842,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,154796,2.998598241,3.002684211,6.750966727,0.026602866,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,83468,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,105373985,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,79541,4.361401938,4.56315215,1.848529878,0.026657408,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,122809,-3.850882081,-3.868693637,6.510940902,0.026663986,0.668419721,Bone.4,Bone,MCF-7,E2
femur_15_I,26118,-3.845306154,-3.863112605,6.50625787,0.026892351,0.66967873,Bone.4,Bone,MCF-7,E2
femur_15_I,3189,-3.621498371,-3.633245063,6.818662732,0.026896559,0.66967873,Bone.4,Bone,MCF-7,E2
femur_15_I,83696,-3.839708592,-3.857509899,6.501556726,0.027123302,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,1742,3.118298807,3.131812838,4.605504989,0.027406341,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,283459,-4.313616833,-4.349737187,6.05602993,0.027442168,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,1676,3.051847945,3.060651809,5.335029286,0.027465766,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,23426,3.051847945,3.060651809,5.335029286,0.027465766,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,23304,-3.828447889,-3.846238787,6.492099529,0.027593109,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,6142,-3.177892279,-3.181313961,7.962679333,0.027628989,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,51282,3.133068368,3.14811465,4.429044193,0.027704716,0.67158791,Bone.4,Bone,MCF-7,E2
femur_15_I,80072,3.512148926,3.56315215,2.854799693,0.028056313,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,55024,3.512148926,3.56315215,2.854799693,0.028056313,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,5230,-3.459707496,-3.468434193,7.040857366,0.028186158,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,10598,-3.8113903,-3.829165273,6.477774263,0.028318152,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,7358,-3.161351518,-3.164768305,7.948900934,0.028421174,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,1719,-4.28747475,-4.323560564,6.033882821,0.028488735,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,23023,-3.449569998,-3.458290562,7.032409974,0.028649183,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,4579,-3.984467414,-4.008322418,6.270938723,0.028791713,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,7753,3.131408664,3.14811465,4.247784211,0.028992369,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,831,-3.439360763,-3.448075106,7.023904177,0.029122194,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,353219,3.346808336,3.382579904,3.227548606,0.029240939,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,65989,3.346808336,3.382579904,3.227548606,0.029240939,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,4192,-3.435630328,-3.444342387,7.020796517,0.029296726,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,91750,3.010312719,3.018831633,5.353538447,0.029489148,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,51239,3.010312719,3.018831633,5.353538447,0.029489148,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,24149,-3.776657895,-3.794399855,6.448606619,0.029845404,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,10398,3.246142625,3.273645532,3.54045545,0.02991627,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,51759,-4.250477728,-4.286513577,6.002534015,0.030027595,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,284454,3.014956245,3.024732235,5.098658022,0.030255052,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,115677,3.178259332,3.20058207,3.811584923,0.03035185,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,9534,-3.764892093,-3.782622687,6.438726224,0.030378595,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,6867,-3.764892093,-3.782622687,6.438726224,0.030378595,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,367,-3.764892093,-3.782622687,6.438726224,0.030378595,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,54463,3.00158527,3.010611127,5.234827209,0.030401139,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,11113,-3.411144506,-3.419841425,7.000402922,0.030465164,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,84343,-3.761935588,-3.779663312,6.436243504,0.030513855,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,102723390,3.1999854,3.224453474,3.685052974,0.030585455,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,8500,-3.404175166,-3.412867728,6.994599739,0.030805077,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,84288,3.063482655,3.077725322,4.463959776,0.031051208,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,2888,3.063482655,3.077725322,4.463959776,0.031051208,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,203069,3.063482655,3.077725322,4.463959776,0.031051208,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,65264,-3.397785652,-3.406474201,6.989279897,0.03111961,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,6160,-3.104930287,-3.108329946,7.90197502,0.031276966,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,90410,3.021169223,3.032637433,4.810686031,0.031296832,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,3654,-3.393946005,-3.402632135,6.986083293,0.031309964,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,4291,2.991676441,3.001273262,5.109648841,0.031463974,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,51727,-3.741068649,-3.758775945,6.418720733,0.03148331,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,23251,3.656557005,3.733077151,2.453014387,0.031766168,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,285352,3.656557005,3.733077151,2.453014387,0.031766168,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,5698,3.656557005,3.733077151,2.453014387,0.031766168,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,93655,3.656557005,3.733077151,2.453014387,0.031766168,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,9529,-3.735050807,-3.752752158,6.413667379,0.031767755,0.673419236,Bone.4,Bone,MCF-7,E2
femur_15_I,223117,-3.232741744,-3.238466403,7.359762736,0.031882652,0.673419236,Bone.4,Bone,MCF-7,E2
