sample  ,gene
E2_tibia_MCF7_2.11,NR2F1
E2_tibia_MCF7_2.11,CLGN
E2_tibia_MCF7_2.11,DOCK11
E2_tibia_MCF7_2.11,FAM114A1
E2_tibia_MCF7_2.11,ADD3
E2_tibia_MCF7_2.11,SLC2A12
E2_tibia_MCF7_2.11,PLIN5
E2_tibia_MCF7_2.11,ACAD8
E2_tibia_MCF7_2.11,CREB3L1
E2_tibia_MCF7_2.11,AZGP1
E2_tibia_MCF7_2.11,KCNAB1
E2_tibia_MCF7_2.11,ZCCHC24
E2_tibia_MCF7_2.11,PNPLA4
E2_tibia_MCF7_2.11,SLC2A8
E2_tibia_MCF7_2.11,AKR7A3
E2_tibia_MCF7_2.11,EDA
E2_tibia_MCF7_2.11,RCOR2
E2_tibia_MCF7_2.11,COL11A2
E2_tibia_MCF7_2.11,FKBP14
E2_tibia_MCF7_2.11,SLC25A12
E2_tibia_MCF7_2.11,PDZD7
E2_tibia_MCF7_2.11,CCDC71
E2_tibia_MCF7_2.11,MTURN
E2_tibia_MCF7_2.11,SYNJ1
E2_tibia_MCF7_2.11,CALML5
E2_tibia_MCF7_2.11,CINP
E2_tibia_MCF7_2.11,ID1
E2_tibia_MCF7_2.11,SIAE
E2_tibia_MCF7_2.11,NEB
E2_tibia_MCF7_2.11,GPM6B
E2_tibia_MCF7_2.11,ABHD14A
E2_tibia_MCF7_2.11,PARP8
E2_tibia_MCF7_2.11,SMIM19
E2_tibia_MCF7_2.11,ST3GAL5
E2_tibia_MCF7_2.11,ACPP
E2_tibia_MCF7_2.11,SLC26A6
E2_tibia_MCF7_2.11,MED30
E2_tibia_MCF7_2.11,OSGIN1
E2_tibia_MCF7_2.11,ABHD4
E2_tibia_MCF7_2.11,THEM5
E2_tibia_MCF7_2.11,AC008870.1
E2_tibia_MCF7_2.11,MYH3
E2_tibia_MCF7_2.11,PTRHD1
E2_tibia_MCF7_2.11,ELAC1
E2_tibia_MCF7_2.11,PTPN7
E2_tibia_MCF7_2.11,ID4
E2_tibia_MCF7_2.11,STOX1
E2_tibia_MCF7_2.11,NAP1L2
E2_tibia_MCF7_2.11,TMEM60
E2_tibia_MCF7_2.11,DNAJB4
E2_tibia_MCF7_2.11,HSD17B13
E2_tibia_MCF7_2.11,SH3BGR
E2_tibia_MCF7_2.11,KLC4
E2_tibia_MCF7_2.11,NUP62CL
E2_tibia_MCF7_2.11,ZBTB3
E2_tibia_MCF7_2.11,H2AW
E2_tibia_MCF7_2.11,DDIAS
E2_tibia_MCF7_2.11,MAB21L1
E2_tibia_MCF7_2.11,DLX4
E2_tibia_MCF7_2.11,TAF6L
E2_tibia_MCF7_2.11,LRRC20
E2_tibia_MCF7_2.11,COLQ
E2_tibia_MCF7_2.11,HYLS1
E2_tibia_MCF7_2.11,CRY1
E2_tibia_MCF7_2.11,C12orf4
E2_tibia_MCF7_2.11,SEMA3A
E2_tibia_MCF7_2.11,DOCK3
E2_tibia_MCF7_2.11,PDZD9
E2_tibia_MCF7_2.11,NLRP9
E2_tibia_MCF7_2.11,TSPO
E2_tibia_MCF7_2.11,ZBTB11-AS1
E2_tibia_MCF7_2.11,TMEM216
E2_tibia_MCF7_2.11,RHOBTB1
E2_tibia_MCF7_2.11,ZNF701
E2_tibia_MCF7_2.11,ZNF493
E2_tibia_MCF7_2.11,ZNF555
E2_tibia_MCF7_2.11,CCDC137
E2_tibia_MCF7_2.11,ZNF724
E2_tibia_MCF7_2.11,TMEM70
E2_tibia_MCF7_2.11,ESCO2
E2_tibia_MCF7_2.11,LMCD1-AS1
E2_tibia_MCF7_2.11,SLC14A1
E2_tibia_MCF7_2.11,MAP10
E2_tibia_MCF7_2.11,NR4A1
E2_tibia_MCF7_2.11,BTN1A1
E2_tibia_MCF7_2.11,STOX2
E2_tibia_MCF7_2.11,ZNF441
E2_tibia_MCF7_2.11,LINC00665
E2_tibia_MCF7_2.11,C6orf136
E2_tibia_MCF7_2.11,C9orf40
E2_tibia_MCF7_2.11,DRICH1
E2_tibia_MCF7_2.11,PIK3C2G
E2_tibia_MCF7_2.11,PIP5KL1
E2_tibia_MCF7_2.11,GPR173
E2_tibia_MCF7_2.11,GGN
E2_tibia_MCF7_2.11,SUPV3L1
E2_tibia_MCF7_2.11,TIMM10
E2_tibia_MCF7_2.11,CLYBL
E2_tibia_MCF7_2.11,ZNF891
E2_tibia_MCF7_2.11,FRG1JP
E2_tibia_MCF7_2.11,TTC28
E2_tibia_MCF7_2.11,FOXC1
E2_tibia_MCF7_2.11,CHCHD5
E2_tibia_MCF7_2.11,LINC00662
E2_tibia_MCF7_2.11,MAML2
E2_tibia_MCF7_2.11,PCP2
E2_tibia_MCF7_2.11,LRFN1
E2_tibia_MCF7_2.11,LPP-AS2
E2_tibia_MCF7_2.11,ARHGEF3
E2_tibia_MCF7_2.11,SALL4
E2_tibia_MCF7_2.11,ACKR2
E2_tibia_MCF7_2.11,SRRM5
E2_tibia_MCF7_2.11,NXN
E2_tibia_MCF7_2.11,ZNF792
E2_tibia_MCF7_2.11,PEPD
E2_tibia_MCF7_2.11,POLR3B
E2_tibia_MCF7_2.11,ANKRD31
E2_tibia_MCF7_2.11,PLEKHG7
E2_tibia_MCF7_2.11,EEF1AKMT1
E2_tibia_MCF7_2.11,ERVMER34-1
E2_tibia_MCF7_2.11,TIGD7
E2_tibia_MCF7_2.11,SETD9
E2_tibia_MCF7_2.11,TOMM20L
E2_tibia_MCF7_2.11,NOC4L
E2_tibia_MCF7_2.11,PLEKHA8P1
E2_tibia_MCF7_2.11,CKMT1A
E2_tibia_MCF7_2.11,TLCD1
E2_tibia_MCF7_2.11,CTBS
E2_tibia_MCF7_2.11,ZNF559
E2_tibia_MCF7_2.11,SSC4D
E2_tibia_MCF7_2.11,IPO13
E2_tibia_MCF7_2.11,CKMT2-AS1
E2_tibia_MCF7_2.11,NPIPB15
E2_tibia_MCF7_2.11,GH1
E2_tibia_MCF7_2.11,IL17RE
E2_tibia_MCF7_2.11,TMCO4
E2_tibia_MCF7_2.11,EDARADD
E2_tibia_MCF7_2.11,MCIDAS
E2_tibia_MCF7_2.11,LURAP1L-AS1
E2_tibia_MCF7_2.11,ITIH2
E2_tibia_MCF7_2.11,TCF24
E2_tibia_MCF7_2.11,FAM155A
E2_tibia_MCF7_2.11,ZBED8
E2_tibia_MCF7_2.11,FAM155B
E2_tibia_MCF7_2.11,DGCR6L
E2_tibia_MCF7_2.11,HSP90AB4P
E2_tibia_MCF7_2.11,PATE3
E2_tibia_MCF7_2.11,ZNF529-AS1
E2_tibia_MCF7_2.11,ERVFRD-1
E2_tibia_MCF7_2.11,C1orf220
E2_tibia_MCF7_2.11,PRR26
E2_tibia_MCF7_2.11,OR8B12
E2_tibia_MCF7_2.11,TSC22D1-AS1
E2_tibia_MCF7_2.11,TBC1D3E
E2_tibia_MCF7_2.11,MIR573
E2_tibia_MCF7_2.11,GSTCD-AS1
E2_adrenal_MCF7_22,PTPRN2
E2_adrenal_MCF7_22,TMC5
E2_adrenal_MCF7_22,PTPRT
E2_adrenal_MCF7_22,SLC26A2
E2_adrenal_MCF7_22,KCNJ15
E2_adrenal_MCF7_22,CDC14A
E2_adrenal_MCF7_22,HYDIN
E2_adrenal_MCF7_22,PKHD1L1
E2_adrenal_MCF7_22,CFAP65
E2_adrenal_MCF7_22,CCDC181
E2_adrenal_MCF7_22,KALRN
E2_adrenal_MCF7_22,KLK13
E2_adrenal_MCF7_22,LRRC6
E2_adrenal_MCF7_22,DNAH11
E2_adrenal_MCF7_22,DNAH2
E2_adrenal_MCF7_22,DNAH12
E2_adrenal_MCF7_22,TP53INP2
E2_adrenal_MCF7_22,KLK12
E2_adrenal_MCF7_22,SRPX2
E2_adrenal_MCF7_22,VWA3A
E2_adrenal_MCF7_22,RORC
E2_adrenal_MCF7_22,KCND3
E2_adrenal_MCF7_22,EPHA3
E2_adrenal_MCF7_22,SV2B
E2_adrenal_MCF7_22,GRIK3
E2_adrenal_MCF7_22,KCNAB2
E2_adrenal_MCF7_22,GRIK5
E2_adrenal_MCF7_22,SV2A
E2_adrenal_MCF7_22,PCDH15
E2_adrenal_MCF7_22,HRH2
E2_adrenal_MCF7_22,SLC28A1
E2_adrenal_MCF7_22,NTNG1
E2_adrenal_MCF7_22,PTPRB
E2_adrenal_MCF7_22,ITGAL
E2_adrenal_MCF7_22,ITGA10
E2_adrenal_MCF7_22,MUC12
E2_adrenal_MCF7_22,BRINP2
E2_adrenal_MCF7_22,DPYSL5
E2_adrenal_MCF7_22,LAMA2
E2_adrenal_MCF7_22,PPARGC1A
E2_adrenal_MCF7_22,RPGRIP1
E2_adrenal_MCF7_22,AC020929.1
E2_adrenal_MCF7_22,TAT
E2_adrenal_MCF7_22,GP2
E2_adrenal_MCF7_22,PEX5L
E2_adrenal_MCF7_22,PAX6
E2_adrenal_MCF7_22,DPF3
E2_adrenal_MCF7_22,AMPD1
E2_adrenal_MCF7_22,FAXC
E2_adrenal_MCF7_22,SH3TC2
E2_adrenal_MCF7_22,ZAN
E2_adrenal_MCF7_22,GPR139
E2_adrenal_MCF7_22,CNTD2
E2_adrenal_MCF7_22,UGT2B15
E2_adrenal_MCF7_22,ESRRG
E2_adrenal_MCF7_22,SERPINA5
E2_adrenal_MCF7_22,RYR3
E2_adrenal_MCF7_22,ANXA6
E2_adrenal_MCF7_22,PKD1L2
E2_adrenal_MCF7_22,ABCA9
E2_adrenal_MCF7_22,ADD3
E2_adrenal_MCF7_22,AMPH
E2_adrenal_MCF7_22,NRG2
E2_adrenal_MCF7_22,GCNT2
E2_adrenal_MCF7_22,PAG1
E2_adrenal_MCF7_22,ZFPM2
E2_adrenal_MCF7_22,ADAMTS9
E2_adrenal_MCF7_22,GLIS3
E2_adrenal_MCF7_22,CPNE4
E2_adrenal_MCF7_22,SOGA3
E2_adrenal_MCF7_22,DNAJC18
E2_adrenal_MCF7_22,PECAM1
E2_adrenal_MCF7_22,FSTL4
E2_adrenal_MCF7_22,PDK4
E2_adrenal_MCF7_22,VXN
E2_adrenal_MCF7_22,SUSD2
E2_adrenal_MCF7_22,NDUFAF1
E2_adrenal_MCF7_22,PRICKLE2-AS3
E2_adrenal_MCF7_22,ELOVL2-AS1
E2_adrenal_MCF7_22,MUC3A
E2_adrenal_MCF7_22,TBX4
E2_adrenal_MCF7_22,MYLK4
E2_adrenal_MCF7_22,WDFY4
E2_adrenal_MCF7_22,OTOGL
E2_adrenal_MCF7_22,RIPOR3
E2_adrenal_MCF7_22,KCND3-AS1
E2_adrenal_MCF7_22,LINC00504
E2_adrenal_MCF7_22,ITPRID1
E2_adrenal_MCF7_22,C9orf43
E2_adrenal_MCF7_22,HYDIN2
ED_brain_ZR751_11.11,LINC02584
ED_brain_ZR751_11.11,MIR3615
ED_brain_ZR751_11.11,MIR3934
ED_brain_ZR751_11.11,APTR
ED_brain_ZR751_11.11,TMEM161B-AS1
ED_brain_ZR751_11.11,MELTF-AS1
ED_brain_ZR751_11.11,TM4SF19-TCTEX1D2
ED_brain_ZR751_11.11,MIR4755
ED_brain_ZR751_11.11,THOC7-AS1
ED_brain_ZR751_11.11,BRWD1-AS1
ED_brain_ZR751_11.11,ACTR1B
ED_brain_ZR751_11.11,CHROMR
ED_brain_ZR751_11.11,LINC01359
ED_brain_ZR751_11.11,TMEM108-AS1
ED_brain_ZR751_11.11,SMAD1-AS2
ED_brain_ZR751_11.11,EMSLR
ED_brain_ZR751_11.11,DPY19L2P3
ED_brain_ZR751_11.11,LYPLAL1-AS1
ED_brain_ZR751_11.11,KLHL41
ED_brain_ZR751_11.11,SGMS1-AS1
ED_brain_ZR751_11.11,C1D
ED_brain_ZR751_11.11,TAB1
ED_brain_ZR751_11.11,CLUH
ED_brain_ZR751_11.11,CHRM3
ED_brain_ZR751_11.11,IQGAP2
ED_brain_ZR751_11.11,CLP1
ED_brain_ZR751_11.11,LDB3
ED_brain_ZR751_11.11,PTENP1
ED_brain_ZR751_11.11,PXMP4
ED_brain_ZR751_11.11,TXNRD3
ED_brain_ZR751_11.11,CYGB
ED_brain_ZR751_11.11,ZNF501
ED_brain_ZR751_11.11,PSTK
ED_brain_ZR751_11.11,DEPDC4
ED_brain_ZR751_11.11,METTL21EP
ED_brain_ZR751_11.11,TARS3
ED_brain_ZR751_11.11,TMEM150A
ED_brain_ZR751_11.11,CCDC173
ED_brain_ZR751_11.11,PPM1M
ED_brain_ZR751_11.11,ZNF786
ED_brain_ZR751_11.11,RNF183
ED_brain_ZR751_11.11,CSTF3
ED_brain_ZR751_11.11,ATP8B3
ED_brain_ZR751_11.11,LINC00471
ED_brain_ZR751_11.11,RHBDL3
ED_brain_ZR751_11.11,SYNE4
ED_brain_ZR751_11.11,DCX
ED_brain_ZR751_11.11,DSTNP2
ED_brain_ZR751_11.11,EGF
ED_brain_ZR751_11.11,THAP8
ED_brain_ZR751_11.11,RPL22L1
ED_brain_ZR751_11.11,SLC29A1
ED_brain_ZR751_11.11,EPOR
ED_brain_ZR751_11.11,ESR1
ED_brain_ZR751_11.11,EXTL2
ED_brain_ZR751_11.11,CFAP53
ED_brain_ZR751_11.11,FHL2
ED_brain_ZR751_11.11,SDF2L1
ED_brain_ZR751_11.11,SYCE2
ED_brain_ZR751_11.11,GABRR2
ED_brain_ZR751_11.11,GCHFR
ED_brain_ZR751_11.11,NPHP3
ED_brain_ZR751_11.11,GJB1
ED_brain_ZR751_11.11,IGSF9B
ED_brain_ZR751_11.11,C1orf167
ED_brain_ZR751_11.11,SNHG15
ED_brain_ZR751_11.11,MICU3
ED_brain_ZR751_11.11,MNX1
ED_brain_ZR751_11.11,HLX
ED_brain_ZR751_11.11,HOXC5
ED_brain_ZR751_11.11,SNORD108
ED_brain_ZR751_11.11,WHAMMP3
ED_brain_ZR751_11.11,LINC02433
ED_brain_ZR751_11.11,IL1RAP
ED_brain_ZR751_11.11,FKBP9P1
ED_brain_ZR751_11.11,CCDC178
ED_brain_ZR751_11.11,C1QTNF9B
ED_brain_ZR751_11.11,ZNF888
ED_brain_ZR751_11.11,DICER1-AS1
ED_brain_ZR751_11.11,LYZ
ED_brain_ZR751_11.11,MIR215
ED_brain_ZR751_11.11,MB
ED_brain_ZR751_11.11,ZNF716
ED_brain_ZR751_11.11,TYW1B
ED_brain_ZR751_11.11,MUC1
ED_brain_ZR751_11.11,NME3
ED_brain_ZR751_11.11,BDNF-AS
ED_brain_ZR751_11.11,SERPINB2
ED_brain_ZR751_11.11,PAM
ED_brain_ZR751_11.11,MRNIP
ED_brain_ZR751_11.11,AADAT
ED_brain_ZR751_11.11,TUBE1
ED_brain_ZR751_11.11,ZNF571
ED_brain_ZR751_11.11,ZNF771
ED_brain_ZR751_11.11,SCARA3
ED_brain_ZR751_11.11,CNNM2
ED_brain_ZR751_11.11,COMMD8
ED_brain_ZR751_11.11,EBLN2
ED_brain_ZR751_11.11,MAP2K3
ED_brain_ZR751_11.11,TEX15
ED_brain_ZR751_11.11,TWNK
ED_brain_ZR751_11.11,LYRM4
ED_brain_ZR751_11.11,PELI2
ED_brain_ZR751_11.11,TENM2
ED_brain_ZR751_11.11,NYNRIN
ED_brain_ZR751_11.11,RORC
ED_brain_ZR751_11.11,MMP25
ED_brain_ZR751_11.11,SDHAF1
ED_brain_ZR751_11.11,SGK1
ED_brain_ZR751_11.11,SHMT2
ED_brain_ZR751_11.11,SLC1A2
ED_brain_ZR751_11.11,COA7
ED_brain_ZR751_11.11,SNORD1B
ED_brain_ZR751_11.11,TAGLN
ED_brain_ZR751_11.11,TBX6
ED_brain_ZR751_11.11,ZNF215
ED_brain_ZR751_11.11,ZNF112
ED_brain_ZR751_11.11,MSANTD2
ED_brain_ZR751_11.11,PIF1
ED_brain_ZR751_11.11,APOLD1
ED_brain_ZR751_11.11,CAMK2B
ED_brain_ZR751_11.11,HVCN1
ED_brain_ZR751_11.11,SYVN1
ED_brain_ZR751_11.11,LOXL3
ED_brain_ZR751_11.11,ST3GAL5
ED_brain_ZR751_11.11,HAP1
ED_brain_ZR751_11.11,GADD45GIP1
ED_brain_ZR751_11.11,PAPSS2
ED_brain_ZR751_11.11,SPOCD1
ED_brain_ZR751_11.11,SCARF2
ED_brain_ZR751_11.11,PDLIM1
ED_brain_ZR751_11.11,ST7-AS1
ED_brain_ZR751_11.11,ZNF516
E2_brain_MCF7_E,CEACAM6
E2_brain_MCF7_E,MAOA
E2_brain_MCF7_E,TFPI2
E2_brain_MCF7_E,FMO5
E2_brain_MCF7_E,KMO
E2_brain_MCF7_E,ATP2A3
E2_brain_MCF7_E,ADRA2A
E2_brain_MCF7_E,LRRC6
E2_brain_MCF7_E,SERPINA5
E2_brain_MCF7_E,CPE
E2_brain_MCF7_E,DHRS2
E2_brain_MCF7_E,ASCL1
E2_brain_MCF7_E,CD36
E2_brain_MCF7_E,PLAT
E2_brain_MCF7_E,APOD
E2_brain_MCF7_E,DUSP5
E2_brain_MCF7_E,UGT2B15
E2_brain_MCF7_E,CSTA
E2_brain_MCF7_E,NDRG1
E2_brain_MCF7_E,KLK10
E2_brain_MCF7_E,BDKRB2
E2_brain_MCF7_E,SERPINA3
E2_brain_MCF7_E,TIMP3
E2_brain_MCF7_E,S100A14
E2_brain_MCF7_E,KRT16
E2_brain_MCF7_E,PAK6
E2_brain_MCF7_E,MCTP2
E2_brain_MCF7_E,CXCR4
E2_brain_MCF7_E,ANGPTL4
E2_brain_MCF7_E,PARM1
E2_brain_MCF7_E,SLC26A2
E2_brain_MCF7_E,STEAP4
E2_brain_MCF7_E,CLIC6
E2_brain_MCF7_E,COL28A1
E2_brain_MCF7_E,VWA3A
E2_brain_MCF7_E,B3GALT5
E2_brain_MCF7_E,CD163L1
E2_brain_MCF7_E,H19
E2_brain_MCF7_E,BASP1
E2_brain_MCF7_E,CHP2
E2_brain_MCF7_E,NECTIN4
E2_brain_MCF7_E,RORC
E2_brain_MCF7_E,KDM7A-DT
E2_brain_MCF7_E,TRIM55
E2_brain_MCF7_E,COX6C
E2_brain_MCF7_E,GLRA3
E2_brain_MCF7_E,STC1
E2_brain_MCF7_E,SYT13
E2_brain_MCF7_E,SCNN1G
E2_brain_MCF7_E,SLC38A4
E2_brain_MCF7_E,ACE
E2_brain_MCF7_E,HTR2C
E2_brain_MCF7_E,CLIC2
E2_brain_MCF7_E,SLC5A12
E2_brain_MCF7_E,SLC15A5
E2_brain_MCF7_E,IGFBP3
E2_brain_MCF7_E,COL5A2
E2_brain_MCF7_E,INHA
E2_brain_MCF7_E,ADAMTS9
E2_brain_MCF7_E,ADAM2
E2_brain_MCF7_E,ADAMTS20
E2_brain_MCF7_E,MITF
E2_brain_MCF7_E,SGCG
E2_brain_MCF7_E,LRATD1
E2_brain_MCF7_E,CGNL1
E2_brain_MCF7_E,ITGA5
E2_brain_MCF7_E,PKHD1
E2_brain_MCF7_E,PHLDB2
E2_brain_MCF7_E,S1PR3
E2_brain_MCF7_E,SHC4
E2_brain_MCF7_E,GJB2
E2_brain_MCF7_E,RNF152
E2_brain_MCF7_E,IL6R
E2_brain_MCF7_E,POTEE
E2_brain_MCF7_E,POTEF
E2_brain_MCF7_E,GAB2
E2_brain_MCF7_E,BANK1
E2_brain_MCF7_E,WDR72
E2_brain_MCF7_E,MAP3K8
E2_brain_MCF7_E,MIR675
E2_brain_MCF7_E,PCDH19
E2_brain_MCF7_E,TSPAN2
E2_brain_MCF7_E,CASP14
E2_brain_MCF7_E,CECR2
E2_brain_MCF7_E,SUSD2
E2_brain_MCF7_E,CABP4
E2_brain_MCF7_E,ACADS
E2_brain_MCF7_E,FAR2P1
E2_brain_MCF7_E,LINC00645
E2_brain_MCF7_E,LINC00665
E2_brain_MCF7_E,ZNF442
E2_brain_MCF7_E,ZNF486
E2_adrenal_MCF7_12.1,RGS22
E2_adrenal_MCF7_12.1,AFF3
E2_adrenal_MCF7_12.1,GSTA1
E2_adrenal_MCF7_12.1,C9orf152
E2_adrenal_MCF7_12.1,ANKRD35
E2_adrenal_MCF7_12.1,SGK3
E2_adrenal_MCF7_12.1,SERPINA5
E2_adrenal_MCF7_12.1,CPE
E2_adrenal_MCF7_12.1,BATF
E2_adrenal_MCF7_12.1,EPHA3
E2_adrenal_MCF7_12.1,PKIB
E2_adrenal_MCF7_12.1,SERPINA3
E2_adrenal_MCF7_12.1,CSTA
E2_adrenal_MCF7_12.1,DIRAS2
E2_adrenal_MCF7_12.1,MITF
E2_adrenal_MCF7_12.1,SYBU
E2_adrenal_MCF7_12.1,ADRA2A
E2_adrenal_MCF7_12.1,MUC1
E2_adrenal_MCF7_12.1,SPDEF
E2_adrenal_MCF7_12.1,SYTL4
E2_adrenal_MCF7_12.1,SLC26A2
E2_adrenal_MCF7_12.1,KLK11
E2_adrenal_MCF7_12.1,KLK10
E2_adrenal_MCF7_12.1,TNFRSF19
E2_adrenal_MCF7_12.1,KLK12
E2_adrenal_MCF7_12.1,PKHD1L1
E2_adrenal_MCF7_12.1,CDC14A
E2_adrenal_MCF7_12.1,VWA3A
E2_adrenal_MCF7_12.1,RDH10
E2_adrenal_MCF7_12.1,CEP126
E2_adrenal_MCF7_12.1,UGT2B15
E2_adrenal_MCF7_12.1,PLAT
E2_adrenal_MCF7_12.1,CREB3L1
E2_adrenal_MCF7_12.1,CHN2
E2_adrenal_MCF7_12.1,MYO16
E2_adrenal_MCF7_12.1,VEPH1
E2_adrenal_MCF7_12.1,VXN
E2_adrenal_MCF7_12.1,ITIH2
E2_adrenal_MCF7_12.1,NR2E3
E2_adrenal_MCF7_12.1,UGT2B17
E2_adrenal_MCF7_12.1,AC020929.1
E2_adrenal_MCF7_12.1,ASPHD1
E2_adrenal_MCF7_12.1,GAB2
E2_adrenal_MCF7_12.1,ADAMTS9
E2_adrenal_MCF7_12.1,CALML5
E2_adrenal_MCF7_12.1,AMPH
E2_adrenal_MCF7_12.1,ARHGEF38
E2_adrenal_MCF7_12.1,SUSD2
E2_adrenal_MCF7_12.1,EPS8L3
E2_adrenal_MCF7_12.1,PARM1
E2_adrenal_MCF7_12.1,MAP3K8
E2_adrenal_MCF7_12.1,CNTD2
E2_adrenal_MCF7_12.1,CHST4
E2_adrenal_MCF7_12.1,FAM155A-IT1
E2_adrenal_MCF7_12.1,OR7E2P
E2_adrenal_MCF7_2,DRC1
E2_adrenal_MCF7_2,ARMC4
E2_adrenal_MCF7_2,SAXO2
E2_adrenal_MCF7_2,TEKT1
E2_adrenal_MCF7_2,ZBBX
E2_adrenal_MCF7_2,DNAH12
E2_adrenal_MCF7_2,CFAP45
E2_adrenal_MCF7_2,SNTN
E2_adrenal_MCF7_2,ARMC3
E2_adrenal_MCF7_2,CCDC173
E2_adrenal_MCF7_2,MAP3K19
E2_adrenal_MCF7_2,SPAG17
E2_adrenal_MCF7_2,HYDIN
E2_adrenal_MCF7_2,DNAH2
E2_adrenal_MCF7_2,PTPRN2
E2_adrenal_MCF7_2,S100P
E2_adrenal_MCF7_2,ABCA13
E2_adrenal_MCF7_2,TMC5
E2_adrenal_MCF7_2,GSTA1
E2_adrenal_MCF7_2,CDHR3
E2_adrenal_MCF7_2,CCDC40
E2_adrenal_MCF7_2,DNAJB13
E2_adrenal_MCF7_2,MAP6
E2_adrenal_MCF7_2,EFCAB12
E2_adrenal_MCF7_2,ADGB
E2_adrenal_MCF7_2,PKHD1L1
E2_adrenal_MCF7_2,KLK10
E2_adrenal_MCF7_2,KLK13
E2_adrenal_MCF7_2,SLC26A2
E2_adrenal_MCF7_2,CHP2
E2_adrenal_MCF7_2,SRPX2
E2_adrenal_MCF7_2,KCNB1
E2_adrenal_MCF7_2,MUCL1
E2_adrenal_MCF7_2,VWA3A
E2_adrenal_MCF7_2,C9orf152
E2_adrenal_MCF7_2,RORC
E2_adrenal_MCF7_2,B3GALT5
E2_adrenal_MCF7_2,IL5RA
E2_adrenal_MCF7_2,NEK10
E2_adrenal_MCF7_2,MUC12
E2_adrenal_MCF7_2,GSTM3
E2_adrenal_MCF7_2,PCDH15
E2_adrenal_MCF7_2,GPR37L1
E2_adrenal_MCF7_2,KIF21B
E2_adrenal_MCF7_2,PLAT
E2_adrenal_MCF7_2,SERPINA5
E2_adrenal_MCF7_2,OLFM4
E2_adrenal_MCF7_2,SERPINA3
E2_adrenal_MCF7_2,ATP8B4
E2_adrenal_MCF7_2,PECAM1
E2_adrenal_MCF7_2,PTPRB
E2_adrenal_MCF7_2,AMPH
E2_adrenal_MCF7_2,AZGP1
E2_adrenal_MCF7_2,UGT2B11
E2_adrenal_MCF7_2,KCNMA1
E2_adrenal_MCF7_2,DHRS2
E2_adrenal_MCF7_2,GP2
E2_adrenal_MCF7_2,CADPS
E2_adrenal_MCF7_2,FAR2
E2_adrenal_MCF7_2,UGT2B17
E2_adrenal_MCF7_2,ADAMTS9
E2_adrenal_MCF7_2,PRICKLE2-AS3
E2_adrenal_MCF7_2,LAMA2
E2_adrenal_MCF7_2,ANK2
E2_adrenal_MCF7_2,KCNH1
E2_adrenal_MCF7_2,PDZRN3
E2_adrenal_MCF7_2,GH1
E2_adrenal_MCF7_2,ARHGAP30
E2_adrenal_MCF7_2,AMPD1
E2_adrenal_MCF7_2,RASGRF1
E2_adrenal_MCF7_2,MYO16
E2_adrenal_MCF7_2,TBX4
E2_adrenal_MCF7_2,NACA2
E2_adrenal_MCF7_2,PEAK3
E2_adrenal_MCF7_2,PTPN7
E2_adrenal_MCF7_2,PTPRVP
E2_adrenal_MCF7_2,PKD1L2
E2_adrenal_MCF7_2,CNTD2
E2_adrenal_MCF7_2,ARHGEF38
E2_adrenal_MCF7_2,LRRIQ1
E2_adrenal_MCF7_2,DPF3
E2_adrenal_MCF7_2,DNAJC18
E2_adrenal_MCF7_2,FER1L6
E2_adrenal_MCF7_2,HSD3BP4
E2_adrenal_MCF7_2,LINC01814
E2_adrenal_MCF7_2,RERG-AS1
E2_kidney_MCF7_12,DNAH5
E2_kidney_MCF7_12,DRC1
E2_kidney_MCF7_12,DNAI1
E2_kidney_MCF7_12,DNAAF1
E2_kidney_MCF7_12,ZBBX
E2_kidney_MCF7_12,DNAH12
E2_kidney_MCF7_12,ENKUR
E2_kidney_MCF7_12,PIFO
E2_kidney_MCF7_12,CFAP45
E2_kidney_MCF7_12,SNTN
E2_kidney_MCF7_12,CCNO
E2_kidney_MCF7_12,TTC12
E2_kidney_MCF7_12,SPEF2
E2_kidney_MCF7_12,CASC1
E2_kidney_MCF7_12,FAM81B
E2_kidney_MCF7_12,MAATS1
E2_kidney_MCF7_12,CCDC40
E2_kidney_MCF7_12,LCA5L
E2_kidney_MCF7_12,CFAP157
E2_kidney_MCF7_12,CDC20B
E2_kidney_MCF7_12,CCDC30
E2_kidney_MCF7_12,PRR29
E2_kidney_MCF7_12,DENND6B
E2_kidney_MCF7_12,TMEM232
E2_kidney_MCF7_12,ADGB
E2_kidney_MCF7_12,LRRC23
E2_kidney_MCF7_12,PHF7
E2_kidney_MCF7_12,ARL6
E2_kidney_MCF7_12,NEK2
E2_kidney_MCF7_12,CFAP57
E2_kidney_MCF7_12,MYCL
E2_kidney_MCF7_12,MIR646HG
E2_kidney_MCF7_12,AIFM2
E2_kidney_MCF7_12,MELTF-AS1
E2_kidney_MCF7_12,SPAG17
E2_kidney_MCF7_12,DNAH2
E2_kidney_MCF7_12,IQCD
E2_kidney_MCF7_12,CYP4B1
E2_kidney_MCF7_12,LCN2
E2_kidney_MCF7_12,VILL
E2_kidney_MCF7_12,ADSS1
E2_kidney_MCF7_12,CDHR3
E2_kidney_MCF7_12,ODF3B
E2_kidney_MCF7_12,CFAP99
E2_kidney_MCF7_12,KIAA1614
E2_kidney_MCF7_12,ENTPD3
E2_kidney_MCF7_12,EFEMP2
E2_kidney_MCF7_12,TNS1
