sample  ,gene
E2_kidney_MCF7_12,PRSS22
E2_kidney_MCF7_12,RORC
E2_kidney_MCF7_12,ALS2CL
E2_kidney_MCF7_12,ADHFE1
E2_kidney_MCF7_12,TTC22
E2_kidney_MCF7_12,TOR4A
E2_kidney_MCF7_12,PLPPR3
E2_kidney_MCF7_12,KLHDC8B
E2_kidney_MCF7_12,TEX9
E2_kidney_MCF7_12,CFAP54
E2_kidney_MCF7_12,FLACC1
E2_kidney_MCF7_12,PSEN2
E2_kidney_MCF7_12,CFAP77
E2_kidney_MCF7_12,BLOC1S4
E2_kidney_MCF7_12,MCIDAS
E2_kidney_MCF7_12,VAX2
E2_kidney_MCF7_12,CACNB4
E2_kidney_MCF7_12,MAST4-AS1
E2_kidney_MCF7_12,CKLF
E2_kidney_MCF7_12,GRIA2
E2_kidney_MCF7_12,GPC3
E2_kidney_MCF7_12,C9orf106
E2_kidney_MCF7_12,HIGD1B
E2_kidney_MCF7_12,SPARCL1
E2_kidney_MCF7_12,C4A
E2_kidney_MCF7_12,GCM2
E2_kidney_MCF7_12,B4GALNT1
E2_kidney_MCF7_12,DACH2
E2_kidney_MCF7_12,NPAS1
E2_kidney_MCF7_12,SGPP2
E2_kidney_MCF7_12,SHC4
E2_kidney_MCF7_12,PIP5K1B
E2_kidney_MCF7_12,CPM
E2_kidney_MCF7_12,GALNT16
E2_kidney_MCF7_12,ZBTB48
E2_kidney_MCF7_12,NAT14
E2_kidney_MCF7_12,BCAR3
E2_kidney_MCF7_12,AGTRAP
E2_kidney_MCF7_12,NLRC3
E2_kidney_MCF7_12,PLEKHG6
E2_kidney_MCF7_12,PATL2
E2_kidney_MCF7_12,FSTL4
E2_kidney_MCF7_12,DGKA
E2_kidney_MCF7_12,TMPRSS6
E2_kidney_MCF7_12,MIR6811
E2_kidney_MCF7_12,RASSF2
E2_kidney_MCF7_12,PTPN7
E2_kidney_MCF7_12,GRM2
E2_kidney_MCF7_12,ARL16
E2_kidney_MCF7_12,TMEM117
E2_kidney_MCF7_12,NPPC
E2_kidney_MCF7_12,SPIN2B
E2_kidney_MCF7_12,SPANXA1
E2_kidney_MCF7_12,SPANXA2
E2_kidney_MCF7_12,BTBD18
E2_kidney_MCF7_12,PLCD4
E2_kidney_MCF7_12,ITGA11
E2_kidney_MCF7_12,TNFAIP2
E2_kidney_MCF7_12,PPP1R26-AS1
E2_kidney_MCF7_12,SLC2A4
E2_kidney_MCF7_12,LRFN3
E2_kidney_MCF7_12,C1RL
E2_kidney_MCF7_12,PTPRVP
E2_kidney_MCF7_12,DAPK2
E2_kidney_MCF7_12,SMIM27
E2_kidney_MCF7_12,LINC00115
E2_kidney_MCF7_12,SLC25A35
E2_kidney_MCF7_12,MTFP1
E2_kidney_MCF7_12,SDHAF1
E2_kidney_MCF7_12,RGL3
E2_kidney_MCF7_12,CCDC24
E2_kidney_MCF7_12,LSMEM2
E2_kidney_MCF7_12,SPATA5L1
E2_kidney_MCF7_12,LINC01006
E2_kidney_MCF7_12,AC093249.6
E2_kidney_MCF7_12,TRIM17
E2_kidney_MCF7_12,KCP
E2_kidney_MCF7_12,LRRIQ1
E2_kidney_MCF7_12,RMST
E2_kidney_MCF7_12,LINC00954
E2_kidney_MCF7_12,RWDD2A
E2_kidney_MCF7_12,ZNF774
E2_kidney_MCF7_12,CROCC2
E2_kidney_MCF7_12,LINC01389
E2_kidney_MCF7_12,AC099489.1
E2_kidney_MCF7_12,SLCO4A1-AS1
E2_kidney_MCF7_12,THRB-AS1
E2_kidney_MCF7_12,KCNH7-AS1
E2_kidney_MCF7_12,LINC01239
E2_kidney_MCF7_12,NAALADL2-AS2
E2_kidney_MCF7_12,RPSAP9
E2_kidney_MCF7_12,HOXC13-AS
E2_kidney_MCF7_12,AL845331.2
E2_kidney_MCF7_12,LINC02147
ED_brain_ZR751_6,IL20RA
ED_brain_ZR751_6,POLD1
ED_brain_ZR751_6,H4C1
ED_brain_ZR751_6,POT1
ED_brain_ZR751_6,TELO2
ED_brain_ZR751_6,HUS1
ED_brain_ZR751_6,SCX
ED_brain_ZR751_6,NSMCE2
ED_brain_ZR751_6,PIP
ED_brain_ZR751_6,PKIB
ED_brain_ZR751_6,GATA2
ED_brain_ZR751_6,NCS1
ED_brain_ZR751_6,MUC6
ED_brain_ZR751_6,CLRN1
ED_brain_ZR751_6,SIX1
ED_brain_ZR751_6,STAG3
ED_brain_ZR751_6,RORC
ED_brain_ZR751_6,HOPX
ED_brain_ZR751_6,ZNF396
ED_brain_ZR751_6,BTC
ED_brain_ZR751_6,BLK
ED_brain_ZR751_6,WFS1
ED_brain_ZR751_6,NME5
ED_brain_ZR751_6,CASP9
ED_brain_ZR751_6,SLC46A3
ED_brain_ZR751_6,FAM182B
ED_brain_ZR751_6,CCNO
ED_brain_ZR751_6,ABCB1
ED_brain_ZR751_6,CCDC151
ED_brain_ZR751_6,VWA8-AS1
ED_brain_ZR751_6,FAM174A
ED_brain_ZR751_6,TIRAP
ED_brain_ZR751_6,TMEM40
ED_brain_ZR751_6,SYNE4
ED_brain_ZR751_6,GULP1
ED_brain_ZR751_6,WDR13
ED_brain_ZR751_6,DYNLRB2
ED_brain_ZR751_6,DCDC2B
ED_brain_ZR751_6,CCDC160
ED_brain_ZR751_6,CCDC74A
ED_brain_ZR751_6,DZIP1L
ED_brain_ZR751_6,TMEM8B
ED_brain_ZR751_6,H3C6
ED_brain_ZR751_6,ZFPM1
ED_brain_ZR751_6,NR1H3
ED_brain_ZR751_6,KLF4
ED_brain_ZR751_6,H2AC6
ED_brain_ZR751_6,SHOX
ED_brain_ZR751_6,HES6
ED_brain_ZR751_6,DMC1
ED_brain_ZR751_6,ETS2
ED_brain_ZR751_6,GSC
ED_brain_ZR751_6,IRX2
ED_brain_ZR751_6,DYNLT3
ED_brain_ZR751_6,CENPW
ED_brain_ZR751_6,CDT1
ED_brain_ZR751_6,CCDC22
ED_brain_ZR751_6,HRAS
ED_brain_ZR751_6,RABGGTA
ED_brain_ZR751_6,NAA80
ED_brain_ZR751_6,MPDU1
ED_brain_ZR751_6,STX4
ED_brain_ZR751_6,MPO
ED_brain_ZR751_6,GPLD1
ED_brain_ZR751_6,GPR183
ED_brain_ZR751_6,CLDN1
ED_brain_ZR751_6,ZNF423
ED_brain_ZR751_6,TSHR
ED_brain_ZR751_6,SLC12A4
ED_brain_ZR751_6,JPH3
ED_brain_ZR751_6,PARP16
ED_brain_ZR751_6,HDAC4
ED_brain_ZR751_6,FAS
ED_brain_ZR751_6,TPD52L1
ED_brain_ZR751_6,CTSZ
ED_brain_ZR751_6,MIR200C
ED_brain_ZR751_6,TNFRSF6B
ED_brain_ZR751_6,APIP
ED_brain_ZR751_6,RXFP2
ED_brain_ZR751_6,COL18A1
ED_brain_ZR751_6,DCAF4
ED_brain_ZR751_6,DUSP5
ED_brain_ZR751_6,RNF217
ED_brain_ZR751_6,TMEM69
ED_brain_ZR751_6,RNF32
ED_brain_ZR751_6,SUPT3H
ED_brain_ZR751_6,SNORD13
ED_brain_ZR751_6,PYCR2
ED_brain_ZR751_6,ABCC11
ED_brain_ZR751_6,NMD3
ED_brain_ZR751_6,SNHG5
ED_brain_ZR751_6,SSC4D
ED_brain_ZR751_6,TTC9C
ED_brain_ZR751_6,KIAA1549L
ED_brain_ZR751_6,KIDINS220
ED_brain_ZR751_6,TGM3
ED_brain_ZR751_6,WHAMMP3
ED_brain_ZR751_6,SNORD116-8
ED_brain_ZR751_6,SNORD116-3
ED_brain_ZR751_6,SNORD116-6
ED_brain_ZR751_6,SNORD116-9
ED_brain_ZR751_6,SNORD116-20
ED_brain_ZR751_6,SNORD116-15
ED_brain_ZR751_6,SNORD116-14
ED_brain_ZR751_6,TTLL7
ED_brain_ZR751_6,SLC6A9
ED_brain_ZR751_6,SLC7A5
ED_brain_ZR751_6,PDLIM3
ED_brain_ZR751_6,PODXL
ED_brain_ZR751_6,UBIAD1
ED_brain_ZR751_6,GASK1B
ED_brain_ZR751_6,LMBRD2
ED_brain_ZR751_6,BTN2A1
ED_brain_ZR751_6,GNPDA2
ED_brain_ZR751_6,HMGCS2
ED_brain_ZR751_6,APOD
ED_brain_ZR751_6,RND1
ED_brain_ZR751_6,METRN
ED_brain_ZR751_6,ZSCAN21
ED_brain_ZR751_6,TLDC2
ED_brain_ZR751_6,OSER1-DT
ED_brain_ZR751_6,POLN
ED_brain_ZR751_6,UFSP2
ED_brain_ZR751_6,COQ6
ED_brain_ZR751_6,IRAK1BP1
ED_brain_ZR751_6,KPNA7
ED_brain_ZR751_6,ABRAXAS1
ED_brain_ZR751_6,RCOR2
ED_brain_ZR751_6,ZNF182
ED_brain_ZR751_6,ZNF497
ED_brain_ZR751_6,FOXO3B
ED_brain_ZR751_6,PDE1B
ED_brain_ZR751_6,RANBP3L
ED_brain_ZR751_6,SLC16A10
ED_brain_ZR751_6,SHKBP1
ED_brain_ZR751_6,MAPKAPK5-AS1
ED_brain_ZR751_6,NOXRED1
ED_brain_ZR751_6,R3HCC1
ED_brain_ZR751_6,GID4
ED_brain_ZR751_6,NOL12
ED_brain_ZR751_6,FASTKD2
ED_brain_ZR751_6,IFNGR1
ED_brain_ZR751_6,FREM2
ED_brain_ZR751_6,CPA1
ED_brain_ZR751_6,MOGS
ED_brain_ZR751_6,GLB1L2
ED_brain_ZR751_6,HAS3
ED_brain_ZR751_6,GDPGP1
ED_brain_ZR751_6,PPP1R3D
ED_brain_ZR751_6,MOGAT2
ED_brain_ZR751_6,ELFN2
ED_brain_ZR751_6,FAM182A
ED_brain_ZR751_6,ELOA-AS1
ED_brain_ZR751_6,CFLAR-AS1
ED_brain_ZR751_6,DRAIC
ED_brain_ZR751_6,APOLD1
ED_brain_ZR751_6,PYY
ED_brain_ZR751_6,WDR18
ED_brain_ZR751_6,CYP4V2
ED_brain_ZR751_6,SAMD3
ED_brain_ZR751_6,SDHB
ED_brain_ZR751_6,CMSS1
ED_brain_ZR751_6,CEP57L1
ED_brain_ZR751_6,SNORD68
ED_brain_ZR751_6,GABRG3
ED_brain_ZR751_6,XKR9
ED_brain_ZR751_6,C10orf88
ED_brain_ZR751_6,TMEM161B
ED_brain_ZR751_6,GATD1
ED_brain_ZR751_6,FAM71C
ED_brain_ZR751_6,MYO1G
ED_brain_ZR751_6,ZEB1-AS1
ED_brain_ZR751_6,GTPBP8
ED_brain_ZR751_6,JAKMIP3
ED_brain_ZR751_6,C4orf36
ED_brain_ZR751_6,MIR491
ED_brain_ZR751_6,LINC01124
ED_brain_ZR751_6,LINC01138
ED_brain_ZR751_6,BMS1P17
ED_brain_ZR751_6,MIRLET7D
ED_brain_ZR751_6,PROB1
ED_brain_ZR751_6,SSMEM1
ED_brain_ZR751_6,RPL13AP17
ED_brain_ZR751_6,UNC13C
ED_brain_ZR751_6,SPINK8
ED_brain_ZR751_6,AJM1
ED_brain_ZR751_6,MAMDC4
ED_brain_ZR751_6,GASK1A
ED_brain_ZR751_6,SCARNA9
ED_brain_ZR751_6,SIK1B
ED_brain_ZR751_6,LINC00571
ED_brain_ZR751_6,SMIM31
ED_brain_ZR751_6,RERE-AS1
ED_brain_ZR751_6,PITRM1-AS1
ED_brain_ZR751_6,SNORD21
ED_brain_ZR751_6,SCAT1
ED_brain_ZR751_6,PINK1-AS
ED_brain_ZR751_6,C7orf66
ED_brain_ZR751_6,PRNCR1
ED_brain_ZR751_6,C2CD4D
ED_brain_ZR751_6,MIR3176
ED_brain_ZR751_6,SNORD9
ED_brain_ZR751_6,LINC02389
ED_brain_ZR751_6,SNORD88C
ED_brain_ZR751_6,AL357075.3
ED_brain_ZR751_8.1,PRCP
ED_brain_ZR751_8.1,RHOT1
ED_brain_ZR751_8.1,ITGB5
ED_brain_ZR751_8.1,GRK3
ED_brain_ZR751_8.1,PHPT1
ED_brain_ZR751_8.1,FN1
ED_brain_ZR751_8.1,FUCA1
ED_brain_ZR751_8.1,GTF2F1
ED_brain_ZR751_8.1,CISD2
ED_brain_ZR751_8.1,TUBA1A
ED_brain_ZR751_8.1,GGT1
ED_brain_ZR751_8.1,CRAT
ED_brain_ZR751_8.1,TPX2
ED_brain_ZR751_8.1,ZBTB46
ED_brain_ZR751_8.1,VARS2
ED_brain_ZR751_8.1,CPT2
ED_brain_ZR751_8.1,ANTKMT
ED_brain_ZR751_8.1,LRAT
ED_brain_ZR751_8.1,PRPF19
ED_brain_ZR751_8.1,MAGT1
ED_brain_ZR751_8.1,FAM177A1
ED_brain_ZR751_8.1,LRRC37A6P
ED_brain_ZR751_8.1,GEMIN4
ED_brain_ZR751_8.1,TUBGCP4
ED_brain_ZR751_8.1,ZNF653
ED_brain_ZR751_8.1,FBXL13
ED_brain_ZR751_8.1,WDR19
ED_brain_ZR751_8.1,CRISPLD2
ED_brain_ZR751_8.1,FAM13A-AS1
ED_brain_ZR751_8.1,DENND3
ED_brain_ZR751_8.1,SLC35A3
ED_brain_ZR751_8.1,KLF5
ED_brain_ZR751_8.1,PARPBP
ED_brain_ZR751_8.1,CMIP
ED_brain_ZR751_8.1,IGF2BP3
ED_brain_ZR751_8.1,CABLES2
ED_brain_ZR751_8.1,HARS1
ED_brain_ZR751_8.1,PCOLCE
ED_brain_ZR751_8.1,SEPTIN1
ED_brain_ZR751_8.1,BUD31
ED_brain_ZR751_8.1,ATXN7L1
ED_brain_ZR751_8.1,SLC4A1AP
ED_brain_ZR751_8.1,ZNF837
ED_brain_ZR751_8.1,SPRYD3
ED_brain_ZR751_8.1,APC2
ED_brain_ZR751_8.1,RAD17
ED_brain_ZR751_8.1,PIEZO1
ED_brain_ZR751_8.1,MNAT1
ED_brain_ZR751_8.1,MAST3
ED_brain_ZR751_8.1,ANXA11
ED_brain_ZR751_8.1,CD99L2
ED_brain_ZR751_8.1,PCDHGC3
ED_brain_ZR751_8.1,ANGPT2
ED_brain_ZR751_8.1,MB
ED_brain_ZR751_8.1,ARFIP2
ED_brain_ZR751_8.1,OBI1
ED_brain_ZR751_8.1,FMO5
ED_brain_ZR751_8.1,NAAA
ED_brain_ZR751_8.1,UCP2
ED_brain_ZR751_8.1,GALE
ED_brain_ZR751_8.1,FAM111A
ED_brain_ZR751_8.1,ANKS6
ED_brain_ZR751_8.1,CENPS
ED_brain_ZR751_8.1,SPATA5L1
ED_brain_ZR751_8.1,LAMTOR2
ED_brain_ZR751_8.1,ZNF367
ED_brain_ZR751_8.1,MPND
ED_brain_ZR751_8.1,EXOSC2
ED_brain_ZR751_8.1,STARD7
ED_brain_ZR751_8.1,ZFYVE19
ED_brain_ZR751_8.1,EXOC6
ED_brain_ZR751_8.1,TBC1D8B
ED_brain_ZR751_8.1,CENPS-CORT
ED_brain_ZR751_8.1,DISP1
ED_brain_ZR751_8.1,CDC26
ED_brain_ZR751_8.1,NUDT19
ED_brain_ZR751_8.1,TRMT10C
ED_brain_ZR751_8.1,LINS1
ED_brain_ZR751_8.1,BCKDK
ED_brain_ZR751_8.1,GAREM1
ED_brain_ZR751_8.1,SFT2D3
ED_brain_ZR751_8.1,UBTD2
ED_brain_ZR751_8.1,CCDC43
ED_brain_ZR751_8.1,RPL10A
ED_brain_ZR751_8.1,TMEM9
ED_brain_ZR751_8.1,ATPSCKMT
ED_brain_ZR751_8.1,TP53INP2
ED_brain_ZR751_8.1,KAZALD1
ED_brain_ZR751_8.1,MPZL2
ED_brain_ZR751_8.1,GHITM
ED_brain_ZR751_8.1,ATP6V1E2
ED_brain_ZR751_8.1,IFI30
ED_brain_ZR751_8.1,ORMDL1
ED_brain_ZR751_8.1,SH3BGRL3
ED_brain_ZR751_8.1,CUTALP
ED_brain_ZR751_8.1,DCAF12
ED_brain_ZR751_8.1,ZNHIT6
ED_brain_ZR751_8.1,NCK1-DT
ED_brain_ZR751_8.1,CCDC30
ED_brain_ZR751_8.1,PWWP2A
ED_brain_ZR751_8.1,TRAM1L1
ED_brain_ZR751_8.1,NFKBIB
ED_brain_ZR751_8.1,ADAMTSL4-AS1
ED_brain_ZR751_8.1,KLHL42
ED_brain_ZR751_8.1,SSR1
ED_brain_ZR751_8.1,MYRIP
ED_brain_ZR751_8.1,TNFSF13
ED_brain_ZR751_8.1,TNFSF12-TNFSF13
ED_brain_ZR751_8.1,ESR1
ED_brain_ZR751_8.1,CYTH3
ED_brain_ZR751_8.1,ADGRB2
ED_brain_ZR751_8.1,ZNF532
ED_brain_ZR751_8.1,ZDHHC6
ED_brain_ZR751_8.1,ZDHHC12
ED_brain_ZR751_8.1,TSPAN33
ED_brain_ZR751_8.1,PKN3
ED_brain_ZR751_8.1,DNAH3
ED_brain_ZR751_8.1,TBRG4
ED_brain_ZR751_8.1,PSMG4
ED_brain_ZR751_8.1,C1GALT1
ED_brain_ZR751_8.1,ZNF761
ED_brain_ZR751_8.1,KLB
ED_brain_ZR751_8.1,PHKA1
ED_brain_ZR751_8.1,TAF12
ED_brain_ZR751_8.1,BRMS1
ED_brain_ZR751_8.1,MBP
ED_brain_ZR751_8.1,FAM241A
ED_brain_ZR751_8.1,PARP9
ED_brain_ZR751_8.1,IFNGR1
ED_brain_ZR751_8.1,GRIA2
ED_brain_ZR751_8.1,HTR6
ED_brain_ZR751_8.1,MMGT1
ED_brain_ZR751_8.1,ATP13A3
ED_brain_ZR751_8.1,SEPSECS
ED_brain_ZR751_8.1,PTPN13
ED_brain_ZR751_8.1,DGKE
ED_brain_ZR751_8.1,TEN1
ED_brain_ZR751_8.1,LACC1
ED_brain_ZR751_8.1,NOD1
ED_brain_ZR751_8.1,RHOV
ED_brain_ZR751_8.1,SPATA2L
ED_brain_ZR751_8.1,SARM1
ED_brain_ZR751_8.1,TCAIM
ED_brain_ZR751_8.1,ZNRF3
ED_brain_ZR751_8.1,CNOT2-DT
ED_brain_ZR751_8.1,GAMT
ED_brain_ZR751_8.1,ZNF142
ED_brain_ZR751_8.1,NKRF
ED_brain_ZR751_8.1,DBNL
ED_brain_ZR751_8.1,SLC46A1
ED_brain_ZR751_8.1,TEN1-CDK3
ED_brain_ZR751_8.1,NEPRO
ED_brain_ZR751_8.1,TRAPPC11
ED_brain_ZR751_8.1,KLHL11
ED_brain_ZR751_8.1,TNK1
ED_brain_ZR751_8.1,SYNE4
ED_brain_ZR751_8.1,MEIOC
ED_brain_ZR751_8.1,SMARCA5-AS1
ED_brain_ZR751_8.1,MT-TR
ED_brain_ZR751_8.1,A1BG
ED_brain_ZR751_8.1,SNORA56
ED_brain_ZR751_8.1,GAS8-AS1
ED_brain_ZR751_8.1,LINC01106
ED_brain_ZR751_8.1,ZNF804B
ED_brain_ZR751_8.1,LINC01123
ED_brain_ZR751_8.1,SRGAP2D
ED_brain_ZR751_8.1,MIR1914
ED_brain_ZR751_8.1,MIR548AR
